FACILITY_ID,ON_GRID_AVL,MIN_AIR_2015,MIN_AIR_2016,MIN_GROUND_2015,MIN_GROUND_2016,URBAN,ON_GRID,EA,SOLAR_INC,SOLAR_ONL,DIESEL_INC,DIESEL_ONL,FACILITY_TYPE,cluster
1924015,1,42.911858,13.289227,57.019028,23.370838,0,0,1,1,1,0,0,1,1
1924016,1,41.893829,15.105848,56.187164,24.353642,0,0,0,0,0,0,0,1,0
1924017,1,41.945446,19.172295,56.548546,27.737574,0,0,0,0,0,0,0,1,0
1924018,1,45.179077,21.495937,59.865585,30.958471,0,0,1,1,1,0,0,2,1
1924019,1,45.159817,21.471399,59.845371,30.93132,0,0,1,1,1,0,0,2,1
1924020,1,52.444935,28.433992,58.980114,38.953197,0,0,0,0,0,0,0,1,0
1924021,1,44.847919,34.471645,29.209478,40.027313,0,0,0,0,0,0,0,1,0
1925001,1,35.501389,53.891125,53.932957,7.7618146,0,0,0,0,0,0,0,1,0
1925002,1,37.451542,56.295944,55.867859,5.228776,0,0,0,0,0,0,0,1,0
1925003,1,40.39222,59.696548,55.288666,1.8015919,0,0,1,0,0,1,1,2,4
1925004,1,24.897535,24.897535,15.1112,24.897535,0,1,1,0,0,0,0,1,0
1925005,1,25.013779,25.013779,15.245013,25.013779,0,1,1,0,0,0,0,2,0
1925006,1,43.020954,43.020954,32.902508,22.978666,0,0,1,0,0,1,1,1,4
1925007,1,49.948452,49.948452,39.633415,16.091883,0,0,1,1,1,0,0,2,1
1925008,1,36.457291,57.896873,54.740757,4.6828051,0,0,0,0,0,0,0,1,0
1925009,1,38.51474,38.51474,30.141769,38.51474,0,0,1,1,1,0,0,1,1
1925010,1,40.836773,40.836773,31.9368,40.836773,0,0,0,0,0,0,0,1,0
1925011,1,38.289932,59.680061,56.573818,2.8555644,0,0,0,0,0,0,0,1,0
1928001,1,70.140305,56.367516,30.745884,35.964832,0,1,1,0,0,0,0,1,0
1928002,1,45.173794,31.248264,20.629759,41.933971,0,1,1,0,0,0,0,1,0
1928003,1,47.062626,33.234814,22.527781,38.964664,0,1,1,0,0,0,0,1,0
1928004,1,52.79332,39.05434,24.113388,35.548122,1,1,1,0,0,0,0,3,2
1928005,1,66.895988,52.981503,24.865955,40.029377,0,1,1,0,0,0,0,1,0
1928006,1,73.102287,59.43401,34.685486,34.250828,0,1,1,0,0,0,0,1,0
1928007,1,70.924995,57.004551,27.248169,41.322979,0,1,1,0,0,0,0,1,0
1929001,1,0.82159388,0.82159388,0.82159388,0.82159388,1,1,1,0,0,0,0,2,2
1929002,1,0.92330402,0.92330402,0.92330402,0.92330402,1,1,1,1,0,0,0,2,2
1929004,1,18.818304,18.818304,8.6744251,18.818304,1,1,1,0,0,0,0,1,2
1929005,1,12.626261,12.626261,2.1960068,12.626261,1,1,1,1,0,0,0,3,2
1929006,1,0.9584322,0.9584322,0.9584322,0.9584322,1,1,1,1,0,0,0,2,2
1929007,1,0.9584322,0.9584322,0.9584322,0.9584322,1,1,1,0,0,0,0,2,2
1929008,1,0.68994713,0.68994713,0.68994713,0.68994713,1,0,0,0,0,0,0,2,2
1929009,1,1.027356,1.027356,1.027356,1.027356,1,1,1,0,0,0,0,2,2
1929010,1,11.381742,11.381742,0.82218087,11.381742,1,1,1,0,0,0,0,2,2
1929011,1,10.678779,10.678779,0.25877699,10.678779,1,1,1,0,0,0,0,2,2
1929012,1,1.2835715,1.2835715,1.1690674,1.2835715,1,1,1,1,0,0,0,3,2
1929013,1,0.73004991,0.73004991,0.73004991,0.73004991,1,1,1,0,0,0,0,3,2
1929014,1,1.0932347,1.0932347,0.69526958,1.0932347,1,1,1,1,0,0,0,3,2
1929015,1,0.18899052,0.18899052,0.57020539,0.18899052,1,1,1,0,0,0,0,2,2
1929016,1,9.0273962,9.0273962,9.1339798,0.86603487,1,1,1,0,0,0,0,2,2
1929017,1,11.350643,11.350643,10.388773,1.4046512,1,1,1,0,0,0,0,1,2
1929018,1,7.1137524,7.1137524,5.5866885,3.9861612,1,1,1,1,0,0,0,2,2
1929019,1,1.7145647,1.7145647,1.7145647,1.7145647,1,1,1,0,0,0,0,1,2
1929020,1,1.4251796,1.4251796,1.0638005,1.4251796,1,1,1,0,0,0,0,2,2
1929021,1,1.2654189,1.2654189,1.2654189,1.2654189,1,1,1,0,0,0,0,3,2
1929022,1,0.88585836,0.88585836,0.82821894,0.88585836,1,1,1,0,0,0,0,2,2
1929023,1,1.1287698,1.1287698,1.1287698,1.1287698,1,1,1,0,0,0,0,2,2
1929025,1,0.66951489,0.66951489,0.66951489,0.66951489,1,1,1,0,0,0,0,2,2
1929026,1,1.2548825,1.2548825,0.46927267,1.2548825,1,1,1,0,0,0,0,2,2
1929027,1,1.2477908,1.2477908,1.2477908,1.2477908,1,0,0,0,0,0,0,1,2
1929028,1,0.66951489,0.66951489,0.66951489,0.66951489,1,1,1,0,0,0,0,2,2
1929029,1,10.310628,10.310628,9.772171,0.17387816,1,0,0,0,0,0,0,2,2
1930001,1,63.282219,63.282219,53.090736,9.6349869,0,0,0,0,0,0,0,1,0
1930002,1,14.75052,14.75052,13.292009,14.219399,0,1,1,0,0,0,0,1,0
1930003,1,33.094585,33.094585,31.3566,32.03775,0,1,1,0,0,0,0,1,0
1930004,1,29.687138,29.687138,26.594515,29.687138,0,0,0,0,0,0,0,1,0
1930005,1,24.413744,24.413744,21.589064,24.413744,0,1,1,0,0,0,0,1,0
1930006,1,19.495481,19.495481,19.226742,19.495481,0,0,0,0,0,0,0,2,0
1930007,1,8.4281454,8.4281454,7.385982,8.4281454,0,1,1,0,0,0,0,1,0
1930008,1,62.690235,53.270489,58.124321,23.995708,0,0,0,0,0,0,0,1,0
1930009,1,49.495869,49.495869,47.41354,18.791803,0,0,0,0,0,0,0,1,0
1930010,1,27.935968,27.935968,27.137283,27.935968,0,1,1,0,0,0,0,1,0
1930011,1,20.420767,20.420767,19.617201,20.420767,0,1,1,0,0,0,0,1,0
1930012,1,36.139656,36.139656,30.114975,36.139656,0,0,0,0,0,0,0,1,0
1930013,1,31.541136,31.541136,24.105194,31.541136,0,0,0,0,0,0,0,1,0
1930014,1,17.581106,17.581106,9.6900434,17.581106,0,0,0,0,0,0,0,1,0
2001001,0,14.055161,18.313324,18.313324,39.151852,0,0,0,0,0,0,0,1,6
2001002,0,15.906475,15.906475,15.906475,36.216412,0,1,0,0,0,0,0,1,0
2001003,0,15.70948,17.465416,17.465416,38.392471,0,0,1,0,0,1,1,2,4
2001004,0,4.1667099,7.2427006,12.883162,29.380117,0,1,0,0,0,0,0,1,0
2001005,0,8.5592299,8.431426,15.96845,32.146267,0,1,0,0,0,0,0,2,0
2001006,0,16.803423,16.803423,16.803423,28.271496,0,1,0,0,0,0,0,2,0
2001007,0,9.9617319,14.646185,19.824177,35.994133,0,1,0,0,0,0,0,1,0
2001008,0,15.87984,20.565378,18.150618,20.543497,0,1,0,0,0,0,0,1,0
2001009,0,15.855507,20.575735,18.168989,20.586517,0,1,1,1,0,0,0,2,0
2001010,0,10.7227,19.636684,12.264286,18.430143,0,1,0,0,0,0,0,1,0
2001011,0,10.995736,17.362204,10.995736,16.049135,0,1,0,0,0,0,0,1,0
2001012,0,16.732704,15.244349,11.639238,15.931418,0,0,1,0,0,1,1,2,4
2001013,0,7.8352475,18.294802,7.8352475,18.294802,0,1,0,0,0,0,0,1,0
2001014,0,4.3026347,16.114248,11.26469,22.223715,0,1,0,0,0,0,0,1,0
2001015,0,4.7006073,14.053614,14.184036,23.701153,0,1,1,1,0,0,0,3,0
2001016,0,1.322069,12.990352,14.334644,21.904985,0,1,0,0,0,0,0,1,0
2001017,0,6.7840343,14.401002,14.401002,14.401002,0,1,0,0,0,0,0,2,0
2001018,0,8.0958967,8.930934,10.271033,16.82107,0,1,0,0,0,0,0,2,0
2001019,0,7.2564797,3.8331561,10.295096,21.664936,0,1,0,0,0,0,0,1,0
2001020,0,0.5658493,8.0232849,10.112457,30.651894,0,1,0,0,0,0,0,1,0
2001021,0,5.3159208,7.217742,8.6788483,32.457634,0,1,0,0,0,0,0,1,0
2001022,0,5.2957907,0.62161255,12.202203,25.20532,0,1,0,0,0,0,0,2,0
2001023,0,5.2790918,9.4312277,5.2790918,16.696917,0,1,0,0,0,0,0,2,0
2001024,0,3.4002876,8.6483812,3.4002876,20.749861,0,1,0,0,0,0,0,1,0
2001025,0,0.86814141,0.86814141,8.80832,18.466389,0,0,1,1,1,0,0,3,1
2001026,0,6.0678239,0.3123354,0.3123354,24.89937,0,0,1,1,1,0,0,3,1
2001027,0,4.9187365,8.1938763,6.0901504,24.127083,1,1,0,0,0,0,0,2,2
2001028,0,1.0959867,2.811733,5.7391911,22.91567,0,1,0,0,0,0,0,2,0
2002001,0,0.40083116,0.40083116,0.40083116,30.426804,1,1,1,0,0,1,0,3,2
2002002,0,0.82242751,0.82242751,0.82242751,30.435541,1,1,1,1,0,0,0,2,2
2002003,0,1.4976026,12.896058,1.4976026,17.564547,0,0,1,1,1,0,0,3,1
2002004,0,7.48985,10.952679,10.952679,15.441581,0,0,1,1,0,0,0,2,0
2002005,0,4.7354589,11.464083,4.7354589,16.384113,0,0,1,0,0,1,1,1,4
2002006,0,9.7250748,12.989382,11.454303,17.870447,0,0,0,0,0,0,0,2,6
2002007,0,7.189889,10.405154,10.405154,13.68348,0,0,0,0,0,0,0,1,6
2002008,0,4.3461065,6.9890304,6.9890304,10.532962,0,0,1,0,0,1,1,2,4
2002009,0,3.2824502,12.238356,12.909657,15.097307,0,0,0,0,0,0,0,2,6
2002010,0,5.9659171,13.042062,13.042062,16.075827,0,0,0,0,0,0,0,1,6
2002011,0,2.81655,2.81655,2.81655,30.209316,0,0,1,1,1,0,0,1,1
2002012,0,5.8941522,5.8941522,5.8941522,24.850702,0,0,1,0,0,1,1,1,4
2002013,0,0.17059872,0.17059872,0.17059872,30.249794,1,1,1,1,0,0,0,2,2
2002014,0,0.35151449,0.35151449,0.35151449,30.497885,1,1,1,1,0,0,0,2,2
2003001,0,0.25754139,0.25754139,11.249069,15.366433,1,0,1,1,1,0,0,3,1
2003002,0,0.38019982,0.38019982,10.827572,15.785946,0,0,1,1,0,1,0,2,0
2003003,0,6.6221457,6.6221457,6.6221457,25.472578,0,0,0,0,0,0,0,1,6
2003004,0,7.1323156,7.1323156,7.6577477,22.388523,0,0,0,0,0,0,0,1,6
2003005,0,4.0393629,4.0393629,10.848547,14.954994,0,0,0,0,0,0,0,1,6
2003006,0,6.6882439,6.6882439,10.042009,16.673717,0,0,0,0,0,0,0,1,6
2003007,0,7.6850071,7.6850071,7.6850071,21.461996,0,0,0,0,0,0,0,1,6
2003008,0,4.1599183,4.1599183,4.1599183,22.022837,0,0,0,0,0,0,0,1,6
2003009,0,4.945642,4.945642,4.945642,21.545586,0,0,0,0,0,0,0,1,6
2003010,0,0.34804848,0.34804848,10.84537,15.757048,0,0,1,1,0,1,0,2,0
2003011,0,0.14501773,0.14501773,10.945381,15.575978,0,0,1,1,0,1,0,2,0
2003012,0,5.7205682,5.7205682,5.7205682,21.241304,0,0,0,0,0,0,0,1,6
2003013,0,4.7676535,4.7676535,4.7676535,20.971399,0,0,1,0,0,1,1,2,4
2003014,0,1.7873714,12.133595,12.133595,32.6483,0,0,0,0,0,0,0,1,6
2003015,0,1.0541588,9.5027142,9.5027142,32.12331,0,0,0,0,0,0,0,1,6
2003016,0,0.77358788,0.77358788,0.77358788,25.11396,0,0,1,0,0,1,1,2,4
2003017,0,4.7593951,5.7704806,5.7704806,30.04648,0,0,0,0,0,0,0,1,6
2003018,0,5.0580516,7.753572,7.753572,29.909206,0,0,0,0,0,0,0,1,6
2003019,0,5.7391405,5.7391405,5.7391405,30.797255,0,0,0,0,0,0,0,1,6
2003020,0,0.12888846,0.12888846,11.198238,15.307505,0,0,1,1,0,1,0,2,0
2004001,0,7.450562,7.450562,7.450562,7.450562,0,1,0,0,0,0,0,1,0
2004002,0,8.8948822,8.8948822,8.8948822,8.8948822,0,1,0,0,0,0,0,1,0
2004003,0,7.5068908,7.5068908,7.5068908,7.5068908,0,1,0,0,0,0,0,2,0
2004004,0,9.618907,9.618907,9.618907,9.618907,0,1,0,0,0,0,0,1,0
2004005,0,10.800475,15.604578,15.604578,15.604578,0,1,0,0,0,0,0,1,0
2004006,0,15.663478,15.663478,15.663478,15.663478,0,1,0,0,0,0,0,2,0
2004007,0,10.719817,13.401603,15.931518,20.092548,0,0,0,0,0,0,0,1,6
2004008,0,12.57174,12.57174,12.57174,12.57174,0,1,0,0,0,0,0,1,0
2004009,0,10.413945,15.96349,15.96349,15.96349,0,1,0,0,0,0,0,1,0
2004010,0,11.155692,11.155692,11.155692,11.155692,0,1,0,0,0,0,0,1,0
2004011,0,10.575698,10.575698,10.575698,10.575698,0,1,0,0,0,0,0,1,0
2004012,0,6.9054637,6.9054637,6.9054637,6.9054637,0,1,0,0,0,0,0,2,0
2004013,0,9.9212389,9.9212389,9.9212389,9.9212389,0,1,0,0,0,0,0,1,0
2004014,0,14.600851,14.600851,14.600851,14.600851,0,0,0,0,0,0,0,1,6
2004015,0,12.833388,12.833388,12.833388,12.833388,1,1,0,0,0,0,0,2,2
2004017,0,10.925768,10.925768,10.925768,10.925768,0,1,0,0,0,0,0,1,0
2004018,0,10.009833,10.009833,10.009833,10.009833,0,1,0,0,0,0,0,2,0
2004019,0,12.957933,13.573498,13.573498,13.573498,0,1,0,0,0,0,0,1,0
2004020,0,12.039332,15.486698,15.486698,15.486698,0,1,0,0,0,0,0,1,0
2004021,0,12.933684,13.04151,13.04151,13.04151,0,1,0,0,0,0,0,1,0
2004022,0,12.727964,15.215977,15.215977,15.215977,0,1,0,0,0,0,0,1,0
2004023,0,8.1149817,8.1149817,8.1149817,8.1149817,0,1,0,0,0,0,0,1,0
2005001,0,6.8957543,6.8957543,6.8957543,6.8957543,0,1,0,0,0,0,0,1,0
2005002,0,4.4357419,4.4357419,4.4357419,4.4357419,0,1,0,0,0,0,0,1,0
2005003,0,5.4822011,5.4822011,5.4822011,5.4822011,0,1,0,0,0,0,0,1,0
2005004,0,2.1933279,2.1933279,2.1933279,2.1933279,1,1,1,1,0,0,0,3,2
2005005,0,6.6281223,10.552082,10.552082,10.552082,0,0,1,1,1,0,0,1,1
2005006,0,7.2277007,7.2277007,7.2277007,7.2277007,0,0,1,1,1,0,0,2,1
2005007,0,2.8836625,2.8836625,2.8836625,2.8836625,0,1,0,0,0,0,0,1,0
2005008,0,4.1951313,4.1951313,4.1951313,4.1951313,0,0,0,0,0,0,0,1,6
2005009,0,4.5179386,4.5179386,4.5179386,4.5179386,0,0,1,1,1,0,0,2,1
2005010,0,4.4906845,4.4906845,4.4906845,4.4906845,0,1,1,1,0,0,0,2,0
2005011,0,6.4604025,6.4604025,6.4604025,6.4604025,0,0,0,0,0,0,0,1,6
2005012,0,7.3892651,21.021421,21.021421,21.021421,0,0,1,1,1,0,0,1,1
2005013,0,4.9404864,17.561457,17.561457,17.561457,0,0,0,0,0,0,0,1,6
2005014,0,6.3622732,14.565246,14.565246,14.565246,0,0,0,0,0,0,0,1,6
2005015,0,7.8260269,15.030523,15.030523,15.030523,0,0,0,0,0,0,0,1,6
2005016,0,3.9173627,12.617073,12.617073,12.617073,0,0,1,0,0,1,1,2,4
2005017,0,3.8277936,12.861325,12.861325,12.861325,0,0,1,1,1,0,0,2,1
2005018,0,6.4012251,6.4012251,6.4012251,6.4012251,0,1,1,1,0,0,0,1,0
2005019,0,0.47531733,0.47531733,0.47531733,0.47531733,0,1,1,1,0,0,0,2,0
2005020,0,3.671073,12.794332,12.794332,12.794332,0,0,0,0,0,0,0,1,6
2005021,0,13.091343,13.091343,13.091343,13.091343,0,0,1,1,1,0,0,2,1
2005022,0,7.0171151,7.0171151,7.0171151,7.0171151,0,0,1,1,1,0,0,1,1
2005023,0,5.079895,5.079895,5.079895,5.079895,0,1,0,0,0,0,0,1,0
2005024,0,2.8995764,2.8995764,2.8995764,2.8995764,0,1,0,0,0,0,0,1,0
2005025,0,5.9132171,5.9132171,5.9132171,5.9132171,0,1,0,0,0,0,0,1,0
2005026,0,4.9118314,4.9118314,4.9118314,4.9118314,0,1,0,0,0,0,0,1,0
2005027,0,5.9555788,5.9555788,5.9555788,5.9555788,0,1,0,0,0,0,0,1,0
2006001,0,8.4866762,15.078983,15.078983,15.078983,0,0,1,0,0,1,1,3,4
2006002,0,12.115788,19.141243,19.141243,19.141243,0,0,1,0,0,1,1,1,4
2006003,0,12.012706,19.735287,19.735287,19.735287,0,0,1,1,1,0,0,2,1
2006004,0,13.263696,18.98073,18.98073,18.98073,0,0,1,1,1,0,0,2,1
2006005,0,21.452663,27.686806,14.307575,14.307575,0,0,0,0,0,0,0,1,6
2006006,0,17.706577,23.24469,16.918633,16.918633,0,0,1,0,0,1,1,1,4
2006007,0,15.34842,24.509708,21.150927,21.150927,0,0,1,1,1,0,0,2,1
2006008,0,15.965506,26.002361,21.902386,21.902386,0,0,0,0,0,0,0,1,6
2006009,0,15.070084,24.314022,21.375259,21.375259,0,0,1,1,1,0,0,2,1
2006010,0,14.459578,25.373554,23.584864,23.584864,1,0,1,1,1,0,0,3,1
2006011,0,10.141423,23.938507,23.938507,23.938507,0,0,0,0,0,0,0,1,6
2006012,0,6.9812384,21.993824,21.993824,21.993824,0,0,0,0,0,0,0,1,6
2006013,0,11.875555,26.929419,26.929419,26.929419,0,0,0,0,0,0,0,1,6
2006014,0,12.879684,28.083622,28.083622,28.083622,0,0,0,0,0,0,0,1,6
2006015,0,14.028903,29.469288,29.469288,29.469288,0,0,0,0,0,0,0,1,6
2006016,0,14.883967,29.449709,29.449709,29.449709,0,0,1,1,1,0,0,2,1
2006017,0,19.09524,31.719955,26.319464,26.319464,0,0,0,0,0,0,0,1,6
2006018,0,22.315914,32.589031,21.149103,21.149103,0,0,0,0,0,0,0,1,6
2006019,0,20.989609,30.305939,19.404293,19.404293,0,0,0,0,0,0,0,2,6
2006020,0,21.00456,29.359793,17.859268,17.859268,0,0,0,0,0,0,0,1,6
2006021,0,19.453735,32.939476,12.724656,12.724656,0,0,0,0,0,0,0,1,6
2006022,0,27.337965,32.751534,20.116535,26.200544,0,0,1,1,1,0,0,2,1
2006023,0,26.904966,33.428028,20.914595,25.57069,0,0,0,0,0,0,0,1,6
2006024,0,18.722778,33.430283,31.924082,32.273212,0,0,0,0,0,0,0,1,6
2006025,0,14.071944,11.053424,14.071944,38.608742,0,0,0,0,0,0,0,1,6
2006026,0,21.508102,35.57711,28.6194,30.990545,0,0,0,0,0,0,0,1,6
2006027,0,16.762051,28.830263,25.049799,25.049799,0,0,0,0,0,0,0,1,6
2006028,0,19.52582,30.509184,12.216238,12.216238,0,0,1,1,1,0,0,2,1
2006029,0,25.608143,31.724091,19.905508,21.870422,0,0,0,0,0,0,0,1,6
2006030,0,16.650766,29.679148,27.095787,27.095787,0,0,0,0,0,0,0,1,6
2006031,0,17.02,32.381828,32.381828,32.381828,0,0,0,0,0,0,0,1,6
2007001,0,11.448817,21.989786,14.763326,28.43329,0,0,1,1,1,0,0,1,1
2007002,0,23.463713,33.860062,23.533813,38.416187,1,0,1,1,1,0,0,3,1
2007003,0,26.929096,36.070385,22.947662,32.085823,0,0,1,1,1,0,0,1,1
2007004,0,18.308357,26.371923,13.183849,28.212088,0,0,1,1,1,0,0,2,1
2007005,0,22.030926,24.460655,12.121337,22.586927,0,0,1,1,1,0,0,1,1
2007006,0,12.257316,22.004253,9.3159027,24.582151,0,0,1,1,1,0,0,1,1
2007007,0,24.355103,38.010284,25.766685,30.628002,0,0,1,1,1,0,0,2,1
2007008,0,24.038305,37.763699,26.137522,30.743227,0,0,1,1,1,0,0,2,1
2007009,0,24.83235,39.51926,28.408398,34.670536,0,0,1,0,0,1,1,1,4
2007010,0,24.811413,39.756969,30.278563,36.670799,0,0,0,0,0,0,0,1,6
2007011,0,23.460022,37.886585,31.135799,38.713154,0,0,0,0,0,0,0,1,6
2007012,0,23.981026,37.281998,30.44603,38.971859,0,0,0,0,0,0,0,1,6
2007013,0,25.322544,32.792347,29.486839,42.638676,0,0,0,0,0,0,0,1,6
2007014,0,23.62855,22.873617,22.873617,48.881878,0,0,0,0,0,0,0,1,6
2007015,0,18.083227,21.863331,21.863331,50.09993,0,0,0,0,0,0,0,2,6
2007016,0,16.801264,27.549866,27.549866,49.697205,0,0,0,0,0,0,0,1,6
2007017,0,17.468475,26.718216,26.718216,50.29586,0,0,1,1,1,0,0,2,1
2007018,0,24.608557,28.114176,28.114176,46.937611,0,0,0,0,0,0,0,2,6
2007019,0,25.702951,30.723528,28.679813,43.585529,0,0,1,0,0,1,1,2,4
2007020,0,25.540445,29.236525,29.236525,43.935837,0,0,1,0,0,1,0,1,6
2007021,0,23.460022,37.886585,31.135799,38.713154,0,0,1,0,0,1,0,1,6
2007022,0,22.825312,31.316639,26.569494,41.062138,0,0,1,0,0,1,1,2,4
2007023,0,19.436939,29.354565,22.959599,37.373207,0,0,0,0,0,0,0,1,6
2007024,0,16.38615,24.663216,24.828451,36.590416,0,0,0,0,0,0,0,2,6
2007025,0,17.875355,27.502781,27.502781,40.725464,0,0,1,0,0,1,1,1,4
2007026,0,24.035009,31.419523,31.011171,44.102047,0,0,0,0,0,0,0,1,6
2008001,0,1.5632695,1.5632695,1.5632695,1.5632695,1,0,1,1,0,0,0,2,2
2008002,0,0.5588724,0.56958324,0.56958324,0.56958324,1,0,1,1,0,0,0,2,2
2008003,0,0.73981452,0.75054145,0.75054145,0.75054145,1,1,1,0,0,1,0,3,2
2008004,0,2.1203854,2.1308856,2.1308856,2.1308856,1,0,1,1,1,0,0,2,1
2008005,0,2.143384,2.143384,2.143384,2.143384,1,0,0,0,0,0,0,3,2
2008006,0,0.60838902,0.61911637,0.61911637,0.61911637,1,0,1,1,1,0,0,2,1
2008007,0,5.4043865,5.4043865,5.4043865,9.5334806,0,0,1,1,1,0,0,2,1
2008008,0,5.1911073,11.05131,5.1911073,15.252378,0,0,0,0,0,0,0,1,6
2008009,0,0.64181077,0.65240294,0.65240294,0.65240294,1,1,1,1,0,0,0,3,2
2008010,0,0.88476861,0.88770968,0.88770968,0.88770968,1,1,1,1,0,0,0,2,2
2008011,0,0.47547805,0.48584184,0.48584184,0.48584184,1,1,1,1,0,0,0,3,2
2008012,0,0.89940691,0.89940691,0.89940691,0.89940691,1,1,1,1,0,0,0,2,2
2008013,0,0.015389967,0.025721906,0.025721906,0.025721906,1,1,1,1,0,0,0,3,2
2008014,0,1.127838,1.1378934,1.1378934,1.1378934,1,1,1,1,0,0,0,2,2
2008015,0,1.0985709,1.1086828,1.1086828,1.1086828,1,1,1,1,0,0,0,2,2
2008016,0,2.0928338,2.094162,2.094162,2.094162,1,1,1,1,0,0,0,2,2
2008017,0,1.8776966,1.8860785,1.8860785,1.8860785,1,0,1,1,1,0,0,3,1
2008018,0,1.6427218,14.08864,14.989843,11.892655,0,0,0,0,0,0,0,2,6
2009002,0,5.8892369,6.8711028,5.8892369,6.8711028,0,0,0,0,0,0,0,1,6
2009003,0,0.57933515,14.642489,4.1219897,15.551837,0,0,1,0,0,1,1,1,4
2009004,0,0.40364662,12.323232,0.40364662,12.323232,0,0,0,0,0,0,0,2,6
2009005,0,4.8500371,12.125705,4.8500371,12.125705,0,0,1,1,0,0,0,2,0
2009006,0,5.446691,10.791099,14.297481,12.287848,0,0,1,0,0,1,1,2,4
2009007,0,8.1401176,12.251831,11.741207,14.369545,0,0,1,1,1,0,0,1,1
2009008,0,6.2068262,7.4335785,11.01343,11.01343,0,0,1,0,0,1,1,1,4
2009009,0,9.2882423,11.562649,10.802133,9.6985884,0,0,0,0,0,0,0,2,6
2009010,0,7.736135,7.736135,11.739952,16.129185,0,0,1,0,0,1,1,2,4
2009011,0,2.3779104,2.3779104,16.471645,19.596285,0,0,1,1,1,0,0,3,1
2010001,0,8.8825426,19.235069,20.006912,20.156767,0,0,1,0,0,1,1,2,4
2010002,0,9.7548752,17.542091,19.517569,21.135157,0,0,0,0,0,0,0,1,6
2010003,0,5.5451822,17.606113,19.580328,20.58433,0,0,0,0,0,0,0,1,6
2010004,0,4.2554274,16.035234,19.151707,20.587811,0,0,0,0,0,0,0,1,6
2010005,0,5.134347,16.02416,16.118645,18.752468,0,1,0,0,0,0,0,1,0
2010006,0,3.1107974,9.1979561,13.760869,14.210037,0,1,0,0,0,0,0,1,0
2010007,0,5.3105307,15.515122,20.146532,20.883579,0,1,0,0,0,0,0,2,0
2010008,0,9.337595,12.942174,20.397346,20.397346,0,1,0,0,0,0,0,1,0
2010009,0,12.733598,8.0300837,15.518145,15.518145,0,1,0,0,0,0,0,1,0
2010010,0,12.469945,6.4671936,12.596683,12.596683,0,1,0,0,0,0,0,2,0
2010011,0,8.0988226,6.8168302,12.17786,12.17786,0,1,0,0,0,0,0,1,0
2010012,0,9.794858,5.5395555,9.794858,9.794858,0,1,0,0,0,0,0,1,0
2010013,0,3.215071,7.069293,11.870075,15.772056,0,1,0,0,0,0,0,2,0
2010014,0,5.8237824,9.5802469,12.082412,18.096167,0,1,0,0,0,0,0,2,0
2010015,0,5.7268896,5.7268896,16.46088,16.46088,0,1,0,0,0,0,0,1,0
2010016,0,3.8671038,7.2790656,7.2790656,21.690897,0,1,0,0,0,0,0,1,0
