PC 1,PC 2,cluster
0.294,-0.972,1
0.351,-0.962,1
0.628,-0.96,1
0.759,-0.321,1
0.825,-0.948,1
0.855,-0.947,1
0.998,-0.939,1
-0.197,-0.995,1
-0.261,-1.007,1
-0.421,-1.012,1
0.001,-0.996,1
-0.051,-1.0,1
0.105,-0.989,1
0.761,-0.951,1
0.506,-0.967,1
-0.293,-1.003,1
0.37,-0.975,1
-0.163,-1.002,1
-0.392,-0.382,1
-0.633,0.233,1
-0.541,-1.025,1
-0.194,-1.003,1
-0.242,-1.011,1
-0.224,-1.01,1
-0.324,-1.01,1
-0.556,-1.023,1
-0.489,-1.017,1
-0.539,-0.39,1
-0.544,-1.021,1
-0.5,-1.02,1
-0.277,-1.008,1
-0.198,-1.004,1
-0.029,-0.995,1
-0.266,-1.008,1
-0.138,-1.002,1
-0.504,-1.018,1
-0.48,-1.02,1
-0.141,-1.001,1
-0.203,-1.002,1
-0.566,-1.025,1
-0.153,-1.0,1
-0.112,-0.998,1
0.237,-0.984,1
0.29,-0.978,1
0.197,-0.982,1
-0.14,-1.003,1
0.199,-0.983,1
-0.059,-0.998,1
-0.019,-0.996,1
0.143,-0.988,1
-0.071,-0.999,1
0.285,-0.98,1
-0.059,-0.995,1
-0.237,-1.005,1
0.186,-0.983,1
0.114,-0.988,1
-0.185,-1.005,1
-0.122,-1.0,1
-0.163,-1.002,1
-0.318,-1.01,1
-0.373,-1.014,1
-0.378,-1.008,1
-0.459,-1.018,1
-0.078,-1.005,1
-0.005,-1.002,1
-0.109,-1.005,1
-0.088,-1.003,1
-0.091,-1.003,1
-0.112,-1.009,1
-0.155,-1.01,1
-0.142,-1.008,1
0.02,-1.001,1
-0.135,-1.01,1
0.044,-0.995,1
-0.133,-1.004,1
-0.294,-1.01,1
-0.073,-1.001,1
-0.447,-1.02,1
-0.252,-1.01,1
-0.233,-1.003,1
-0.066,-1.005,1
0.056,-1.0,1
-0.011,-1.005,1
-0.16,-1.005,1
-0.502,-1.021,1
-0.145,-1.001,1
-0.678,-1.029,1
-0.602,-1.025,1
-0.236,-1.003,1
-0.171,-1.004,1
-0.322,-1.009,1
0.072,-0.981,1
0.153,-0.357,1
0.129,-0.988,1
-0.362,-1.009,1
-0.203,-1.008,1
-0.559,-0.391,1
-0.614,-1.026,1
-0.697,-1.03,1
-0.81,0.225,1
-0.599,-1.027,1
-0.136,-1.004,1
0.056,-0.99,1
0.213,-0.984,1
-0.021,-0.994,1
0.153,-0.987,1
-0.149,-1.01,1
-0.111,-1.008,1
-0.326,-1.015,1
-0.114,-1.008,1
-0.358,-0.387,1
-0.372,-0.387,1
-0.111,-0.377,1
0.035,-0.999,1
0.121,-0.99,1
0.175,-0.359,1
-0.375,-1.019,1
-0.395,-1.018,1
0.031,-0.37,1
0.164,-0.988,1
-0.128,-0.373,1
0.141,-0.989,1
0.187,-0.997,1
0.012,-1.001,1
0.176,-0.991,1
-0.118,-0.376,1
-0.218,-1.011,1
-0.457,-0.39,1
-0.394,-1.018,1
-0.383,-0.384,1
-0.43,-1.019,1
-0.085,-1.0,1
-0.171,-1.01,1
-0.231,-1.012,1
-0.356,-0.385,1
-0.041,0.251,1
0.009,-0.365,1
-0.322,-0.385,1
-0.285,-1.013,1
-0.065,-0.376,1
-0.118,-0.378,1
-0.118,-0.378,1
-0.006,-0.372,1
-0.032,-0.373,1
-0.06,-1.003,1
-0.099,-1.004,1
-0.407,-1.017,1
0.147,-0.998,1
0.198,-0.995,1
-0.077,-0.368,1
-0.041,-0.366,1
-0.313,-1.014,1
-0.232,-0.377,1
-0.034,-0.997,1
-0.169,-1.006,1
-0.386,-1.019,1
-0.392,-1.015,1
-0.098,-1.001,1
-0.44,-0.385,1
-0.368,-1.012,1
-0.492,-1.022,1
-0.376,-1.016,1
-0.209,-1.006,1
-0.42,-1.017,1
-0.416,-1.016,1
-0.46,-1.018,1
-0.11,-0.997,1
-0.236,-0.375,1
-0.245,-0.377,1
-0.076,-1.0,1
-0.431,-1.017,1
-0.462,-1.02,1
-0.689,-0.402,1
-0.409,-1.018,1
-0.383,-1.018,1
-0.405,-1.02,1
-0.422,-1.017,1
-0.436,-1.019,1
0.221,-0.99,1
-0.472,-1.018,1
-0.719,-0.401,1
-0.648,-1.028,1
-0.454,-1.018,1
-0.661,-0.397,1
-0.564,-0.395,1
-0.496,-1.023,1
-0.42,-1.017,1
-0.484,-1.021,1
-0.512,-1.022,1
-0.086,-0.365,1
-0.656,0.52,2
-0.393,0.152,2
-0.346,-0.472,2
-0.4,1.158,2
-0.306,-0.469,2
-0.438,-0.478,2
-0.301,-0.471,2
-0.265,-0.468,2
-0.231,-0.467,2
-0.519,-0.48,2
-0.334,0.162,2
-0.192,-0.468,2
-0.309,-0.47,2
-0.363,0.153,2
-0.309,0.159,2
-0.259,-0.467,2
-0.359,0.161,2
-0.227,-0.463,2
-0.405,-0.471,2
-0.232,0.164,2
-0.52,-0.479,2
-0.276,-0.471,2
-0.346,0.159,2
-0.419,0.154,2
-0.391,-0.473,2
-0.47,-0.476,2
-0.571,-0.482,2
-0.528,-0.479,2
-0.635,-0.485,2
-0.827,1.141,2
-0.68,0.518,2
-0.992,1.132,2
-0.544,-0.48,2
-0.634,-0.485,2
-0.378,-0.474,2
-0.51,-0.478,2
-0.508,-0.478,2
-0.669,0.608,2
-0.165,-0.462,2
-0.323,-0.472,2
-0.163,0.167,2
-0.085,-0.459,2
-0.211,-0.465,2
-0.362,0.159,2
-0.34,-0.471,2
-0.551,-0.481,2
-0.419,-0.473,2
-0.176,-0.463,2
-0.128,-0.461,2
0.07,-0.45,2
0.278,-0.438,2
-0.471,0.158,2
-0.391,-0.471,2
-0.539,0.152,2
-0.649,0.777,2
-0.362,-0.469,2
-0.385,-0.471,2
-0.465,-0.475,2
-0.411,-0.473,2
-0.398,-0.469,2
-0.604,-0.484,2
-0.452,-0.475,2
-0.341,-0.469,2
-0.32,-0.467,2
-0.323,-0.464,2
-0.18,-0.457,2
-0.563,-0.484,2
-0.505,1.158,2
-0.004,-0.454,2
-0.162,0.172,2
-0.079,0.177,2
0.161,-0.444,2
-0.208,-0.464,2
-0.093,-0.458,2
-0.178,-0.467,2
-0.209,-0.463,2
0.432,-0.429,2
0.703,-0.411,2
0.709,-0.415,2
0.897,-0.406,2
-0.798,0.768,2
-0.133,-0.464,2
-0.488,-0.478,2
-0.654,-0.486,2
-0.659,-0.486,2
-0.521,-0.477,2
-0.288,-0.467,2
-0.36,0.16,2
-0.579,-0.483,2
0.174,0.197,2
0.133,-0.432,2
-0.011,-0.455,2
-0.648,0.144,2
-0.09,0.548,2
-0.149,-0.459,2
-0.147,-0.459,2
1.423,-0.413,2
1.534,-0.408,2
1.575,-0.406,2
0.818,0.097,2
0.756,0.724,2
1.561,-0.406,2
1.491,-0.409,2
1.601,-0.403,2
1.84,0.163,2
1.299,0.125,2
1.331,0.127,2
1.741,0.158,2
1.931,0.168,2
1.86,0.165,2
1.884,-0.381,2
0.503,0.076,2
1.25,0.117,2
1.106,-0.433,2
0.888,0.098,2
1.81,-0.403,2
1.487,-0.423,2
1.41,-0.428,2
1.349,0.111,2
2.636,-0.336,2
2.459,-0.346,2
2.319,-0.365,2
3.125,-0.312,2
2.891,-0.327,2
3.008,-0.33,2
3.079,-0.322,2
3.101,-0.325,2
2.058,-0.383,2
0.655,0.173,2
2.41,-0.364,2
2.163,0.256,2
1.229,0.108,2
1.535,-0.419,2
1.467,-0.423,2
1.281,-0.432,2
1.422,-0.428,2
1.491,-0.424,2
1.29,0.106,2
1.35,0.11,2
2.03,-0.383,2
-0.217,-0.462,2
0.252,0.062,2
1.641,-0.4,2
-0.454,0.155,2
-0.397,-0.473,2
-0.49,0.15,2
-0.545,0.613,2
-0.447,-0.475,2
-0.387,-0.472,2
-0.512,0.152,2
-0.357,-0.47,2
-0.154,-0.46,2
-0.176,0.171,2
-0.236,-0.463,2
-0.146,-0.46,2
-0.294,-0.467,2
-0.318,-0.468,2
-0.537,0.151,2
-0.345,-0.469,2
-0.303,-0.467,2
-0.409,0.158,2
-0.2,-0.462,2
-0.367,0.154,2
-0.212,-0.466,2
-0.247,-0.469,2
-0.31,-0.471,2
1.06,0.107,2
0.75,0.09,2
1.334,-0.419,2
1.126,-0.43,2
0.545,-0.462,2
0.097,-0.448,2
-0.197,-0.467,2
-0.147,0.167,2
-0.018,0.178,2
1.986,-0.382,2
0.08,-0.451,2
-0.238,1.173,2
-0.133,-0.457,2
-0.191,-0.46,2
-0.23,-0.461,2
-0.201,-0.463,2
-0.491,1.787,2
-0.222,-0.466,2
-0.297,0.163,2
-0.368,0.159,2
0.02,-0.449,2
-0.07,-0.455,2
0.049,-0.442,2
0.158,-0.434,2
-0.535,-0.478,2
-0.58,-0.483,2
-0.733,1.147,2
-0.571,-0.483,2
-0.536,-0.48,2
-0.581,-0.483,2
-0.664,0.144,2
-0.383,-0.006,2
-0.595,0.612,2
-0.524,-0.48,2
-0.482,-0.477,2
-0.152,-0.459,2
-0.412,-0.475,2
-0.552,-0.483,2
-0.56,-0.481,2
-0.535,-0.479,2
-0.614,-0.483,2
-0.685,-0.488,2
-0.573,-0.482,2
-0.86,1.141,2
-0.872,1.142,2
-0.554,-0.478,2
-0.837,1.142,2
-0.368,1.798,2
-0.036,-0.452,2
-0.286,1.171,2
-0.175,0.546,2
0.065,-0.448,2
0.074,-0.448,2
0.019,-0.45,2
-0.03,-0.452,2
-0.093,-0.458,2
-0.659,-0.487,2
0.015,-0.453,2
-0.243,-0.466,2
-0.192,-0.462,2
-0.102,-0.456,2
-0.063,-0.454,2
-0.001,-0.451,2
-0.168,-0.459,2
-0.276,-0.467,2
-0.638,-0.485,2
-0.53,-0.479,2
-0.08,-0.458,2
0.129,-0.446,2
-0.721,-0.489,2
-0.514,-0.481,2
-0.378,-0.473,2
-0.608,1.15,2
-0.065,-0.458,2
-0.29,-0.468,2
-0.387,-0.473,2
-0.345,-0.471,2
-0.471,-0.479,2
0.063,0.012,2
-0.387,-0.474,2
-0.311,-0.47,2
-0.352,-0.473,2
-0.413,-0.475,2
-0.41,-0.475,2
-0.411,-0.475,2
-0.396,-0.475,2
5.594,-0.184,2
-0.593,1.145,2
-0.125,-0.464,2
-0.121,-0.464,2
-0.325,-0.47,2
-0.274,-0.469,2
0.086,-0.449,2
0.149,-0.446,2
-0.557,-0.483,2
-0.577,-0.484,2
-0.528,-0.479,2
-1.052,1.76,2
-0.043,-0.464,2
-0.13,-0.468,2
-0.316,1.159,2
-0.421,1.151,2
-0.158,-0.47,2
-0.601,-0.483,2
-0.419,1.151,2
-0.097,0.163,2
-0.163,0.163,2
-0.018,-0.457,2
-0.123,-0.461,2
-0.362,0.532,2
-0.43,0.529,2
-0.229,-0.466,2
-0.308,-0.47,2
-0.129,-0.461,2
-0.331,0.527,2
-0.27,-0.464,2
-0.087,-0.454,2
-0.25,-0.463,2
-0.209,-0.469,2
-0.928,1.134,2
-0.785,1.141,2
-0.767,1.142,2
-0.845,1.138,2
-0.57,0.148,2
-0.357,-0.475,2
-0.692,1.146,2
-0.736,1.144,2
-0.462,0.153,2
-0.588,0.522,2
-0.505,-0.48,2
-0.577,0.147,2
-0.818,1.14,2
-0.677,1.144,2
-0.895,1.137,2
-0.877,1.138,2
-0.424,-0.477,2
-1.045,1.76,2
-0.305,-0.472,2
-0.684,0.142,2
-0.533,-0.482,2
-0.583,-0.483,2
-0.182,-0.45,2
-0.15,0.18,2
-0.123,-0.452,2
0.098,-0.441,2
0.204,-0.443,2
-0.626,0.143,2
-0.381,-0.478,2
-0.446,-0.48,2
-0.738,1.141,2
0.12,-0.458,2
-0.717,1.142,2
-0.677,-0.489,2
-0.545,-0.482,2
-0.579,0.147,2
-0.531,-0.48,2
-0.589,-0.482,2
-0.35,-0.474,2
-0.406,-0.476,2
-0.53,-0.482,2
-0.241,-0.472,2
-0.46,0.151,2
0.171,-0.456,2
-0.022,0.167,2
0.227,-0.449,2
-0.666,1.783,2
-0.167,-0.459,2
-0.348,0.794,2
-0.491,1.161,2
-0.476,1.161,2
-0.481,1.161,2
-0.281,0.166,2
-0.243,-0.461,2
-0.255,-0.462,2
-0.117,-0.456,2
-0.345,0.164,2
-0.23,-0.461,2
-0.569,1.156,2
-0.297,-0.465,2
-0.168,-0.459,2
0.167,-0.443,2
-0.03,-0.451,2
-0.065,-0.453,2
-0.405,-0.469,2
-0.403,-0.469,2
-0.25,-0.462,2
2.947,0.232,2
-0.256,-0.463,2
-0.389,-0.468,2
0.189,-0.453,2
0.229,-0.451,2
0.163,-0.457,2
0.253,-0.447,2
0.249,-0.449,2
0.224,-0.451,2
0.241,0.182,2
0.09,-0.461,2
0.094,-0.46,2
-0.494,0.53,2
0.202,-0.453,2
0.248,-0.449,2
0.231,-0.45,2
-0.476,0.151,2
-0.498,0.152,2
-0.551,0.15,2
-0.557,0.146,2
-0.491,0.153,2
0.295,0.702,2
-0.466,-0.473,2
0.1,0.174,2
-0.168,-0.466,2
2.595,0.212,2
2.396,0.205,2
-0.654,1.153,2
-0.297,-0.464,2
0.001,-0.447,2
-0.169,0.174,2
-0.105,-0.454,2
-0.055,-0.451,2
-0.157,-0.457,2
-0.153,-0.456,2
-0.096,-0.453,2
0.175,-0.442,2
0.082,0.185,2
0.135,-0.441,2
0.121,-0.441,2
0.086,-0.444,2
0.361,-0.429,2
0.426,-0.427,2
0.226,-0.436,2
0.27,-0.433,2
-0.101,-0.457,2
-0.201,-0.46,2
-0.558,-0.48,2
-0.536,-0.48,2
-0.548,-0.48,2
-0.925,1.135,2
-0.419,-0.469,2
0.281,-0.433,2
0.559,-0.417,2
-0.439,-0.472,2
-0.581,0.153,2
0.035,-0.444,2
0.304,-0.43,2
-0.398,-0.471,2
-0.499,0.154,2
-0.483,-0.475,2
-0.652,-0.484,2
-0.164,-0.457,2
0.038,-0.444,2
-0.469,-0.474,2
-0.504,-0.478,2
-0.735,1.149,2
-0.392,-0.47,2
-0.741,1.149,2
-0.324,-0.464,2
-0.478,-0.473,2
-0.624,0.147,2
-0.506,-0.479,2
-0.515,-0.477,2
-1.006,1.762,2
-0.546,-0.48,2
-0.603,-0.481,2
-0.556,1.244,2
-0.98,1.133,2
-0.483,0.53,2
-0.474,-0.477,2
-0.675,0.144,2
-0.674,0.144,2
-0.884,1.138,2
-0.671,0.144,2
-0.673,0.144,2
-0.747,1.145,2
-0.898,1.137,2
-0.801,0.137,2
-0.791,0.512,2
-0.56,-0.481,2
-0.933,1.766,2
-0.848,1.14,2
-0.521,-0.479,2
-0.195,-0.461,2
-0.557,-0.481,2
-0.528,-0.478,2
-0.819,0.136,2
-0.792,0.137,2
-0.511,-0.478,2
-0.361,-0.469,2
-0.225,-0.464,2
-0.396,-0.472,2
-0.416,-0.471,2
-0.468,-0.473,2
-0.488,-0.475,2
-0.583,-0.481,2
-0.126,-0.455,2
-0.579,-0.482,2
-0.809,0.136,2
-0.651,0.146,2
-0.651,-0.486,2
0.014,0.137,2
0.023,0.136,2
-0.374,0.162,2
-0.695,0.144,2
-0.591,-0.481,2
-0.36,-0.469,2
-0.809,1.141,2
-0.633,0.146,2
-0.673,-0.487,2
-0.345,-0.471,2
-0.365,0.159,2
-0.727,1.145,2
-0.417,0.157,2
-0.455,0.155,2
-0.524,0.152,2
-0.551,0.149,2
-0.541,0.151,2
-0.617,0.146,2
-0.458,-0.476,2
-0.391,-0.473,2
-0.405,-0.473,2
-0.802,0.513,2
-0.597,0.147,2
-0.558,-0.482,2
-0.624,-0.485,2
-0.514,0.151,2
-0.51,-0.478,2
-0.721,1.152,2
-0.521,0.152,2
-0.481,0.154,2
-0.418,-0.473,2
-0.676,0.142,2
-0.65,1.152,2
-0.617,0.523,2
-0.502,-0.478,2
-0.648,1.151,2
-0.389,-0.47,2
-0.94,1.135,2
-0.941,1.135,2
-0.729,1.147,2
-0.619,0.147,2
-0.769,1.148,2
-0.338,1.166,2
-0.671,1.15,2
-1.003,1.762,2
-0.877,1.138,2
-0.461,0.155,2
-0.507,-0.479,2
-0.75,-0.491,2
-0.567,-0.481,2
-0.677,0.142,2
-0.846,1.138,2
-0.712,1.776,2
-0.668,0.144,2
-0.786,1.146,2
-0.469,0.155,2
-0.756,1.146,2
-0.353,-0.47,2
-0.638,1.15,2
-0.397,-0.475,2
-0.601,0.523,2
-0.758,1.147,2
-0.731,1.148,2
-0.664,0.521,2
-0.535,-0.478,2
-0.521,-0.478,2
-0.561,-0.479,2
-0.737,1.147,2
-0.439,-0.474,2
-0.431,0.158,2
-0.406,-0.471,2
-0.71,1.149,2
-0.411,-0.472,2
-0.59,-0.481,2
-0.639,-0.484,2
-0.679,1.146,2
-0.424,-0.477,2
-0.499,-0.479,2
-0.563,1.155,2
-0.529,0.152,2
-0.663,-0.487,2
-0.61,0.147,2
-0.519,0.15,2
-0.503,-0.48,2
-0.495,-0.478,2
-0.437,-0.475,2
-0.508,0.152,2
-0.742,1.147,2
-0.419,0.159,2
-0.8,1.144,2
-0.787,1.143,2
-0.802,1.144,2
-0.798,1.144,2
-0.81,1.144,2
-0.915,1.136,2
-0.462,-0.475,2
-0.879,1.138,2
-0.437,0.156,2
-0.598,0.523,2
-0.794,1.143,2
-0.8,0.512,2
-0.748,0.515,2
-0.61,0.145,2
4.062,-0.267,2
3.877,0.265,2
3.352,-0.307,2
3.945,0.269,2
3.955,-0.273,2
2.335,-0.362,2
2.265,0.808,2
2.003,-0.38,2
1.809,0.152,2
2.053,0.165,2
1.853,0.154,2
1.825,-0.391,2
0.617,0.087,2
1.12,0.114,2
0.549,0.078,2
1.101,-0.433,2
1.295,0.118,2
1.123,0.11,2
0.861,0.096,2
3.483,0.243,2
3.51,-0.297,2
5.35,-0.197,2
4.671,-0.234,2
1.324,0.145,2
1.459,0.153,2
1.189,0.133,2
1.181,0.133,2
1.213,0.14,2
1.111,0.133,2
5.8,-0.146,2
3.933,0.919,2
3.777,0.279,2
0.538,-0.462,2
3.99,0.291,2
3.085,0.242,2
2.725,0.222,2
2.401,0.205,2
3.02,-0.325,2
3.236,0.23,2
3.357,-0.307,2
3.303,-0.31,2
3.429,-0.303,2
4.352,-0.252,2
3.317,0.254,2
1.791,0.171,2
0.372,0.072,2
2.054,-0.373,2
1.753,0.157,2
1.239,0.124,2
1.653,0.155,2
1.302,0.131,2
1.534,1.398,2
1.189,0.746,2
1.155,0.743,2
1.295,0.126,2
1.364,0.138,2
1.413,0.14,2
1.488,-0.393,2
2.081,-0.359,2
2.212,0.187,2
2.413,0.198,2
3.232,0.231,2
3.218,-0.304,2
1.931,0.259,2
1.985,0.173,2
2.065,0.178,2
0.997,0.735,2
0.962,0.102,2
0.993,0.104,2
1.231,0.757,2
2.237,0.186,2
1.99,0.16,2
1.965,0.155,2
2.163,0.181,2
2.206,0.185,2
2.219,0.199,2
2.434,-0.35,2
1.958,0.793,2
1.941,0.79,2
0.192,0.064,2
2.044,0.803,2
0.416,0.07,2
0.453,0.071,2
-0.03,0.046,2
1.58,-0.404,2
1.067,-0.437,2
0.526,0.076,2
2.17,-0.374,2
2.14,-0.349,2
1.292,0.131,2
0.417,0.07,2
1.884,0.176,2
2.089,0.188,2
1.189,0.134,2
-0.302,-0.006,2
-0.519,0.526,2
-0.472,-0.477,2
-0.252,-0.465,2
-0.782,1.774,2
-0.698,1.148,2
-0.852,0.509,2
-0.652,-0.486,2
-0.602,-0.483,2
-0.503,-0.478,2
-0.643,0.52,2
-0.705,0.517,2
0.033,-0.456,2
-0.062,-0.46,2
0.062,0.549,2
0.174,-0.451,2
0.227,-0.448,2
0.346,-0.441,2
0.3,-0.443,2
-0.473,1.153,2
-0.487,1.152,2
-0.529,1.151,2
-0.451,-0.018,2
-0.732,0.141,2
-0.746,0.14,2
-0.841,1.14,2
-0.667,0.143,2
-0.604,-0.483,2
-0.647,-0.486,2
-0.859,1.139,2
-0.96,1.134,2
-0.926,1.136,2
0.262,-0.447,2
-0.886,0.506,2
-0.901,1.137,2
-0.845,1.141,2
-0.938,0.592,2
-0.578,-0.483,2
-0.67,0.519,2
-0.784,1.144,2
-0.836,1.14,2
-0.561,-0.481,2
-0.8,0.512,2
-0.903,1.137,2
0.114,0.551,2
0.236,-0.448,2
0.171,-0.45,2
0.312,0.07,2
0.268,0.066,2
0.308,-0.472,2
0.285,0.071,2
0.458,0.078,2
0.48,0.081,2
0.41,0.079,2
0.563,-0.46,2
1.817,0.794,2
0.905,0.098,2
2.188,0.192,2
1.399,0.133,2
1.94,0.164,2
2.032,0.167,2
2.009,0.797,2
2.16,0.178,2
2.202,0.182,2
1.263,0.133,2
1.348,0.132,2
1.465,0.139,2
1.858,0.166,2
2.678,0.217,2
0.257,0.063,2
0.168,0.059,2
-0.232,-0.004,2
-0.717,1.772,2
-0.089,-0.466,2
3.856,-0.249,2
2.679,-0.334,2
2.72,-0.338,2
2.693,-0.339,2
2.109,-0.365,2
2.006,-0.368,2
0.286,0.064,2
1.986,-0.334,2
0.953,0.101,2
0.196,0.061,2
0.484,0.076,2
0.851,0.096,2
0.742,0.09,2
0.708,0.088,2
0.824,0.094,2
0.18,0.061,2
0.947,-0.442,2
0.536,0.079,2
-0.475,0.529,2
-0.318,-0.471,2
-0.16,-0.464,2
-0.574,-0.482,2
-0.257,-0.468,2
-0.141,-0.463,2
-0.346,0.531,2
-0.242,-0.467,2
-0.323,-0.472,2
-0.226,-0.467,2
-0.228,-0.467,2
-0.26,-0.469,2
-0.24,-0.468,2
-0.231,-0.466,2
-0.245,-0.468,2
-0.264,-0.468,2
-0.505,0.524,2
-0.231,-0.468,2
-0.47,1.155,2
-0.178,-0.464,2
-0.275,-0.47,2
-0.526,0.146,2
-0.444,-0.472,2
-0.462,-0.473,2
-0.181,-0.458,2
-0.304,0.166,2
-0.5,1.159,2
-0.412,-0.472,2
-0.407,-0.47,2
-0.245,-0.464,2
-0.437,0.156,2
-0.469,-0.472,2
-0.467,-0.474,2
-0.396,-0.471,2
-0.399,-0.471,2
-0.24,-0.471,2
-0.616,0.523,2
-0.484,-0.475,2
-0.743,1.148,2
-0.306,0.166,2
-0.163,-0.457,2
-0.254,-0.461,2
-0.299,-0.464,2
-0.622,-0.484,2
-0.5,-0.476,2
-0.608,-0.481,2
-0.446,-0.474,2
-0.495,-0.481,2
-0.251,-0.468,2
-0.528,0.147,2
-0.012,0.174,2
-0.586,0.518,2
-0.417,-0.475,2
-0.363,-0.473,2
-0.686,1.145,2
-0.686,1.146,2
-0.515,-0.481,2
-0.626,0.143,2
-0.26,-0.471,2
-0.313,-0.474,2
-0.316,-0.472,2
-0.32,0.158,2
-0.41,-0.474,2
-0.466,0.524,2
-0.273,0.162,2
-0.732,0.514,2
-0.693,0.516,2
-0.352,-0.472,2
-0.405,0.528,2
-0.342,-0.472,2
-0.387,-0.474,2
-0.319,-0.473,2
-0.341,-0.472,2
-0.462,-0.477,2
-0.446,-0.48,2
-0.282,-0.47,2
-0.335,-0.476,2
-0.511,1.149,2
-0.386,0.53,2
-0.511,1.149,2
-0.161,-0.467,2
-0.259,-0.468,2
-0.55,0.523,2
-0.277,-0.472,2
-0.61,0.52,2
-0.231,-0.468,2
-0.467,0.151,2
-0.193,-0.467,2
-0.261,-0.468,2
-0.418,0.15,2
-0.403,0.53,2
-0.579,0.523,2
-0.655,0.519,2
-0.256,-0.468,2
-0.437,0.724,3
-0.644,1.341,3
-0.827,0.7,3
-0.44,1.351,3
-0.453,1.35,3
-0.332,1.358,3
-0.332,1.358,3
-0.407,2.985,3
-0.109,1.375,3
-0.439,1.359,3
-0.337,0.727,3
0.08,0.753,3
-0.323,1.362,3
-0.308,0.733,3
-0.736,1.334,3
-0.102,1.368,3
-0.102,3.004,3
-0.851,1.963,3
-0.997,1.322,3
1.637,1.342,3
0.03,1.38,3
2.015,2.998,3
1.713,1.337,3
1.743,1.336,3
1.929,1.35,3
1.038,1.29,3
1.179,1.929,3
-0.374,0.722,3
1.178,1.929,3
1.036,1.304,3
-0.943,1.951,3
-0.949,1.954,3
-0.926,1.958,3
-0.737,0.702,3
-1.015,2.947,3
-0.717,0.705,3
-0.886,1.328,3
1.089,1.942,3
0.03,1.38,3
-1.036,0.687,3
-1.158,2.314,3
-1.101,1.315,3
-1.016,0.688,3
-1.024,0.689,3
-1.009,1.318,3
-0.839,0.695,3
-0.839,0.7,3
-0.872,0.695,3
-1.042,2.315,3
-0.647,0.703,3
-0.806,1.325,3
-0.567,0.706,3
-0.908,1.321,3
-0.998,0.689,3
-0.949,0.691,3
-1.152,1.943,3
-0.863,1.325,3
1.739,1.972,3
-1.001,1.319,3
-0.971,0.691,3
-0.945,0.692,3
-1.237,1.94,3
-1.221,2.311,3
-0.921,1.325,3
-1.236,2.941,3
-0.635,0.71,3
-0.805,1.956,3
-0.561,0.72,3
-0.825,2.34,3
-0.438,1.348,3
0.06,1.375,3
-0.407,0.723,3
-0.743,0.707,3
-0.81,0.698,3
-1.023,0.69,3
-0.938,0.691,3
-1.104,0.685,3
-1.059,2.315,3
-1.158,1.313,3
-1.166,1.313,3
-0.386,0.722,3
1.042,2.595,3
-0.376,2.348,3
3.64,1.447,3
-0.705,2.96,3
-0.443,0.721,3
-0.853,2.956,3
-0.629,1.341,3
-0.327,0.723,3
-0.773,2.331,3
-0.894,2.955,3
-0.026,0.733,3
0.009,0.737,3
-0.423,1.346,3
-0.844,2.324,3
-0.674,2.332,3
-0.406,0.718,3
-0.277,0.724,3
-0.449,0.715,3
-0.197,0.725,3
-0.377,0.713,3
-0.469,0.719,3
-0.267,0.727,3
-0.461,0.72,3
-0.38,0.716,3
-0.41,0.718,3
-0.615,0.711,3
-0.134,0.735,3
-0.002,2.369,3
-0.197,2.348,3
-0.224,0.724,3
-0.501,1.349,3
-0.484,2.341,3
-0.593,2.964,3
-0.368,0.724,3
-0.327,0.718,3
-0.324,0.724,3
-0.875,2.331,3
-0.884,2.33,3
-0.432,0.715,3
-0.582,0.713,3
-0.717,0.706,3
-0.569,0.714,3
2.904,2.038,3
-0.762,1.335,3
-0.153,0.731,3
-0.457,0.718,3
-0.577,0.714,3
-0.264,0.729,3
-0.254,0.73,3
-0.185,0.729,3
-0.111,0.734,3
-0.361,2.349,3
-0.106,0.731,3
-0.751,2.326,3
-0.512,0.71,3
-0.496,1.34,3
-0.415,0.711,3
1.651,1.337,3
2.536,3.053,3
0.751,1.288,3
0.778,1.94,3
3.948,1.484,3
-0.447,1.348,3
-0.989,2.951,3
-0.702,2.963,3
-0.604,0.707,3
-0.614,0.707,3
-0.775,0.705,3
-0.546,0.71,3
-0.712,0.71,3
-0.737,1.335,3
-0.449,0.713,3
-1.193,2.312,3
-1.225,2.311,3
-1.166,2.314,3
-1.172,2.313,3
-1.203,2.312,3
-1.208,2.312,3
-1.216,2.311,3
-1.193,2.312,3
-0.625,0.71,3
-0.507,0.716,3
-0.099,0.735,3
-0.202,0.73,3
-0.859,0.693,3
-0.588,0.718,3
0.075,0.745,3
-0.734,0.706,3
-0.742,0.704,3
-0.77,0.7,3
-0.569,1.337,3
-0.514,0.712,3
-0.506,0.71,3
-0.638,0.706,3
-0.536,0.712,3
-0.438,0.717,3
-0.49,0.714,3
-0.489,0.715,3
-0.789,2.326,3
-0.553,0.71,3
-0.654,1.333,3
-0.71,1.329,3
-0.681,1.331,3
-0.555,0.708,3
-0.748,0.703,3
-0.588,0.708,3
-0.739,0.704,3
-0.975,2.952,3
-0.406,1.349,3
-0.365,0.718,3
-0.28,0.722,3
-0.306,0.72,3
-0.444,1.345,3
-0.408,0.717,3
-0.315,0.722,3
-0.457,0.713,3
-0.94,2.32,3
-0.642,0.705,3
-0.577,0.709,3
-0.764,0.699,3
-0.735,0.701,3
-0.663,0.706,3
-0.738,0.698,3
-0.804,1.696,3
