FACILITY_ID,FACILITY_TYPE,URBAN,MIN_AIR_2015,MIN_AIR_2016,MIN_GROUND_2015,MIN_GROUND_2016,ON_GRID,ON_GRID_AVL,SOLAR_ONL,SOLAR_INC,DIESEL_ONL,DIESEL_INC
1512002,1,0,3,4,1,2,0,0,0,0,0,0
1512003,2,0,2,5,2,2,0,0,0,0,0,0
1512004,1,0,2,3,2,2,0,0,0,0,0,0
1512005,2,0,5,5,5,5,0,0,0,0,0,0
1512006,2,0,1,2,1,1,0,0,0,0,0,0
1512007,1,0,0,2,2,2,0,0,0,0,0,0
1512008,1,0,1,3,1,1,0,0,0,0,0,0
1512009,3,1,0,0,0,0,0,0,1,1,0,0
1512010,1,0,3,2,2,1,0,0,0,0,0,0
1512011,2,0,4,1,1,2,0,0,0,0,0,0
1512012,1,0,3,4,1,2,0,0,0,0,0,0
1512013,1,0,2,4,2,4,0,0,0,0,0,0
1512014,1,0,2,1,2,2,0,0,0,0,0,0
1513001,2,1,0,0,0,0,0,0,1,1,0,0
1513002,3,1,1,1,1,1,0,0,1,1,0,0
1513003,2,0,2,2,2,1,0,0,0,0,0,0
1513004,2,1,1,1,1,1,1,0,0,1,0,0
1513005,1,0,8,5,8,2,0,0,0,0,0,0
1513006,2,1,1,1,1,1,0,0,0,0,0,0
1513007,2,0,6,6,6,4,0,0,1,1,0,0
1513008,1,0,9,10,10,10,0,0,1,1,0,0
1513009,2,0,3,3,3,3,0,0,0,0,0,0
1513010,2,1,1,1,1,1,1,0,0,1,0,0
1514001,2,0,5,5,5,2,1,0,0,1,0,0
1514002,2,0,3,3,5,3,1,0,0,0,0,0
1514003,1,0,5,3,4,3,1,0,0,0,0,0
1514004,1,0,4,2,2,2,1,0,0,0,0,0
1514005,2,0,4,3,5,2,1,0,0,1,0,0
1514006,2,0,4,1,0,1,1,0,0,1,0,0
1514007,2,0,2,2,3,1,1,0,0,1,0,0
1514008,1,0,1,1,3,1,1,0,0,1,0,0
1514009,2,0,4,3,2,2,1,0,0,1,0,0
1514010,2,0,4,4,3,0,1,0,0,1,0,0
1514011,2,0,6,4,4,2,1,0,0,1,0,0
1515001,2,0,4,17,4,3,0,0,1,1,0,0
1515002,2,1,0,7,0,0,0,0,1,1,0,0
1515003,1,0,10,15,7,6,0,0,0,0,0,0
1515004,2,1,1,8,1,1,1,0,0,1,0,0
1515005,2,0,4,5,4,4,0,0,0,0,0,0
1515006,3,0,7,18,7,5,0,0,1,1,0,0
1515007,1,0,4,3,4,4,0,0,0,0,0,0
1515008,1,0,9,20,4,4,0,0,1,1,0,0
1515009,2,0,4,13,2,1,0,0,0,0,0,0
1515010,1,0,4,4,4,4,0,0,0,0,0,0
1515011,1,0,9,15,16,10,0,0,1,1,0,0
1515012,2,0,12,13,14,6,0,0,1,1,0,0
1515013,2,0,9,15,12,5,0,0,1,1,0,0
1515014,1,0,1,14,4,3,0,0,0,0,0,0
1515015,1,0,5,18,7,6,0,0,1,1,0,0
1515016,2,0,4,11,4,4,0,0,1,1,0,0
1515017,1,0,7,11,7,7,0,0,1,1,0,0
1515018,2,0,5,6,5,5,0,0,1,1,0,0
1515019,2,0,7,13,9,8,0,0,0,0,1,1
1515020,1,0,4,14,6,7,0,0,0,0,1,1
1515021,2,0,3,9,3,3,0,0,1,1,0,0
1515022,2,0,7,3,7,1,0,0,1,1,0,0
1515023,2,0,2,15,4,2,0,0,1,1,0,0
1515024,1,0,5,9,4,1,0,0,1,1,0,0
1515025,2,0,5,18,2,1,0,0,1,1,0,0
1515026,2,0,11,12,8,8,0,0,1,1,0,0
1515027,2,0,9,12,9,7,0,0,1,1,0,0
1515028,1,0,8,4,8,5,0,0,0,0,0,0
1515029,2,0,3,11,4,4,0,0,1,1,0,0
1515030,2,0,11,12,11,3,0,0,1,1,0,0
1515031,1,0,8,13,8,5,0,0,0,0,0,0
1515032,2,0,6,12,6,4,0,0,0,0,0,0
1515033,1,0,6,4,6,6,0,0,1,1,0,0
1515034,1,0,9,16,4,4,0,0,1,1,0,0
1515035,2,0,13,13,9,9,0,0,0,0,0,0
1515036,3,1,1,8,1,1,0,0,1,1,0,0
1516001,1,0,7,6,6,6,0,0,0,0,0,0
1516002,1,0,2,1,2,2,0,0,0,0,0,0
1516003,2,0,7,4,4,4,0,0,1,1,0,0
1516004,1,0,5,6,5,3,0,0,0,0,0,0
1516005,2,0,2,8,2,4,0,0,0,0,0,0
1516006,1,0,4,4,3,3,0,0,0,0,0,0
1516007,2,1,1,1,1,0,0,0,0,0,0,0
1516008,1,0,4,8,4,7,0,0,0,0,0,0
1517001,2,0,2,1,1,2,0,0,0,0,0,0
1517002,1,0,1,5,1,3,0,0,1,1,0,0
1517003,2,0,3,2,3,1,0,0,1,1,0,0
1517004,2,0,2,2,4,2,0,0,1,1,0,0
1517005,2,0,4,1,4,1,0,0,1,1,0,0
1517006,1,0,4,4,4,1,0,0,0,0,0,0
1517007,3,1,1,1,1,1,0,0,1,1,0,0
1517008,2,0,3,3,4,2,0,0,1,1,0,0
1517009,2,0,4,4,4,3,0,0,1,1,0,0
1517010,3,0,2,2,2,1,0,0,1,1,0,0
1517011,2,0,3,5,2,0,0,0,1,1,0,0
1517012,2,0,4,3,4,1,0,0,0,0,0,0
1517013,1,0,5,4,2,1,0,0,1,1,0,0
1517014,2,0,1,2,2,2,0,0,0,1,0,0
1517015,2,0,3,3,2,2,0,0,0,0,1,1
1517016,1,0,3,2,2,3,0,0,0,0,0,0
1517017,2,0,4,2,3,1,0,0,1,1,0,0
1517018,1,0,4,3,3,1,0,0,0,0,0,0
1517019,1,0,4,3,3,1,0,0,0,0,0,0
1517020,2,0,3,2,2,2,0,0,1,1,0,0
1517021,1,0,3,2,2,2,0,0,0,0,1,1
1517022,2,0,2,1,1,1,0,0,0,0,0,0
1517023,1,0,4,3,3,3,0,0,0,0,0,0
1518001,3,1,0,0,0,0,1,0,0,1,0,0
1518002,3,1,0,2,0,0,1,0,0,1,0,0
1518003,3,1,0,0,1,0,0,0,1,1,0,0
1518004,2,1,0,0,0,0,1,0,0,1,0,0
1518005,2,1,0,2,0,0,1,0,0,1,0,0
1518006,3,1,0,1,0,0,0,0,1,1,0,0
1518007,2,1,1,2,0,0,1,0,0,1,0,0
1518008,3,1,0,0,1,0,1,0,0,1,0,0
1518009,3,1,1,1,0,0,1,0,0,1,0,0
1519001,2,1,1,1,0,0,1,0,0,1,0,0
1519002,2,1,1,1,0,0,1,0,0,1,0,0
1519003,3,1,1,1,1,1,1,0,0,1,0,0
1519004,3,1,1,1,0,0,1,0,0,1,0,0
1519005,3,1,1,1,0,1,0,0,0,0,0,0
1519006,2,1,1,1,0,1,1,0,0,1,0,0
1519007,3,1,1,1,0,0,1,0,0,1,0,0
1519008,3,1,0,1,0,0,0,0,1,1,0,0
1519009,3,1,1,1,1,1,1,0,0,1,0,0
1519010,3,1,1,1,1,1,1,0,0,1,0,0
1519011,2,1,0,0,0,0,1,0,0,1,0,0
1519012,2,1,1,1,0,0,1,0,0,0,0,0
1519013,3,1,1,1,0,1,1,0,0,1,0,0
1519014,2,1,1,1,0,1,1,0,0,1,0,0
1519015,3,1,1,1,0,1,1,0,0,1,0,0
1519016,3,1,1,1,0,0,1,0,0,1,0,0
1519017,3,1,1,1,0,0,0,0,1,1,0,0
1519018,2,1,1,1,0,0,1,0,0,1,0,0
1520001,2,1,0,0,0,0,1,0,0,1,0,0
1520002,3,1,0,1,0,0,1,0,0,1,0,0
1520003,1,1,1,1,1,0,1,0,0,1,0,0
1520004,2,1,1,1,0,1,1,0,0,1,0,0
1520005,3,1,0,1,0,0,1,0,0,1,0,0
1520006,2,1,0,0,0,0,0,0,0,0,0,0
1520007,2,1,1,1,0,0,1,0,0,1,0,0
1520008,3,1,0,1,0,0,1,0,0,1,0,0
1520009,3,1,0,0,0,0,1,0,0,1,0,0
1520010,3,1,1,1,1,1,1,0,0,1,0,0
1520011,3,1,1,1,0,0,0,0,1,1,0,0
1521001,3,1,1,8,7,4,1,0,0,1,0,0
1521002,3,1,1,9,8,4,0,0,1,1,0,0
1521003,2,0,4,12,13,4,0,0,0,0,1,1
1521004,1,0,1,8,12,2,0,0,0,0,1,1
1521005,2,0,5,10,11,7,0,0,0,0,1,1
1521006,1,0,4,6,5,6,0,0,0,0,0,0
1521007,2,0,6,9,16,7,0,0,0,0,1,1
1521008,1,0,7,1,12,7,0,0,1,1,0,0
1521009,2,0,6,5,5,5,0,0,0,0,0,0
1521010,2,0,3,3,1,3,0,0,0,0,0,0
1521011,1,0,5,6,7,7,0,0,0,0,0,0
1521012,1,0,6,7,7,7,0,0,0,0,0,0
1521013,2,0,10,5,10,5,0,0,1,1,0,0
1522001,2,0,11,7,14,7,0,0,1,1,0,0
1522002,2,0,11,2,11,2,0,0,1,1,0,0
1522003,3,0,12,2,10,2,0,0,1,1,0,0
1522004,2,0,10,6,9,6,0,0,1,1,0,0
1522005,1,0,9,5,9,5,0,0,0,0,0,0
1522006,2,0,7,6,7,7,0,0,1,1,0,0
1522007,2,0,10,4,8,4,0,0,1,1,0,0
1522008,2,0,9,2,7,2,0,0,1,1,0,0
1522009,2,0,9,2,7,2,0,0,1,1,0,0
1522010,1,0,7,4,5,3,0,0,1,1,0,0
1522011,1,0,8,4,8,5,0,0,1,1,0,0
1522012,3,0,6,1,6,3,0,0,1,1,0,0
1522013,2,0,6,8,6,6,0,0,1,1,0,0
1522014,2,0,10,9,10,5,0,0,1,1,0,0
1522015,2,0,3,3,3,2,0,0,1,1,0,0
1522016,2,0,14,1,12,1,0,0,1,1,0,0
1522017,1,0,7,8,7,7,0,0,0,0,0,0
1522018,1,0,9,7,9,7,0,0,1,1,0,0
1523001,1,0,5,3,6,3,1,0,0,0,0,0
1523002,1,0,10,5,9,5,0,0,0,1,0,1
1523003,1,0,9,6,7,4,1,0,0,1,0,0
1523004,2,0,7,7,5,4,1,0,0,1,0,0
1523005,2,0,9,1,6,1,1,0,0,1,0,0
1523006,1,0,9,1,7,1,1,0,0,0,0,0
1523007,1,0,7,1,4,1,1,0,0,1,0,0
1701001,2,0,2,7,7,15,0,0,1,1,0,0
1701002,1,0,4,4,4,20,0,0,0,0,0,0
1701003,1,1,3,3,3,21,0,0,0,0,0,0
1701004,2,0,0,11,11,14,0,0,1,1,0,0
1701005,2,0,2,2,2,20,0,0,0,0,0,0
1702001,3,1,0,0,0,0,0,0,1,1,0,0
1702002,1,1,0,0,0,0,0,0,1,1,0,0
1702003,2,1,0,0,0,0,1,0,0,1,0,0
1702004,3,1,1,1,10,10,0,0,1,1,0,0
1702005,3,1,3,3,3,3,0,0,0,1,0,1
1702006,1,0,5,5,19,39,0,0,1,1,0,0
1702007,1,0,0,0,0,21,0,0,1,1,0,0
1702008,1,0,3,8,9,12,0,0,1,1,0,0
1702009,1,0,4,4,6,7,0,0,1,1,0,0
1702010,1,0,3,6,6,6,0,0,1,1,0,0
1702011,2,1,0,0,0,0,1,0,0,1,0,0
1702012,2,1,0,0,0,0,1,0,0,1,0,0
1702013,2,1,1,1,1,1,0,0,1,1,0,0
1702014,1,0,4,4,13,13,0,0,1,1,0,0
1702015,1,0,2,2,0,6,0,0,1,1,0,0
1703001,1,0,4,4,4,6,0,0,1,1,0,0
1703002,3,1,1,1,1,1,0,0,1,1,0,0
1703003,1,0,13,14,14,14,0,0,1,1,0,0
1703004,1,0,19,19,24,24,0,0,0,0,0,0
1703005,1,0,9,15,36,36,0,0,0,0,0,0
1703006,1,0,12,1,49,49,0,0,1,1,0,0
1704001,2,0,2,2,29,36,0,0,0,0,1,1
1704002,1,0,0,3,20,26,0,0,1,1,0,0
1704003,1,0,8,8,35,36,0,0,1,1,0,0
1704004,1,0,11,11,29,30,0,0,1,1,0,0
1704005,1,0,16,18,19,37,0,0,1,1,0,0
1704006,1,0,3,3,15,25,0,0,0,1,0,0
1704007,1,0,5,10,27,26,0,0,1,1,0,0
1704008,2,0,3,3,19,30,0,0,1,1,0,0
1704009,3,1,1,0,25,20,0,0,1,1,0,0
1704010,2,1,1,1,27,20,0,0,1,1,0,0
1704011,3,1,1,1,25,20,0,0,0,0,1,1
1704012,2,1,1,1,25,20,1,0,0,1,0,0
1704013,2,1,1,1,26,20,1,0,0,0,0,0
1704014,3,0,4,4,30,21,0,0,1,1,0,0
1705001,1,0,2,2,14,17,0,0,1,1,0,0
1705002,2,1,0,0,16,17,0,0,1,1,0,0
1705003,1,0,1,1,16,16,0,0,1,1,0,0
1705004,2,1,0,0,16,16,0,0,1,1,0,0
1706001,2,0,4,5,4,13,0,0,1,1,0,0
1706002,2,0,4,5,4,13,0,0,1,1,0,0
1706003,1,0,6,3,6,13,0,0,1,1,0,0
1706004,2,0,7,2,7,16,0,0,0,0,0,0
1706005,2,1,0,0,0,19,0,0,1,1,0,0
1706006,1,0,4,4,4,21,0,0,0,0,0,0
1706007,2,0,1,7,1,12,0,0,1,1,0,0
1706008,2,0,1,7,1,12,0,0,1,1,0,0
1706009,1,0,6,5,6,8,0,0,0,0,0,0
1707001,2,0,6,6,10,11,0,0,1,1,0,0
1707002,2,0,3,3,7,14,0,0,1,1,0,0
1707003,1,0,7,7,12,10,0,0,0,0,0,0
1707004,1,0,5,5,10,11,0,0,0,0,0,0
1707005,2,0,6,6,11,11,0,0,1,1,0,0
1707006,2,1,1,1,6,15,0,0,1,1,0,0
1707007,1,1,1,1,6,16,0,0,1,1,0,0
1707008,1,0,2,2,8,14,0,0,0,0,0,0
1707009,1,0,2,2,5,16,0,0,0,0,0,0
1707010,2,0,2,2,4,17,0,0,1,1,0,0
1707011,2,0,0,7,0,12,0,0,1,1,0,0
1707012,2,0,0,0,5,10,0,0,1,1,0,0
1707013,1,0,3,3,6,13,0,0,0,0,0,0
1707014,1,0,4,4,1,14,0,0,0,0,0,0
1707015,2,0,0,7,0,12,0,0,0,0,0,0
1707016,2,0,0,7,0,12,0,0,1,1,0,0
1707017,1,0,0,7,0,12,0,0,0,0,0,0
1707018,1,0,4,5,2,15,0,0,0,0,0,0
1707019,1,0,9,9,12,13,0,0,1,1,0,0
1707020,1,0,3,3,8,13,0,0,1,1,0,0
1707021,1,0,2,2,4,17,0,0,0,0,0,0
1707022,2,0,3,3,8,13,0,0,1,1,0,0
1707023,2,0,0,6,0,12,0,0,1,1,0,0
1707024,1,0,4,4,5,9,0,0,1,1,0,0
1708001,2,1,4,18,22,22,0,0,1,1,0,0
1708002,1,0,4,13,23,18,0,0,0,0,0,0
1708003,1,0,4,14,26,26,0,0,0,0,0,0
1708004,1,0,1,13,25,22,0,0,0,0,0,0
1709001,1,0,5,8,20,7,0,0,1,1,0,0
1709002,2,0,6,7,22,10,0,0,1,1,0,0
1709003,2,0,7,8,21,9,0,0,1,1,0,0
1709004,2,0,7,8,20,9,0,0,1,1,0,0
1709005,2,0,7,8,20,10,0,0,1,1,0,0
1709006,1,0,8,9,20,11,0,0,0,0,0,0
1709007,1,0,9,9,22,13,0,0,0,0,0,0
1709008,1,0,8,10,18,9,0,0,0,0,0,0
1709009,1,0,10,12,17,11,0,0,1,1,0,0
1710001,2,0,6,11,17,6,0,0,0,0,0,0
1710002,2,0,8,8,14,8,0,0,1,1,0,0
1710003,1,0,8,9,14,8,0,0,1,1,0,0
1710004,1,0,7,10,15,7,0,0,1,1,0,0
1710005,1,0,5,11,18,5,0,0,1,1,0,0
1710006,1,0,4,9,19,4,0,0,0,0,0,0
1710007,1,0,2,11,19,2,0,0,0,0,0,0
1711001,1,0,6,10,15,6,0,0,1,1,0,0
1711002,2,1,0,10,20,0,0,0,1,1,0,0
1711003,1,0,5,8,26,6,0,0,1,1,0,0
1711004,2,1,0,10,20,0,0,0,1,1,0,0
1711005,1,0,6,10,13,8,0,0,1,1,0,0
1711006,1,0,6,7,10,11,0,0,1,1,0,0
1711007,1,0,7,8,13,7,0,0,1,1,0,0
1711008,1,0,4,7,10,17,0,0,1,1,0,0
1712001,1,0,7,12,28,9,0,0,0,0,0,0
1712002,2,1,8,11,24,8,0,0,1,1,0,0
1712003,1,0,4,14,19,4,0,0,0,0,0,0
1712004,1,0,5,14,16,9,0,0,0,0,0,0
1712005,1,0,3,12,14,14,0,0,0,0,0,0
1712006,1,0,7,7,20,15,0,0,0,0,0,0
1713001,1,0,5,9,29,9,0,0,1,1,0,0
1713002,1,0,6,9,33,13,0,0,1,1,0,0
1713003,2,1,5,5,33,15,0,0,0,0,0,0
1713004,3,1,5,5,33,15,0,0,1,1,0,0
1713005,1,0,3,6,30,10,0,0,1,1,0,0
1713006,1,0,5,5,32,12,0,0,1,1,0,0
1714001,1,0,1,4,24,7,0,0,0,0,0,0
1714002,1,0,3,4,24,8,0,0,1,1,0,0
1714003,1,1,1,6,24,5,0,0,0,0,0,0
1714004,1,0,2,7,22,4,0,0,0,0,0,0
1714005,1,0,2,2,30,11,0,0,0,0,0,0
1714006,2,0,1,3,28,9,0,0,1,1,0,0
1714008,1,0,1,4,26,7,0,0,0,0,0,0
1715001,3,1,1,1,27,10,0,0,0,0,1,1
1715002,1,0,2,2,27,11,0,0,0,0,0,0
1715003,1,0,3,5,29,15,0,0,0,0,0,0
1715004,1,0,3,7,27,17,0,0,1,1,0,0
1715005,1,0,2,2,28,12,0,0,0,0,0,0
1715006,1,0,10,3,10,23,0,0,0,0,0,0
1715007,1,0,2,2,26,10,0,0,0,0,0,0
1715008,1,0,2,2,26,10,0,0,0,0,0,0
1715010,1,0,1,1,28,10,0,0,1,1,0,0
1715011,1,0,1,5,28,8,0,0,0,0,0,0
1715012,1,0,3,7,29,9,0,0,1,1,0,0
1716001,1,0,5,5,24,10,0,0,0,0,0,0
1716002,2,0,5,6,23,9,1,0,0,1,0,0
1716003,2,0,7,8,29,17,0,0,1,1,0,0
1716004,1,0,7,7,28,19,0,0,1,1,0,0
1716005,1,0,9,9,26,15,0,0,1,1,0,0
1716006,2,0,6,6,25,12,0,0,1,1,0,0
1716007,1,0,3,3,27,12,0,0,1,1,0,0
1716008,2,0,5,5,24,11,1,0,0,1,0,0
1716009,2,0,5,5,25,12,1,0,0,1,0,0
1717001,1,0,13,11,13,26,0,0,0,1,0,0
1717004,2,1,10,10,13,21,0,0,0,0,0,0
1717005,1,0,10,10,12,20,0,0,0,0,0,0
1717006,1,0,11,11,11,20,0,0,1,1,0,0
1717007,1,0,8,8,15,17,0,0,0,0,0,0
1717008,1,0,4,4,17,19,0,0,1,1,0,0
1717009,1,0,8,8,14,16,0,0,0,0,0,0
1718001,2,0,7,7,9,13,0,0,1,1,0,0
1718002,1,0,9,9,10,14,1,0,0,1,0,0
1718003,1,0,5,5,6,11,1,0,0,0,0,0
1718004,1,0,4,7,4,8,0,0,1,1,0,0
1718005,1,0,10,10,8,17,0,0,0,0,0,0
1718006,1,0,11,11,12,15,1,0,0,0,0,0
1718007,1,0,7,6,8,12,0,0,0,0,0,0
1718008,1,0,3,3,10,16,0,0,0,0,0,0
1718009,2,1,0,0,7,13,0,0,1,1,0,0
1719001,1,0,6,8,6,8,0,0,1,1,0,0
1719002,1,0,5,7,5,8,0,0,0,0,0,0
1719003,2,1,2,5,2,5,0,0,0,0,0,0
1719004,1,0,5,7,5,7,0,0,0,0,0,0
1720001,1,0,3,8,8,8,0,0,1,1,0,0
1720002,1,0,8,12,12,12,0,0,0,0,0,0
1720003,1,0,5,10,10,10,0,0,0,0,1,1
1720004,1,0,5,12,12,12,0,0,1,1,0,0
1720005,3,1,0,7,7,7,0,0,1,1,0,0
1720008,1,0,3,9,9,9,0,0,0,0,0,0
1720009,1,0,3,4,4,4,0,0,0,0,0,0
1720010,2,0,4,6,6,6,0,0,1,1,0,0
1720011,1,0,1,6,6,6,0,0,0,0,1,1
1720012,2,0,5,8,8,8,0,0,0,0,0,0
1720013,1,0,5,8,8,8,0,0,0,0,0,0
1720014,1,0,1,7,7,7,0,0,0,0,0,0
1720015,1,0,3,6,6,6,0,0,0,0,0,0
1720016,1,0,2,7,7,7,0,0,0,0,0,0
1720017,1,0,3,8,8,8,0,0,0,0,0,0
1720018,1,0,2,5,5,5,0,0,0,0,1,1
1721001,1,0,1,1,29,17,0,0,1,1,0,0
1721002,1,0,2,2,29,16,0,0,1,1,0,0
1721003,1,0,3,3,26,19,0,0,1,1,0,0
1721004,1,0,2,5,25,20,0,0,1,1,0,0
1721005,2,0,1,6,24,21,0,0,1,1,0,0
1721006,2,0,1,6,24,20,0,0,1,1,0,0
1721008,3,1,1,1,28,18,1,0,0,0,0,0
1721009,1,0,4,4,25,22,0,0,0,0,0,0
1721010,1,0,3,3,32,16,0,0,0,0,0,0
1721011,1,0,4,4,32,16,0,0,0,0,0,0
1722001,1,0,4,10,32,15,0,0,0,0,1,1
1722002,1,0,6,8,32,23,0,0,0,0,1,1
1722003,1,0,9,9,34,21,0,0,0,0,1,1
1722004,1,0,9,10,34,23,0,0,0,0,1,1
1722005,1,0,7,7,34,19,0,0,0,0,1,1
1722006,2,1,10,10,33,23,0,0,1,1,0,0
1722007,1,0,7,7,30,22,0,0,1,1,0,0
1722008,1,0,8,8,28,24,0,0,0,0,1,1
1722009,1,0,5,5,28,22,0,0,1,1,0,0
1722010,1,0,12,10,33,22,0,0,1,1,0,0
1722011,1,0,13,8,26,18,0,0,1,1,0,0
1722012,1,0,8,11,18,18,0,0,1,1,0,0
1722013,1,0,8,8,35,19,0,0,1,1,0,0
1722014,1,0,3,11,34,19,0,0,1,1,0,0
1723001,1,0,9,13,13,13,0,0,0,0,0,0
1723002,1,0,10,15,15,15,0,0,0,0,0,0
1723003,2,1,8,14,14,14,0,0,1,1,0,0
1723004,1,0,8,13,13,13,0,0,0,0,0,0
1724001,1,0,13,10,21,15,0,0,1,1,0,0
1724002,1,0,9,7,17,16,0,0,0,0,0,0
1724003,1,0,0,13,18,4,0,0,1,1,0,0
1724004,1,0,7,9,16,4,0,0,1,1,0,0
1724005,2,1,13,3,21,12,0,0,1,1,0,0
1724006,2,1,14,2,22,11,0,0,0,0,1,1
1724007,1,0,13,4,18,14,0,0,1,1,0,0
1724008,1,0,15,15,22,20,0,0,1,1,0,0
1724009,1,0,6,9,23,4,0,0,1,1,0,0
1725001,1,0,4,12,15,17,0,0,0,0,0,0
1725002,1,0,6,10,14,19,0,0,0,0,0,0
1725003,1,0,8,10,18,18,0,0,0,0,0,0
1725004,1,0,5,13,13,13,0,0,0,0,0,0
1725005,1,0,5,11,11,11,0,0,0,0,0,0
1725006,1,0,3,13,15,15,0,0,0,0,0,0
1725007,1,0,2,14,14,14,0,0,0,0,0,0
1725008,2,1,1,12,12,12,0,0,1,1,0,0
1725009,3,1,1,12,12,12,0,0,1,1,0,0
1725010,1,0,1,13,13,13,0,0,0,0,0,0
1725011,1,0,5,13,13,13,0,0,0,0,0,0
1725012,1,0,5,12,12,14,0,0,0,0,0,0
1725013,1,0,3,12,12,12,0,0,0,0,0,0
1726001,3,0,6,7,7,7,1,0,0,1,0,0
1726002,2,0,6,8,8,8,1,0,0,1,0,0
1726003,1,0,6,7,7,7,0,0,0,0,0,0
1726004,1,0,2,10,10,10,0,0,0,0,0,0
1726005,2,0,2,10,10,10,0,0,1,1,0,0
1726006,1,1,4,9,9,9,0,0,0,0,0,0
1726007,2,0,5,8,8,8,0,0,1,1,0,0
1726009,1,0,5,7,7,7,0,0,0,0,0,0
1726010,1,0,4,9,9,9,0,0,0,0,0,0
1727001,1,0,8,10,10,10,0,0,0,0,0,0
1727003,2,0,8,12,12,14,0,0,1,1,0,0
1727004,1,0,8,10,10,16,0,0,0,0,0,0
1727006,1,0,12,10,14,14,0,0,1,1,0,0
1727007,1,0,13,8,14,14,0,0,0,0,0,0
1727008,1,0,14,6,14,14,0,0,1,1,0,0
1727009,1,0,10,8,10,10,0,0,1,1,0,0
1727010,1,0,11,8,11,11,0,0,0,0,0,0
1728001,1,0,2,3,2,3,0,0,0,0,0,0
1728002,1,0,2,2,2,2,1,0,0,1,0,0
1728003,1,0,2,2,2,2,1,0,0,0,0,0
1728004,1,1,2,2,2,2,1,0,0,0,0,0
1728006,1,1,1,1,1,1,1,0,0,0,0,0
1728007,1,1,1,1,1,1,1,0,0,0,0,0
1728008,1,1,1,1,1,1,1,0,0,0,0,0
1728009,2,1,1,1,1,1,1,0,0,1,0,0
1728010,2,1,0,1,1,1,1,0,0,1,0,0
1728011,2,1,0,0,0,0,1,0,0,1,0,0
1728012,1,1,2,2,2,2,1,0,0,0,0,0
1728013,3,1,1,1,1,1,0,0,0,0,1,1
1728014,2,1,1,1,1,1,1,0,0,0,0,0
1728015,1,1,0,0,0,0,1,0,0,0,0,0
1728016,3,1,1,1,1,1,1,0,0,1,0,0
1728017,1,0,3,4,3,4,1,0,0,0,0,0
1729001,1,0,8,8,8,8,0,0,1,1,0,0
1729002,1,0,5,5,5,5,0,0,1,1,0,0
1729003,1,0,8,14,15,15,0,0,0,0,0,0
1729004,1,0,6,7,6,7,0,0,0,0,0,0
1729005,1,0,6,6,6,6,1,0,0,0,0,0
1729006,1,0,7,7,7,7,1,0,0,1,0,0
1729007,1,0,5,5,5,5,0,0,0,0,0,0
1729008,1,0,6,6,6,6,1,0,0,1,0,0
1730001,1,0,3,7,9,4,0,0,1,1,0,0
1730003,2,0,1,7,13,2,0,0,0,0,0,0
1730005,2,1,2,6,13,1,0,0,1,1,0,0
1730006,1,0,4,5,15,3,0,0,0,0,0,0
1730007,1,0,4,4,10,5,0,0,0,0,0,0
1730008,1,0,5,7,15,3,0,0,1,1,0,0
1731001,1,0,5,7,13,6,0,0,1,1,0,0
1731002,1,0,5,5,15,7,0,0,0,0,0,0
1731003,2,0,6,6,15,8,0,0,1,1,0,0
1801002,1,0,15,18,16,19,0,0,0,0,1,1
1801003,1,0,12,13,22,15,0,0,1,1,0,0
1801004,1,0,15,10,19,19,0,0,1,1,0,0
1801006,1,0,13,14,19,16,0,0,1,1,0,0
1801008,1,0,16,27,6,41,0,0,0,0,0,0
1801010,1,0,17,15,14,21,0,0,1,1,0,0
1801011,1,0,22,20,9,26,0,0,0,0,0,0
1801012,1,0,23,23,6,30,0,0,0,0,0,0
1801013,1,0,21,25,5,31,0,0,1,1,0,0
1801014,3,1,21,24,0,34,0,0,1,1,0,0
1801015,1,0,21,17,10,26,0,0,0,0,0,0
1801016,1,0,24,21,4,32,0,0,1,1,0,0
1801017,1,0,9,4,20,24,0,0,0,0,0,0
1801018,1,0,7,3,21,26,0,0,1,1,0,0
1801019,1,0,4,3,24,28,0,0,0,0,1,1
1801020,1,0,11,10,16,31,0,0,1,1,0,0
1801021,1,0,9,13,13,12,0,0,1,1,0,0
1801023,1,0,14,9,17,22,0,0,0,0,1,1
1801024,1,0,9,4,26,21,0,0,0,0,0,0
1801025,1,0,4,3,24,28,0,0,0,0,0,0
1802001,1,0,13,14,14,17,0,0,0,0,0,0
1802002,1,0,18,24,25,44,0,0,0,0,0,0
1802003,1,0,22,10,10,25,0,0,0,0,0,0
1802004,1,0,20,20,28,45,0,0,0,0,0,0
1802005,1,0,14,27,20,42,0,0,0,0,0,0
1802006,1,0,11,24,18,43,0,0,1,1,0,0
1802007,2,1,16,19,27,58,0,0,1,1,0,0
1802008,2,1,1,1,32,65,0,0,1,1,0,0
1802009,1,0,1,14,20,52,0,0,1,1,0,0
1802010,1,0,8,18,16,50,0,0,0,0,0,0
1802011,1,0,10,21,12,46,0,0,0,0,0,0
1802012,1,0,12,25,8,41,0,0,0,0,0,0
1802013,1,0,14,27,7,39,0,0,0,0,0,0
1802014,1,0,16,28,6,37,0,0,0,0,0,0
1802015,1,0,16,27,7,36,0,0,0,0,0,0
1802016,1,0,12,23,9,44,0,0,0,0,0,0
1802017,1,0,14,9,9,17,0,0,0,0,0,0
1802018,1,0,18,11,11,22,0,0,0,0,0,0
