column1,column2
-0.08620951485527455,-0.36534379619405877
-0.023865180224471545,-0.9929309768631632
-0.10119730416949342,-0.9972474161559043
-0.36677411075559235,-0.38211445290473145
-0.06393581790326097,-0.9963824550098576
-0.03572760595126929,-0.9904764541886301
-0.4689848972442665,-1.016201735745977
-0.3061442010115721,-1.0096197003257081
-0.3357627013121248,-1.0112384195018758
-0.028931995859175587,-0.9918270135243842
-0.23799821483214068,-1.000056596765887
-0.6561117691950316,0.519654317411496
-0.649510248197168,1.151756935236085
-0.6171072245576659,0.5229041840616906
-0.14720080244834308,-3.7374503972259303
-0.5023199148811771,-0.4775294957226357
-0.6482082064442025,1.1513750856871376
-0.38891056613018554,-0.46971689839461717
-0.7896979684438097,0.7044905865185703
-0.5067692485651717,1.351390424386227
-0.18014665396592083,-1.0008519276633099
-0.10111050229933428,-0.9921315538498342
-0.8190340709680604,1.3335680343984742
-0.9476640877195301,2.768614903276577
0.18988795183904061,-0.9784716616971899
-0.16218280444980132,-0.9993540860598703
-0.1642449645459409,-1.0018645806262072
-1.0956995612509233,2.7586384620819
-1.1327741486564615,2.756612250593375
-1.0621200012489351,2.7604736622828185
-1.0424543072372365,2.1306065320842054
-1.0564722913615914,2.1298404170046754
-1.0128139424601235,2.1322264462043146
-0.9856573801585558,2.133710614805367
-0.9402008562032671,1.1352737704427365
-0.9409719929224747,1.1353230694723109
-0.7293924693124549,1.1465316785587056
-0.5947644518975198,-0.3958957387590293
-0.6240430094072149,1.3430656014174334
-0.4864432289363235,-1.0216666673986141
-0.5663767790744906,-0.394904042713478
-0.18513614447240215,-3.737337219072769
-0.6235930364811266,0.7125501358714904
-0.6188329238146639,0.14744680461483378
-0.3384323546382755,1.16562173247148
-0.09790200024078173,-0.3685071510928717
0.1571207698438169,-3.7244076464242575
-0.4239875755586177,-1.7380012761638284
-0.1627485136865749,-1.7262583058930927
-0.5137825621114956,-0.39073671186795467
-0.6481766854175173,0.7091986232566253
-0.30596165379308493,-3.1158675005250354
-0.7119609142753078,1.7762432825777825
-0.47755109190703326,-0.3921701896500126
-1.0801045398545803,2.3166127432794075
-0.43854873806807376,-1.0190793844646382
-1.0764143798206125,2.3168543234099856
-1.0949705812436914,2.9467277790033712
-0.5859533516104484,-0.39452507654995816
-0.8520832685582347,0.6970416269403198
-0.4805119888101544,-2.7558108381915654
-0.5401733633314408,-0.3907702040177906
-0.3653617597193279,-3.7488482226513042
-0.6712677445963315,1.1495502643569084
-0.14307801158902753,-3.736346264781309
-0.6685017463897078,0.6023644379353379
-0.4709626174411774,-0.3881516348415147
-0.341955300895963,-1.0124586778267017
-0.4963712440227074,-0.38874290371219244
-0.1831850752243814,-3.738094997683601
-0.46737356783368955,-0.38594397488739596
-0.6007107508184067,-0.3951197655777039
-0.6121607585325982,-0.39611314811570575
-0.6011075083342041,-0.3944377949952387
-0.46642272730924095,-1.0194066439807268
-0.6173905332240811,-0.025161881381492515
-0.35925585060724785,-1.0117344556098147
-0.2793644746602963,-1.0072427225412348
-0.35680190328799655,-0.3804732080693284
-0.39893602324590133,-0.38335380238434247
-1.0025609121579322,1.7623862362545555
-0.8768106725903988,1.138316870508691
-0.4607073712801226,0.15540144536852069
-0.5069198727095139,-0.47859232445521227
-1.0686246696948631,2.12917626157329
-0.7499503061172906,-0.4914577844171686
-0.8497534377364588,0.5929551772353183
-0.5665156300517911,-0.48143265739492713
-0.6766311775593249,0.14206406734498495
-0.6969382532805827,0.5113749869351267
-0.8456752714781277,1.1384924099756792
-1.1252425922198517,2.9459840883946073
-0.675512702606605,0.14235283234172807
-0.41845585207302277,-0.4733408499299524
-0.4807499740805449,0.15391271331637918
-0.5209142857100125,0.15249015691942275
-0.345356516822124,-0.47131787614258125
-0.36515141538669554,0.15930580999052163
-0.7267754236059845,1.1447820649590106
-0.45576374815293197,-0.3883084861372649
-0.417332911834052,0.15670472045273304
-0.45507760910382766,0.15515101477416543
-0.523783431366728,0.15156589584623054
-0.5510510582205098,0.14939711143579698
-0.5407672960802824,0.15055742265218558
-0.6173343877540972,0.14582728963471175
-0.8933256426548035,2.137782825571136
-0.9599237920616692,2.7650686302532086
-0.8938422770045829,2.1377686171106483
-0.96711633698084,2.1339272769249753
-0.45753351367503137,-0.4764447760032817
-0.3909030835808602,-0.4726939026636521
-0.4050175685810688,-0.4731188366246345
-0.8021924439895802,0.5129331198351352
-0.5205416528224193,-1.0216552181598322
-0.5971935702843522,0.14744076005762335
-0.4523362104779008,-1.0182752135126616
-0.5576560968424733,-0.4815331865329996
-0.6242907627670604,-0.4852772608019469
-0.7834820263195126,1.137956486805526
-0.5144916943968543,0.15128390105117584
-0.6489958026123043,-0.3981714131471362
-0.968858214750957,2.133886825919575
-0.510103849036608,-0.4777531209843572
-0.5739973043607329,-1.024779032622974
-0.5249550738484122,-1.0172981498553633
-0.5351200370772677,-0.3882453862955695
-0.4683926586645343,-1.0151150367932307
-0.39174557754964906,-1.01024295966832
-0.5171557841426375,-1.0180125030417646
