FACILITY_ID;GOV;DISTRICT;FACILITY_TYPE;URBAN;MIN_AIR_2015;MIN_AIR_2016;MIN_GROUND_2015;MIN_GROUND_2016;ON_GRID;ON_GRID_AVL;SOLAR_ONL;SOLAR_INC;DIESEL_ONL;DIESEL_INC;cluster
1512014;Taiz;Al Misrakh;1;0;2;1;2;2;0;0;0;0;0;0;6
1806001;Al-Hodaida;Al Qanawis;1;0;12;6;6;14;0;0;0;0;0;0;6
1725002;Hajjah;Ash Shaghadirah;1;0;6;10;14;19;0;0;0;0;0;0;6
3003017;Al-Dhala;Qa'atabah;1;0;4;0;0;0;0;0;0;0;0;0;6
2704024;Al-Mahweet;Al Khabt;1;0;15;7;13;12;0;0;0;0;0;0;6
2904015;Amran;Al  Qaflah;1;0;7;7;9;9;0;0;0;0;0;1;4
1802024;Al-Hodaida;Alluhaiyah;1;0;23;17;12;26;0;0;0;0;0;0;6
1815009;Al-Hodaida;As Sukhnah;1;0;11;11;21;35;0;0;0;0;0;0;6
3102008;Rimah;Al Jabin;1;0;7;22;7;50;0;0;0;0;0;0;6
1504019;Taiz;Sharab Ar Rawnah;2;0;9;5;9;11;0;0;0;0;0;0;6
1815006;Al-Hodaida;As Sukhnah;1;0;13;9;13;48;0;0;0;0;0;0;6
2912026;Amran;Jabal Iyal Yazid;1;0;5;6;11;8;1;0;0;0;0;0;0
2917017;Amran;Thula;1;0;12;7;22;15;0;0;0;0;0;0;6
1114001;Ibb;As Sabrah;1;0;13;2;16;13;0;0;0;0;0;0;6
2308020;Sana'a;Al Haymah Ad Dakhili;1;0;4;4;18;31;0;0;0;0;0;0;6
1523002;Taiz;Sa ma;1;0;10;5;9;5;0;0;0;1;0;1;4
1720017;Hajjah;Mabyan;1;0;3;8;8;8;0;0;0;0;0;0;6
2314011;Sana'a;Bani Dhabyan;2;0;6;5;6;15;0;0;0;0;0;1;4
1814008;Al-Hodaida;Ad Durayhimi;1;0;4;3;12;14;0;0;0;0;0;0;6
2301007;Sana'a;Hamdan;1;0;0;0;5;0;1;0;0;0;0;0;0
3102022;Rimah;Al Jabin;1;0;10;14;10;39;0;0;0;0;0;0;6
1814004;Al-Hodaida;Ad Durayhimi;1;0;3;3;7;7;0;0;0;0;0;0;6
2010023;Dhamar;Anss;1;0;8;9;15;15;1;0;0;0;0;0;0
1414013;Al-baida;Al Quraishyah;1;0;2;5;2;5;0;0;0;0;0;0;6
1814001;Al-Hodaida;Ad Durayhimi;1;0;3;10;7;18;0;0;0;0;0;0;6
1405004;Al-baida;Az Zahir;1;0;9;9;1;1;0;0;0;0;0;0;6
1415009;Al-baida;Wald Rabi'a;1;0;2;2;2;3;0;0;0;0;0;0;6
2913012;Amran;As Sudah;1;0;17;6;10;29;0;0;0;0;0;0;6
3005012;Al-Dhala;Al Hussein;2;0;12;19;11;9;1;0;0;0;0;0;0
1813005;Al-Hodaida;Al Marawi'ah;1;0;6;2;19;20;0;0;0;0;0;0;6
2005014;Dhamar;Utmah;1;0;6;15;15;15;0;0;0;0;0;0;6
1504013;Taiz;Sharab Ar Rawnah;1;0;7;10;10;7;0;0;0;0;0;0;6
1718007;Hajjah;Kuhlan Affar;1;0;7;6;8;12;0;0;0;0;0;0;6
1418004;Al-baida;Ar ryashyyah;1;0;6;7;15;19;0;0;0;0;0;0;6
2007013;Dhamar;Wusab As Safil;1;0;25;33;29;43;0;0;0;0;0;0;6
3001002;Al-Dhala;Juban;1;0;15;13;8;7;0;0;0;0;0;0;6
1114002;Ibb;As Sabrah;1;0;13;5;16;11;0;0;0;0;0;0;6
1108016;Ibb;Hubaysh;1;0;5;16;7;8;0;0;0;0;0;0;6
1106013;Ibb;As Saddah;2;0;7;9;9;15;1;0;0;0;0;0;0
1809003;Al-Hodaida;Ad Dahi;1;0;8;8;8;40;0;0;0;0;0;0;6
1819010;Al-Hodaida;Hays;1;0;8;8;28;28;0;0;0;0;0;0;6
1203005;Abyan;Jayshan;1;0;30;40;27;30;0;0;0;0;0;0;6
2903007;Amran;Al Ashshah;1;0;2;2;2;2;0;0;0;0;0;0;6
1701005;Hajjah;Bakil Al Mir;2;0;2;2;2;20;0;0;0;0;0;0;6
1814002;Al-Hodaida;Ad Durayhimi;1;0;2;4;10;12;0;0;0;0;0;0;6
1106010;Ibb;As Saddah;2;0;8;10;9;18;1;0;0;0;0;0;0
1806004;Al-Hodaida;Al Qanawis;1;0;19;3;3;21;0;0;0;0;0;0;6
1501015;Taiz;Mawiyah;1;0;8;8;7;6;0;0;0;0;0;0;6
1516008;Taiz;Al Wazi'iyah;1;0;4;8;4;7;0;0;0;0;0;0;6
1411009;Al-baida;Assawadyah;2;0;1;1;1;13;0;0;0;0;0;0;6
1506006;Taiz;Al Mukha;2;0;0;0;14;14;0;0;0;0;0;0;6
2911013;Amran;Raydah;1;0;1;1;1;15;0;0;0;0;0;0;6
2912021;Amran;Jabal Iyal Yazid;1;0;6;7;14;9;1;0;0;0;0;0;0
1807014;Al-Hodaida;Az Zaydiyah;1;0;8;8;8;40;0;0;0;0;0;0;6
2706012;Al-Mahweet;Hufash;1;0;14;4;14;30;0;0;0;0;0;0;6
2913006;Amran;As Sudah;1;0;19;4;15;32;0;0;0;0;0;0;6
2515007;Lahj;Tuban;1;0;4;4;4;5;1;0;0;0;0;0;0
1509004;Taiz;Jabal Habasi;1;0;3;3;7;3;0;0;0;0;0;0;6
1728003;Hajjah;Hajjah City;1;0;2;2;2;2;1;0;0;0;0;0;0
2301014;Sana'a;Hamdan;1;0;2;2;6;11;1;0;0;0;0;0;0
2302001;Sana'a;Arhab;1;0;9;9;9;9;0;0;0;0;0;0;6
2309012;Sana'a;Al Haymah Al Khariji;1;0;15;19;24;25;0;0;0;0;0;0;6
1504011;Taiz;Sharab Ar Rawnah;1;0;7;10;7;8;0;0;0;0;0;0;6
1812002;Al-Hodaida;Bura;1;0;21;1;24;52;1;0;0;1;0;0;0
3001008;Al-Dhala;Juban;2;0;9;18;9;9;0;0;0;0;0;0;6
3104006;Rimah;Kusmah;2;0;7;19;20;35;0;0;0;0;0;0;6
1505004;Taiz;Maqbanah;1;0;15;13;20;19;0;0;0;0;0;0;6
1111003;Ibb;Al Udayn;2;0;8;11;9;5;0;0;0;0;0;0;6
1101004;Ibb;Al Qafr;2;0;11;11;11;11;0;0;0;0;0;0;6
2704016;Al-Mahweet;Al Khabt;1;0;14;10;10;11;0;0;0;0;0;0;6
2706017;Al-Mahweet;Hufash;1;0;20;3;12;30;0;0;0;0;0;0;6
2706006;Al-Mahweet;Hufash;1;0;15;5;10;23;0;0;0;0;0;0;6
2502007;Lahj;Yafa'a;1;0;24;8;10;7;1;0;0;0;0;0;0
1206007;Abyan;Rosod;1;0;28;14;17;6;1;0;0;0;0;0;0
2308010;Sana'a;Al Haymah Ad Dakhili;2;0;10;1;24;35;0;0;0;0;0;0;6
1715002;Hajjah;Al Mahabishah;1;0;2;2;27;11;0;0;0;0;0;0;6
2918012;Amran;Iyal Surayh;1;0;5;5;22;14;1;0;0;0;0;0;0
2920011;Amran;Assurm;1;0;5;5;22;21;0;0;0;0;0;0;6
1805011;Al-Hodaida;Al Munirah;1;0;14;14;20;40;0;0;0;0;0;0;6
2906007;Amran;Al Madan;1;0;1;12;16;16;0;0;0;0;0;0;6
2108008;Shabwa;Markha Al-Olya;1;0;10;35;10;7;0;0;0;0;0;0;6
2704003;Al-Mahweet;Al Khabt;1;0;20;7;5;21;0;0;0;0;0;0;6
1111015;Ibb;Al Udayn;1;0;11;10;6;10;0;0;0;0;0;0;6
1109018;Ibb;Hazm Al Udayn;2;0;3;16;3;3;1;0;0;1;0;0;0
1510001;Taiz;Mashra'ah wa Hadnan;1;0;1;3;1;3;0;0;0;0;0;0;6
2004023;Dhamar;Maghirib Ans;1;0;8;8;8;8;1;0;0;0;0;0;0
2211010;Sa'adah;Sahar;1;0;3;1;3;5;0;0;0;0;0;0;6
2505010;Lahj;Habil Jabr;1;0;7;12;11;29;0;0;0;0;0;0;6
2701007;Al-Mahweet;Shibam and Kawkaban;1;0;2;2;27;22;1;0;0;0;0;0;0
1116009;Ibb;Dhi Sufal;1;0;9;8;8;8;1;0;0;1;0;0;0
1812008;Al-Hodaida;Bura;1;0;24;5;24;56;1;0;0;0;0;0;0
1721010;Hajjah;Ash Shahil;1;0;3;3;32;16;0;0;0;0;0;0;6
2011007;Dhamar;Dawran Aness;2;0;6;6;13;25;1;0;0;0;0;0;0
2510009;Lahj;Al Qabbaytah;1;0;8;6;4;4;1;0;0;0;0;0;0
1401001;Al-baida;Na'man;2;0;5;5;11;19;0;0;0;0;0;0;6
1812004;Al-Hodaida;Bura;1;0;25;7;27;58;0;0;0;0;0;0;6
2309020;Sana'a;Al Haymah Al Khariji;1;0;13;21;24;28;0;0;0;0;0;0;6
1112009;Ibb;Jiblah;1;0;5;5;9;13;0;0;0;0;0;0;6
2007014;Dhamar;Wusab As Safil;1;0;24;23;23;49;0;0;0;0;0;0;6
1813001;Al-Hodaida;Al Marawi'ah;1;0;7;3;18;19;0;0;0;0;0;0;6
2004002;Dhamar;Maghirib Ans;1;0;9;9;9;9;1;0;0;0;0;0;0
3102020;Rimah;Al Jabin;2;0;11;13;11;40;0;0;0;0;0;0;6
2704009;Al-Mahweet;Al Khabt;1;0;10;4;10;21;0;0;0;0;0;0;6
2115014;Shabwa;Ar-rawdah;1;0;29;29;34;29;0;0;0;0;0;0;6
3001006;Al-Dhala;Juban;1;0;15;14;4;4;0;0;0;0;0;0;6
1501014;Taiz;Mawiyah;1;0;7;7;7;7;0;0;0;0;0;0;6
1509019;Taiz;Jabal Habasi;1;0;4;6;2;2;0;0;0;0;0;0;6
2316003;Sana'a;Jahanh;1;0;9;12;12;30;0;0;0;0;0;0;6
3004011;Al-Dhala;Ash Shu'ayb;1;0;21;20;14;9;0;0;0;0;0;0;6
3105006;Rimah;Al Jafariyah;1;0;10;24;12;52;0;0;0;0;0;0;6
1509014;Taiz;Jabal Habasi;1;0;5;5;6;3;0;0;0;0;0;0;6
2114001;Shabwa;Habban;1;0;0;0;0;19;1;0;0;0;0;0;0
2504003;Lahj;Yahar;1;0;25;16;26;11;0;0;0;0;0;1;4
2706002;Al-Mahweet;Hufash;1;0;12;5;12;27;0;0;0;0;0;0;6
1110011;Ibb;Far Al Udayn;1;0;8;0;0;5;0;0;0;0;0;0;6
2010026;Dhamar;Anss;1;0;3;6;7;7;1;0;0;0;0;0;0
2917016;Amran;Thula;2;0;2;3;23;16;1;0;0;1;0;0;0
1211005;Abyan;khanfir;1;0;10;3;3;1;1;0;0;0;0;0;0
2105006;Shabwa;Osailan;1;0;18;11;11;11;0;0;0;0;0;0;6
2704002;Al-Mahweet;Al Khabt;1;0;20;10;6;18;0;0;0;0;0;0;6
2920002;Amran;Assurm;1;0;6;5;11;29;0;0;0;0;0;0;6
1117008;Ibb;Mudhaykhirah;2;0;11;5;5;5;1;0;0;1;0;0;0
2304019;Sana'a;Bani Hushaysh;1;0;3;3;9;3;0;0;0;0;0;0;6
1809011;Al-Hodaida;Ad Dahi;1;0;19;4;4;41;0;0;0;0;0;0;6
2102004;Shabwa;At'talih;1;0;76;54;71;70;0;0;0;0;0;0;6
1813004;Al-Hodaida;Al Marawi'ah;1;0;9;9;14;41;0;0;0;0;0;0;6
2305013;Sana'a;Sanhan;1;0;5;4;14;7;1;0;0;0;0;0;0
3003001;Al-Dhala;Qa'atabah;1;0;9;4;3;4;0;0;0;0;0;0;6
2006026;Dhamar;Wusab Al Ali;1;0;22;36;29;31;0;0;0;0;0;0;6
2211011;Sa'adah;Sahar;1;0;5;0;6;8;0;0;0;0;0;0;6
1807022;Al-Hodaida;Az Zaydiyah;1;0;13;10;10;29;0;0;0;0;0;0;6
1112001;Ibb;Jiblah;2;0;8;8;8;11;1;0;0;0;0;0;0
2913007;Amran;As Sudah;1;0;19;6;19;34;0;0;0;0;0;0;6
2111003;Shabwa;Hateeb;1;0;37;37;35;45;0;0;0;0;0;0;6
1208003;Abyan;Al Wade'a;1;0;21;11;11;31;0;0;0;0;0;0;6
1509007;Taiz;Jabal Habasi;1;0;2;7;9;4;0;0;0;0;0;0;6
2301017;Sana'a;Hamdan;1;0;2;2;2;10;1;0;0;0;0;0;0
2110010;Shabwa;Nisab;1;0;20;20;20;43;1;0;0;0;0;0;0
2110009;Shabwa;Nisab;1;0;13;13;13;43;1;0;0;0;0;0;0
2003011;Dhamar;Jabal Ash sharq;2;0;0;0;11;16;0;0;0;1;0;1;4
2308012;Sana'a;Al Haymah Ad Dakhili;2;0;7;3;22;34;0;0;0;0;0;0;6
1727004;Hajjah;Bani Al Awwam;1;0;8;10;10;16;0;0;0;0;0;0;6
1502003;Taiz;Attazziah;1;0;5;5;5;5;0;0;0;0;0;0;6
2004003;Dhamar;Maghirib Ans;2;0;8;8;8;8;1;0;0;0;0;0;0
2310004;Sana'a;Manakha;1;0;6;5;34;40;1;0;0;0;0;0;0
1715006;Hajjah;Al Mahabishah;1;0;10;3;10;23;0;0;0;0;0;0;6
1408012;Al-baida;Mukayras;1;0;2;9;8;2;0;0;0;0;0;0;6
1113011;Ibb;Ba'dan;2;0;6;6;3;6;1;0;0;1;0;0;0
1404004;Al-baida;As Sawma'ah;1;0;0;0;6;0;0;0;0;0;0;0;6
2209010;Sa'adah;Saqayn;1;0;2;2;6;4;0;0;0;0;0;0;6
2901005;Amran;Harf Sufyan;1;0;6;6;6;10;0;0;0;0;0;0;6
2502014;Lahj;Yafa'a;1;0;28;17;27;17;1;0;0;0;0;0;0
2512019;Lahj;Al Maqatirah;1;0;3;4;0;0;0;0;0;0;0;0;6
1804005;Al-Hodaida;Assaleef;1;0;13;0;13;53;0;0;0;0;0;0;6
2513015;Lahj;Al Madarihb & Al-Ara;1;0;10;10;21;10;0;0;0;0;0;0;6
2306002;Sana'a;Bilad Ar Rus;2;0;5;4;13;5;0;0;0;0;0;0;6
2503011;Lahj;Al Moflehi;1;0;30;10;21;8;1;0;0;0;0;0;0
2904010;Amran;Al  Qaflah;1;0;9;10;14;14;0;0;0;0;0;0;6
2107003;Shabwa;Baihan;2;0;1;6;6;4;1;0;0;0;0;0;0
3004010;Al-Dhala;Ash Shu'ayb;1;0;22;20;15;9;0;0;0;0;0;0;6
2004013;Dhamar;Maghirib Ans;1;0;10;10;10;10;1;0;0;0;0;0;0
2106004;Shabwa;Ain;1;0;1;1;8;8;0;0;0;0;0;0;6
1211009;Abyan;khanfir;2;0;0;0;0;0;1;0;0;0;0;0;0
1707017;Hajjah;Kushar;1;0;0;7;0;12;0;0;0;0;0;0;6
2917004;Amran;Thula;1;0;13;6;21;16;0;0;0;0;0;0;6
2703009;Al-Mahweet;Ar Rujum;1;0;12;19;19;38;1;0;0;0;0;0;0
2104006;Shabwa;Arma;1;0;95;32;84;90;0;0;0;0;0;0;6
2104005;Shabwa;Arma;1;0;95;41;82;88;0;0;0;0;0;0;6
2104004;Shabwa;Arma;1;0;92;44;78;84;0;0;0;0;0;0;6
2912002;Amran;Jabal Iyal Yazid;1;0;5;5;16;13;0;0;0;0;0;0;6
2919024;Amran;Khammer;1;0;3;3;3;34;1;0;0;0;0;0;0
2310017;Sana'a;Manakha;1;0;4;3;34;35;1;0;0;0;0;0;0
1717005;Hajjah;Al Maghrabah;1;0;10;10;12;20;0;0;0;0;0;0;6
3106007;Rimah;Mazhar;1;0;11;14;21;31;0;0;0;0;0;0;6
1807009;Al-Hodaida;Az Zaydiyah;1;0;10;10;14;47;0;0;0;0;0;0;6
3104004;Rimah;Kusmah;1;0;2;22;12;43;0;0;0;0;0;0;6
2205010;Sa'adah;Razih;1;0;2;3;5;5;0;0;0;0;0;0;6
2006013;Dhamar;Wusab Al Ali;1;0;12;27;27;27;0;0;0;0;0;0;6
2005027;Dhamar;Utmah;1;0;6;6;6;6;1;0;0;0;0;0;0
2114003;Shabwa;Habban;2;0;15;10;15;8;1;0;0;1;0;0;0
2515014;Lahj;Tuban;1;0;6;2;9;5;1;0;0;0;0;0;0
1407005;Al-baida;Attaffah;2;0;14;18;14;14;0;0;0;0;0;0;6
1726010;Hajjah;Najrah;1;0;4;9;9;9;0;0;0;0;0;0;6
2012013;Dhamar;Al Manar;1;0;6;13;21;22;0;0;0;0;0;0;6
2305012;Sana'a;Sanhan;2;0;3;3;3;6;1;0;0;1;0;0;0
1508001;Taiz;Mawza;1;0;3;13;13;16;0;0;0;0;0;0;6
1109004;Ibb;Hazm Al Udayn;1;0;7;18;7;1;1;0;0;0;0;1;4
2003002;Dhamar;Jabal Ash sharq;2;0;0;0;11;16;0;0;0;1;0;1;4
1511019;Taiz;Sabir Al Mawadim;1;0;2;3;2;2;0;0;0;0;0;0;6
2011019;Dhamar;Dawran Aness;1;0;12;3;13;26;0;0;0;0;0;0;6
1510005;Taiz;Mashra'ah wa Hadnan;1;0;2;2;2;2;0;0;0;0;0;0;6
2310007;Sana'a;Manakha;1;0;10;7;25;52;1;0;0;0;0;0;0
2214012;Sa'adah;Kitaf and Al  Buqa;1;0;0;11;14;14;0;0;0;0;0;0;6
2701006;Al-Mahweet;Shibam and Kawkaban;2;0;0;0;28;23;1;0;0;1;0;0;0
2004010;Dhamar;Maghirib Ans;1;0;11;11;11;11;1;0;0;0;0;0;0
3009011;Al-Dhala;Al Husha;1;0;12;14;12;12;0;0;0;0;0;0;6
1712003;Hajjah;Aslm;1;0;4;14;19;4;0;0;0;0;0;0;6
1202008;Abyan;Mudiyah;1;0;34;50;34;34;0;0;0;0;0;0;6
2301005;Sana'a;Hamdan;2;0;2;1;12;12;1;0;0;1;0;0;0
2011015;Dhamar;Dawran Aness;1;0;6;6;6;30;0;0;0;0;0;0;6
1106012;Ibb;As Saddah;2;0;5;7;7;16;0;0;0;0;0;0;6
2316011;Sana'a;Jahanh;1;0;10;11;12;20;0;0;0;0;0;0;6
2010025;Dhamar;Anss;1;0;10;10;18;20;0;0;0;0;0;0;6
2920015;Amran;Assurm;1;0;4;8;12;31;0;0;0;0;0;0;6
2919006;Amran;Khammer;1;0;0;7;9;36;1;0;0;0;0;0;0
1101010;Ibb;Al Qafr;1;0;19;22;15;15;0;0;0;0;0;0;6
2305008;Sana'a;Sanhan;2;0;4;4;7;10;1;0;0;0;0;0;0
2304006;Sana'a;Bani Hushaysh;2;0;0;5;8;9;1;0;0;1;0;0;0
2010018;Dhamar;Anss;2;0;8;8;21;20;1;0;0;1;0;0;0
1517018;Taiz;Haifan;1;0;4;3;3;1;0;0;0;0;0;0;6
1721009;Hajjah;Ash Shahil;1;0;4;4;25;22;0;0;0;0;0;0;6
2010010;Dhamar;Anss;2;0;12;6;13;13;1;0;0;0;0;0;0
2010009;Dhamar;Anss;1;0;13;8;16;16;1;0;0;0;0;0;0
2314001;Sana'a;Bani Dhabyan;1;0;11;12;12;31;0;0;0;0;0;0;6
2510022;Lahj;Al Qabbaytah;1;0;9;13;13;12;0;0;0;0;0;0;6
2316009;Sana'a;Jahanh;1;0;3;3;6;12;0;0;0;0;0;0;6
1802005;Al-Hodaida;Alluhaiyah;1;0;14;27;20;42;0;0;0;0;0;0;6
2003014;Dhamar;Jabal Ash sharq;1;0;2;12;12;33;0;0;0;0;0;0;6
1505037;Taiz;Maqbanah;1;0;6;6;6;6;0;0;0;0;0;0;6
1710001;Hajjah;Aflah Ash Shawm;2;0;6;11;17;6;0;0;0;0;0;0;6
1202004;Abyan;Mudiyah;1;0;8;20;8;8;0;0;0;0;0;0;6
1104001;Ibb;An Nadirah;2;0;5;9;5;9;0;0;0;0;0;0;6
1807024;Al-Hodaida;Az Zaydiyah;1;0;19;10;10;25;0;0;0;0;0;0;6
1208006;Abyan;Al Wade'a;1;0;4;4;4;11;0;0;0;0;0;0;6
2703024;Al-Mahweet;Ar Rujum;1;0;6;14;14;32;0;0;0;0;0;0;6
2512016;Lahj;Al Maqatirah;1;0;9;4;9;2;0;0;0;0;0;0;6
2007021;Dhamar;Wusab As Safil;1;0;23;38;31;39;0;0;0;0;0;1;4
1106008;Ibb;As Saddah;2;0;6;9;6;9;1;0;0;0;0;0;0
1726002;Hajjah;Najrah;2;0;6;8;8;8;1;0;0;1;0;0;0
2509006;Lahj;Al Musaymir;1;0;3;9;16;19;0;0;0;0;0;0;6
2314012;Sana'a;Bani Dhabyan;2;0;17;17;17;35;0;0;0;0;0;1;4
1211025;Abyan;khanfir;1;0;19;3;8;8;1;0;0;0;0;0;0
1503001;Taiz;Sharab As Salaam;1;0;4;10;8;6;0;0;0;0;0;0;6
3104008;Rimah;Kusmah;2;0;2;23;12;44;0;0;0;0;0;0;6
2908011;Amran;Zulaymat Habur;1;0;15;8;17;32;0;0;0;0;0;0;6
2007023;Dhamar;Wusab As Safil;1;0;19;29;23;37;0;0;0;0;0;0;6
2307008;Sana'a;Bani Matar;1;0;6;5;6;17;0;0;0;0;0;0;6
2007020;Dhamar;Wusab As Safil;1;0;26;29;29;44;0;0;0;0;0;1;4
1109014;Ibb;Hazm Al Udayn;1;0;5;22;5;5;0;0;0;0;0;0;6
1206001;Abyan;Rosod;1;0;34;16;22;1;1;0;0;0;0;0;0
3001007;Al-Dhala;Juban;1;0;16;18;2;2;0;0;0;0;0;0;6
2702005;Al-Mahweet;AtTawilah;1;0;5;5;30;27;0;0;0;0;0;0;6
2505002;Lahj;Habil Jabr;1;0;10;16;15;34;1;0;0;0;0;0;0
2209015;Sa'adah;Saqayn;1;0;4;5;4;6;0;0;0;0;0;0;6
2504009;Lahj;Yahar;1;0;17;25;32;19;0;0;0;0;0;0;6
1415008;Al-baida;Wald Rabi'a;1;0;6;3;0;5;0;0;0;0;0;0;6
3009015;Al-Dhala;Al Husha;1;0;12;8;17;17;0;0;0;0;0;0;6
1514005;Taiz;As Silw;2;0;4;3;5;2;1;0;0;1;0;0;0
1506007;Taiz;Al Mukha;1;0;6;5;3;3;0;0;0;0;0;0;6
1107013;Ibb;Al Makhadir;1;0;1;2;2;7;1;0;0;0;0;0;0
2906005;Amran;Al Madan;1;0;3;14;15;15;0;0;0;0;0;0;6
2006030;Dhamar;Wusab Al Ali;1;0;17;30;27;27;0;0;0;0;0;0;6
2510024;Lahj;Al Qabbaytah;1;0;6;10;2;8;0;0;0;0;0;0;6
3105010;Rimah;Al Jafariyah;2;0;6;26;14;50;0;0;0;0;0;0;6
2102006;Shabwa;At'talih;1;0;74;40;61;65;0;0;0;0;0;0;6
1502019;Taiz;Attazziah;2;0;3;3;4;3;1;0;0;1;0;0;0
2213004;Sa'adah;Al Hishuah;1;0;10;1;23;23;0;0;0;0;0;0;6
2006017;Dhamar;Wusab Al Ali;1;0;19;32;26;26;0;0;0;0;0;0;6
3106016;Rimah;Mazhar;2;0;12;16;26;26;0;0;0;0;0;0;6
1113003;Ibb;Ba'dan;2;0;11;3;2;11;0;0;0;0;0;0;6
2006012;Dhamar;Wusab Al Ali;1;0;7;22;22;22;0;0;0;0;0;0;6
1101014;Ibb;Al Qafr;1;0;4;12;4;12;1;0;0;1;0;0;0
3102016;Rimah;Al Jabin;1;0;4;22;4;48;0;0;0;0;0;0;6
1201001;Abyan;Al Mahfd;1;0;16;16;16;16;0;0;0;0;0;0;6
2003012;Dhamar;Jabal Ash sharq;1;0;6;6;6;21;0;0;0;0;0;0;6
2703014;Al-Mahweet;Ar Rujum;1;0;5;5;5;23;1;0;0;0;0;0;0
2214016;Sa'adah;Kitaf and Al  Buqa;1;0;1;5;6;6;0;0;0;0;0;0;6
1817016;Al-Hodaida;Bayt Al Faqiah;1;0;24;8;25;8;0;0;0;0;0;0;6
1413008;Al-baida;Rada;1;0;10;10;10;13;0;0;0;0;0;1;4
2005025;Dhamar;Utmah;1;0;6;6;6;6;1;0;0;0;0;0;0
2005023;Dhamar;Utmah;1;0;5;5;5;5;1;0;0;0;0;0;0
2909012;Amran;Dhi Bin;1;0;7;8;16;32;0;0;0;0;0;0;6
2005015;Dhamar;Utmah;1;0;8;15;15;15;0;0;0;0;0;0;6
2113015;Shabwa;Ataq;1;0;16;17;7;17;1;0;0;0;0;0;0
1108015;Ibb;Hubaysh;2;0;6;14;10;10;0;0;0;0;0;0;6
1817008;Al-Hodaida;Bayt Al Faqiah;1;0;13;14;14;46;0;0;0;0;0;0;6
1109007;Ibb;Hazm Al Udayn;1;0;10;14;10;5;0;0;0;0;0;0;6
2509011;Lahj;Al Musaymir;1;0;7;15;10;9;0;0;0;0;0;0;6
3007008;Al-Dhala;Jahaf;1;0;4;14;8;9;1;0;0;0;0;0;0
2005001;Dhamar;Utmah;1;0;7;7;7;7;1;0;0;0;0;0;0
2702013;Al-Mahweet;AtTawilah;1;0;3;11;19;27;0;0;0;0;0;0;6
2703008;Al-Mahweet;Ar Rujum;1;0;5;14;14;27;1;0;0;0;0;0;0
2004021;Dhamar;Maghirib Ans;1;0;13;13;13;13;1;0;0;0;0;0;0
1820007;Al-Hodaida;Al Khawkhah;1;0;8;8;21;21;0;0;0;0;0;0;6
3002018;Al-Dhala;Damt;1;0;11;12;9;12;0;0;0;0;0;0;6
1211023;Abyan;khanfir;1;0;24;13;13;13;1;0;0;0;0;0;0
2919027;Amran;Khammer;1;0;5;5;5;35;1;0;0;0;0;0;0
3001005;Al-Dhala;Juban;1;0;13;13;7;7;0;0;0;0;0;0;6
1117001;Ibb;Mudhaykhirah;2;0;6;11;6;3;1;0;0;1;0;0;0
2702015;Al-Mahweet;AtTawilah;1;0;5;13;18;27;0;0;0;0;0;0;6
2004007;Dhamar;Maghirib Ans;1;0;11;13;16;20;0;0;0;0;0;0;6
1104016;Ibb;An Nadirah;1;0;7;12;7;12;0;0;0;0;0;0;6
2515013;Lahj;Tuban;1;0;5;5;5;1;1;0;0;0;0;0;0
3105015;Rimah;Al Jafariyah;1;0;4;27;18;44;0;0;0;0;0;0;6
1813010;Al-Hodaida;Al Marawi'ah;2;0;6;9;25;28;0;0;0;0;0;0;6
2513003;Lahj;Al Madarihb & Al-Ara;1;0;12;12;10;8;0;0;0;0;0;0;6
1819011;Al-Hodaida;Hays;1;0;5;5;28;30;0;0;0;0;0;0;6
2003015;Dhamar;Jabal Ash sharq;1;0;1;10;10;32;0;0;0;0;0;0;6
1810005;Al-Hodaida;Bajil;1;0;11;8;8;52;0;0;0;0;0;0;6
2110008;Shabwa;Nisab;1;0;11;11;11;41;1;0;0;0;0;1;4
2003009;Dhamar;Jabal Ash sharq;1;0;5;5;5;22;0;0;0;0;0;0;6
1709006;Hajjah;Kuhlan Ash Sharaf;1;0;8;9;20;11;0;0;0;0;0;0;6
2003006;Dhamar;Jabal Ash sharq;1;0;7;7;10;17;0;0;0;0;0;0;6
3002009;Al-Dhala;Damt;2;0;2;11;9;11;0;0;0;0;0;0;6
3104009;Rimah;Kusmah;2;0;5;22;19;38;0;0;0;0;0;0;6
1118017;Ibb;Al mashan nah;2;0;1;1;1;1;0;0;0;0;0;0;6
2003007;Dhamar;Jabal Ash sharq;1;0;8;8;8;21;0;0;0;0;0;0;6
3004007;Al-Dhala;Ash Shu'ayb;1;0;21;23;17;11;0;0;0;0;0;0;6
2512010;Lahj;Al Maqatirah;1;0;17;15;12;12;0;0;0;1;0;0;0
1512008;Taiz;Al Misrakh;1;0;1;3;1;1;0;0;0;0;0;0;6
1709007;Hajjah;Kuhlan Ash Sharaf;1;0;9;9;22;13;0;0;0;0;0;0;6
1108004;Ibb;Hubaysh;1;0;5;20;5;5;0;0;0;0;0;0;6
2004011;Dhamar;Maghirib Ans;1;0;11;11;11;11;1;0;0;0;0;0;0
2910007;Amran;Kharef;1;0;6;6;12;29;1;0;0;1;0;0;0
1728017;Hajjah;Hajjah City;1;0;3;4;3;4;1;0;0;0;0;0;0
1807017;Al-Hodaida;Az Zaydiyah;1;0;10;10;10;38;0;0;0;0;0;0;6
