MIN_DISTANCE_AIRBORNE_2015,MIN_DISTANCE_AIRBORNE_2016,MIN_DISTANCE_GROUND_2015,MIN_DISTANCE_GROUND_2016,FACILITY_TYPE_MODELLED,ON_GRID_AVL,URBAN,ON_GRID,SOLAR_ONL,DIESEL_ONL,cluster
2.1924562,2.1924562,3.0125792,0.63485861,2,False,False,True,False,False,0
0.59201598,0.59201598,3.2388759,0.59201598,1,False,False,True,False,False,0
4.0666785,2.7810495,2.2089412,1.754568,2,False,False,True,False,False,0
3.5275831,3.5275831,3.3458707,0.16674791,2,False,False,True,False,False,0
5.5007205,4.469523,4.2546272,1.9176213,2,False,False,True,False,False,0
3.7455256,17.113728,3.8112972,3.2743087,2,False,False,False,True,False,1
0.47493824,7.0095444,0.47493824,0.45902702,2,False,True,False,True,False,1
9.6465521,14.592191,7.324008,6.3029633,1,False,False,False,False,False,0
0.53463501,7.7366719,0.53463501,0.50600332,2,False,True,True,False,False,2
3.7860246,5.3213429,3.7860246,3.7860246,2,False,False,False,False,False,0
6.9699569,17.582033,7.4318328,4.956315,3,False,False,False,True,False,1
3.9833946,3.307354,3.9833946,3.9833946,1,False,False,False,False,False,0
8.8708639,20.339304,3.6491599,3.6491599,1,False,False,False,True,False,1
4.2609124,13.008734,1.7698861,0.59104723,2,False,False,False,False,False,0
3.9628885,3.562604,3.9628885,3.9628885,1,False,False,False,False,False,0
8.8190403,14.697621,15.746457,9.5956202,1,False,False,False,True,False,1
11.557517,12.678677,14.192445,5.5277514,2,False,False,False,True,False,1
9.1699085,14.908675,11.922532,5.2318277,2,False,False,False,True,False,1
1.0362704,14.401536,3.6849275,3.3874979,1,False,False,False,False,False,0
4.989398,17.510748,6.5532293,6.3201971,1,False,False,False,True,False,1
4.0245972,10.977988,4.0245972,4.0075965,2,False,False,False,True,False,1
7.3266301,10.800293,7.3266301,7.1737127,1,False,False,False,True,False,1
5.3487563,6.3392148,5.3487563,4.5045075,2,False,False,False,True,False,1
6.5596304,12.973877,8.7627563,7.9789186,2,False,False,False,False,True,4
3.562849,14.499127,6.4824886,6.8286376,1,False,False,False,False,True,4
3.4704018,8.6503363,3.4704018,3.4704018,2,False,False,False,True,False,1
6.9419742,3.3800044,6.9419742,0.95929629,2,False,False,False,True,False,1
1.9799098,15.178752,3.8971326,2.3655891,2,False,False,False,True,False,1
4.799058,8.5697842,3.9294295,1.2463404,1,False,False,False,True,False,1
5.1452851,17.628252,2.0551786,1.2873809,2,False,False,False,True,False,1
10.644377,12.453577,8.229166,8.229166,2,False,False,False,True,False,1
8.568944,11.987549,8.568944,7.0506597,2,False,False,False,True,False,1
8.4778166,4.0297012,7.7380075,4.9170165,1,False,False,False,False,False,0
3.0302713,10.906659,4.1872897,3.5367534,2,False,False,False,True,False,1
11.265304,12.175398,11.265304,2.6656423,2,False,False,False,True,False,1
8.3900251,13.245195,8.3900251,4.5366201,1,False,False,False,False,False,0
5.8957663,12.172698,5.8957663,3.7578392,2,False,False,False,False,False,0
5.7385473,4.2194901,5.7385473,5.5035076,1,False,False,False,True,False,1
9.1449451,16.353889,4.3438735,4.3438735,1,False,False,False,True,False,1
12.996797,13.087184,8.7513838,8.7513838,2,False,False,False,False,False,0
0.9220407,8.1003485,0.9220407,0.8940953,3,False,True,False,True,False,1
6.7057614,6.1355524,6.1355524,5.7255721,1,False,False,False,False,False,0
1.8680925,1.4880104,1.8680925,1.8680925,1,False,False,False,False,False,0
6.5103445,3.700496,3.700496,3.700496,2,False,False,False,True,False,1
5.1741567,5.6614566,5.1741567,2.6392453,1,False,False,False,False,False,0
2.4649012,7.9226031,2.4649012,4.0616727,2,False,False,False,False,False,0
4.0813642,4.2636065,3.1350968,2.8617947,1,False,False,False,False,False,0
0.51010299,0.51010299,0.51010299,0.3100664,2,False,True,False,False,False,2
3.9373677,7.9633045,3.9373677,6.6520057,1,False,False,False,False,False,0
2.3428543,0.66953194,0.77991045,2.3428543,2,False,False,False,False,False,0
0.65538543,4.6419029,0.65538543,3.1926994,1,False,False,False,True,False,1
3.1906271,2.2035401,2.6125214,1.4554892,2,False,False,False,True,False,1
2.2279058,1.8033859,4.3192997,1.8033859,2,False,False,False,True,False,1
4.3676963,1.46658,4.3676963,0.58408976,2,False,False,False,True,False,1
3.7012711,3.7012711,3.7012711,0.77798665,1,False,False,False,False,False,0
0.78535795,0.78535795,0.78535795,0.78535795,3,False,True,False,True,False,1
2.5485492,2.5485492,4.0032458,2.3952079,2,False,False,False,True,False,1
4.3996816,3.6815243,4.3996816,2.6603277,2,False,False,False,True,False,1
2.2420104,1.8101814,2.2420104,0.78107423,3,False,False,False,True,False,1
3.3784842,4.6824174,2.4711123,0.086613409,2,False,False,False,True,False,1
4.1222739,2.9107168,3.5247762,0.64398241,2,False,False,False,False,False,0
4.9404364,4.3724389,1.7576654,1.4514179,1,False,False,False,True,False,1
1.0379169,1.8945626,1.8945626,1.8945626,2,False,False,False,False,False,0
2.8718064,3.3241477,2.057332,2.4968984,2,False,False,False,False,True,4
2.5393322,2.3888264,1.5814326,2.5379999,1,False,False,False,False,False,0
3.8491867,1.9931833,3.4770312,0.5781641,2,False,False,False,True,False,1
4.3353095,3.3304586,3.3214707,0.76712203,1,False,False,False,False,False,0
4.444346,3.4431589,3.2192659,0.87586087,1,False,False,False,False,False,0
3.2304466,1.876809,1.876809,1.876809,2,False,False,False,True,False,1
3.1612563,1.8340619,1.8340619,1.8340619,1,False,False,False,False,True,4
1.810569,0.73183995,0.73183995,0.73183995,2,False,False,False,False,False,0
4.4474177,3.3447568,3.3447568,3.3447568,1,False,False,False,False,False,0
0.48132309,0.48132309,0.48132309,0.48132309,3,False,True,True,False,False,2
0.27665508,1.6758724,0.27665508,0.27665508,3,False,True,True,False,False,2
0.24511489,0.19743638,0.7685352,0.19743638,3,False,True,False,True,False,1
0.34287515,0.34287515,0.34287515,0.34287515,2,False,True,True,False,False,2
0.11831728,1.6650696,0.11831728,0.11831728,2,False,True,True,False,False,2
0.2937431,1.2435359,0.33369467,0.31916156,3,False,True,False,True,False,1
0.92950803,1.9543334,0.43776613,0.43776613,2,False,True,True,False,False,2
0.04262628,0.14256032,0.77138311,0.14256032,3,False,True,True,False,False,2
0.60562617,1.1658413,0.44345096,0.44345096,3,False,True,True,False,False,2
0.73181158,1.095499,0.47216931,0.47216931,2,False,True,True,False,False,2
0.86542886,0.86542886,0.4396863,0.4396863,2,False,True,True,False,False,2
0.53883237,0.53883237,0.53883237,0.53883237,3,False,True,True,False,False,2
0.70551354,0.70551354,0.030274572,0.030274572,3,False,True,True,False,False,2
1.0777618,0.90845549,0.2151881,0.90845549,3,False,True,False,False,False,2
0.74460548,1.0328877,0.14916919,0.74460548,2,False,True,True,False,False,2
0.70085782,1.1430563,0.42623654,0.42623654,3,False,True,True,False,False,2
0.48638442,1.2997378,0.31894693,0.48638442,3,False,True,False,True,False,1
0.53999698,0.53999698,0.53999698,0.53999698,3,False,True,True,False,False,2
0.59163088,0.59163088,0.53811753,0.53811753,3,False,True,True,False,False,2
0.12197258,0.12197258,0.12197258,0.12197258,2,False,True,True,False,False,2
0.68608814,0.68608814,0.042701311,0.042701311,2,False,True,True,False,False,2
0.95109826,1.0586481,0.38761774,0.95109826,3,False,True,True,False,False,2
0.98429048,0.99568629,0.44095251,0.98429048,2,False,True,True,False,False,2
0.97317117,0.98176479,0.44138029,0.97317117,3,False,True,True,False,False,2
1.114115,1.2243768,0.47158375,0.47158375,3,False,True,True,False,False,2
0.72382367,0.72382367,0.015779978,0.015779978,3,False,True,False,True,False,1
0.82602507,1.0690064,0.3619664,0.3619664,2,False,True,True,False,False,2
0.2780934,0.2780934,0.2780934,0.2780934,2,False,True,True,False,False,2
0.44535881,1.1026285,0.44535881,0.41984424,3,False,True,True,False,False,2
0.8768428,0.59571767,0.59571767,0.48903865,1,False,True,True,False,False,2
0.75363642,0.7078827,0.46153548,0.62037426,2,False,True,True,False,False,2
0.16175267,0.92439604,0.16175267,0.4664095,3,False,True,True,False,False,2
0.48307452,0.47357917,0.48307452,0.48307452,2,False,True,False,False,False,2
0.90958786,0.85472876,0.10623629,0.10623629,2,False,True,True,False,False,2
0.37436515,0.79354793,0.37436515,0.33406982,3,False,True,True,False,False,2
0.2631602,0.2631602,0.2631602,0.2631602,3,False,True,True,False,False,2
0.53512239,0.53512239,0.53512239,0.53512239,3,False,True,True,False,False,2
0.72166008,0.6659959,0.089179277,0.089179277,3,False,True,False,True,False,1
0.78514415,8.2714529,7.3951015,3.762099,3,False,True,True,False,False,2
1.0339451,8.5891285,7.7421679,3.6201563,3,False,True,False,True,False,1
3.5114496,12.161826,12.555083,3.6828268,2,False,False,False,False,True,4
1.1861366,8.2893114,11.791365,2.4199214,1,False,False,False,False,True,4
5.2780838,10.357499,10.740702,6.5745549,2,False,False,False,False,True,4
3.6232569,5.5519948,5.1362209,5.8958874,1,False,False,False,False,False,0
5.5946212,9.0180168,16.171314,7.3587751,2,False,False,False,False,True,4
6.5035639,1.0565841,11.50162,6.901762,1,False,False,False,True,False,1
6.1766882,5.2641602,4.5164204,4.5164204,2,False,False,False,False,False,0
3.3454461,3.3454461,1.4277306,3.112901,2,False,False,False,False,False,0
4.9808674,6.1810975,6.6308255,6.6308255,1,False,False,False,False,False,0
6.2707186,6.8314247,6.9187179,6.9187179,1,False,False,False,False,False,0
10.131666,4.8477268,9.5906858,4.8477268,2,False,False,False,True,False,1
10.983511,7.1005783,13.949434,7.1005783,2,False,False,False,True,False,1
11.277303,2.488513,11.277303,2.488513,2,False,False,False,True,False,1
11.547829,2.3125598,10.262145,2.3125598,3,False,False,False,True,False,1
9.5196943,5.646657,8.8547573,5.646657,2,False,False,False,True,False,1
8.5622559,4.9329085,8.5622559,4.9329085,1,False,False,False,False,False,0
7.0431867,5.9393148,7.0431867,7.0117188,2,False,False,False,True,False,1
9.9384699,3.6126807,7.9950314,3.6126807,2,False,False,False,True,False,1
8.9545479,2.2591939,6.6035786,2.2591939,2,False,False,False,True,False,1
9.2859697,1.7581149,6.722538,1.7581149,2,False,False,False,True,False,1
6.7656631,3.8824828,5.2135649,3.2022526,1,False,False,False,True,False,1
8.3328037,4.4562454,8.1286354,4.9257174,1,False,False,False,True,False,1
6.1558852,0.89588928,6.1558852,2.5628445,3,False,False,False,True,False,1
5.6987514,7.8362637,5.6987514,5.6637034,2,False,False,False,True,False,1
9.8562546,8.9346752,9.8562546,4.7285938,2,False,False,False,True,False,1
3.3213606,3.2729976,3.3213606,1.772612,2,False,False,False,True,False,1
13.642474,0.88880783,12.26834,0.88880783,2,False,False,False,True,False,1
6.6194129,8.0634985,6.6194129,6.5870581,1,False,False,False,False,False,0
9.1211615,6.5447893,9.1211615,6.5447893,1,False,False,False,True,False,1
4.7890711,2.7047942,6.2345786,2.6688368,1,False,False,True,False,False,0
10.44077,4.9109402,8.6273413,4.9109402,1,False,False,False,False,False,0
8.6576748,6.1994009,7.192842,4.4816031,1,False,False,True,False,False,0
6.852253,6.5274949,5.0589652,3.900795,2,False,False,True,False,False,0
8.5755014,1.1227334,5.8679361,1.1227334,2,False,False,True,False,False,0
9.2238092,1.28969,6.5287666,1.28969,1,False,False,True,False,False,0
7.137651,1.336324,4.1607103,1.336324,1,False,False,True,False,False,0
2.1980107,6.8304763,6.8304763,15.394074,2,False,False,False,True,False,1
3.8870566,3.8870566,3.8870566,20.130606,1,False,False,False,False,False,0
3.2739573,3.2739573,3.2739573,20.644976,1,False,True,False,False,False,2
0.4203411,10.523037,10.523037,14.286185,2,False,False,False,True,False,1
1.6030121,1.6030121,1.6030121,19.896627,2,False,False,False,False,False,0
0.41673678,0.41673678,0.41673678,0.41673678,3,False,True,False,True,False,1
0.37346119,0.37346119,0.37346119,0.37346119,1,False,True,False,True,False,1
0.36428475,0.36428475,0.36428475,0.36428475,2,False,True,True,False,False,2
0.54037589,0.54037589,10.275035,10.275035,3,False,True,False,True,False,1
2.5793762,2.5793762,2.5793762,2.5793762,3,False,True,False,False,False,2
4.6961594,4.6961594,18.815851,38.893852,1,False,False,False,True,False,1
0.24671543,0.24671543,0.24671543,20.78079,1,False,False,False,True,False,1
3.3712189,7.6188526,8.8657856,12.191309,1,False,False,False,True,False,1
3.9175892,3.9175892,5.7508063,7.3062382,1,False,False,False,True,False,1
3.4670668,5.754642,6.1922598,6.1922598,1,False,False,False,True,False,1
0.12792358,0.12792358,0.12792358,0.12792358,2,False,True,True,False,False,2
0.2146492,0.2146492,0.2146492,0.2146492,2,False,True,True,False,False,2
0.86382604,0.86382604,0.86382604,0.86382604,2,False,True,False,True,False,1
4.3691778,4.3691778,13.151825,13.151825,1,False,False,False,True,False,1
2.3895059,2.3895059,0.082789242,5.5481892,1,False,False,False,True,False,1
3.5569119,4.1851678,4.1302919,5.8650641,1,False,False,False,True,False,1
0.78538346,0.78538346,0.78538346,0.78538346,3,False,True,False,True,False,1
12.770168,14.16685,14.16685,13.697375,1,False,False,False,True,False,1
18.694237,18.694237,24.053228,23.950312,1,False,False,False,False,False,0
9.4652681,14.765692,35.904648,35.904648,1,False,False,False,False,False,0
11.745208,0.63487631,48.63628,48.63628,1,False,False,False,True,False,1
1.8623564,1.8623564,29.392998,35.5336,2,False,False,False,False,True,4
0.42046565,2.8014207,19.836651,26.377241,1,False,False,False,True,False,1
8.3189344,8.3189344,34.868416,35.910416,1,False,False,False,True,False,1
11.060393,11.045303,28.931746,30.236601,1,False,False,False,True,False,1
16.245668,18.100306,19.027969,37.308079,1,False,False,False,True,False,1
3.4223623,3.4223623,14.634506,24.528553,1,False,False,False,False,False,0
4.8783302,9.9145727,27.093636,25.687149,1,False,False,False,True,False,1
2.5481596,2.5481596,18.774164,29.563749,2,False,False,False,True,False,1
0.51402467,0.49222606,25.363455,19.811293,3,False,True,False,True,False,1
1.2326776,1.238461,26.888233,19.965708,2,False,True,False,True,False,1
0.53671408,0.51565367,25.33724,19.812416,3,False,True,False,False,True,4
0.65741211,0.63335049,25.460104,20.033648,2,False,True,True,False,False,2
0.80732065,0.81250936,26.461985,19.821108,2,False,True,True,False,False,2
4.0003848,4.0096178,29.628096,20.666122,3,False,False,False,True,False,1
2.1497881,2.1497881,13.746342,17.168962,1,False,False,False,True,False,1
0.28446734,0.28446734,15.576547,16.530708,2,False,True,False,True,False,1
0.57341981,0.57341981,16.190811,16.190811,1,False,False,False,True,False,1
0.28898281,0.28898281,16.081957,16.081957,2,False,True,False,True,False,1
3.6160316,5.3210926,3.6160316,13.369992,2,False,False,False,True,False,1
3.5366583,5.4361072,3.5366583,13.437939,2,False,False,False,True,False,1
5.6422992,2.5519533,5.861918,12.503717,1,False,False,False,True,False,1
7.2968159,2.0005262,7.2968159,15.664876,2,False,False,False,False,False,0
0.3661463,0.3661463,0.3661463,18.6089,2,False,True,False,True,False,1
4.0678096,4.0678096,4.0678096,21.223982,1,False,False,False,False,False,0
1.4340767,7.3518519,1.4340767,12.256892,2,False,False,False,True,False,1
1.4383471,7.3597221,1.4383471,12.172819,2,False,False,False,True,False,1
5.7123294,5.4706583,5.7123294,7.9892054,1,False,False,False,False,False,0
5.8621521,5.8621521,10.244648,11.357877,2,False,False,False,True,False,1
3.0856645,3.0856645,7.1569438,14.062771,2,False,False,False,True,False,1
7.1340032,7.1340032,11.898087,9.6438198,1,False,False,False,False,False,0
5.4052725,5.4052725,10.0564,11.312057,1,False,False,False,False,False,0
5.5493841,5.5493841,10.535698,10.680655,2,False,False,False,True,False,1
0.6800158,0.6800158,6.3703246,14.907572,2,False,True,False,True,False,1
0.72741282,0.72741282,5.5963612,15.610293,1,False,True,False,True,False,1
1.9002239,1.9002239,7.634604,13.615319,1,False,False,False,False,False,0
1.8339608,1.8339608,4.6976705,16.196247,1,False,False,False,False,False,0
1.7699386,1.7699386,4.2807693,16.877399,2,False,False,False,True,False,1
0.12195822,6.5070205,0.12195822,12.382028,2,False,False,False,True,False,1
0.30212709,0.30212709,4.7366586,10.431006,2,False,False,False,True,False,1
3.429327,3.429327,5.520412,12.824582,1,False,False,False,False,False,0
3.81796,3.8190081,1.2332776,13.615019,1,False,False,False,False,False,0
0.1532224,6.5223637,0.1532224,12.322511,2,False,False,False,False,False,0
0.14137091,6.5255647,0.14137091,12.351655,2,False,False,False,True,False,1
0.16355945,6.5478954,0.16355945,12.334119,1,False,False,False,False,False,0
4.0109272,4.5127444,1.9427379,14.651069,1,False,False,False,False,False,0
9.4244814,9.4244814,12.076004,12.899574,1,False,False,False,True,False,1
2.5143089,2.5143089,7.8289065,13.05651,1,False,False,False,True,False,1
1.7923976,1.7923976,4.2290587,16.940166,1,False,False,False,False,False,0
2.5338058,2.5338058,7.8472919,13.035885,2,False,False,False,True,False,1
0.31306836,6.4710546,0.31306836,12.225085,2,False,False,False,True,False,1
4.0132275,4.0132275,4.6623845,9.2188225,1,False,False,False,True,False,1
3.5661871,17.688688,21.596102,22.467424,2,False,True,False,True,False,1
4.3087168,12.994615,23.372524,17.672129,1,False,False,False,False,False,0
4.25635,13.796803,26.137535,25.751818,1,False,False,False,False,False,0
1.3936212,12.831129,25.305748,22.030405,1,False,False,False,False,False,0
5.3281918,8.0333099,19.730598,7.2813835,1,False,False,False,True,False,1
5.9680314,6.7683492,21.726442,9.6260529,2,False,False,False,True,False,1
6.5075808,7.8376617,20.573479,9.4896011,2,False,False,False,True,False,1
6.5728207,7.9402981,20.468878,9.4932814,2,False,False,False,True,False,1
6.8940287,8.4184322,19.987036,9.5337343,2,False,False,False,True,False,1
8.3654709,9.4337959,19.773314,11.015308,1,False,False,False,False,False,0
8.6655006,9.1355085,22.298248,13.328818,1,False,False,False,False,False,0
7.8522921,10.298715,17.72892,8.9984798,1,False,False,False,False,False,0
9.7754574,11.668419,17.174248,11.111221,1,False,False,False,True,False,1
5.593771,11.167466,16.923529,5.593771,2,False,False,False,False,False,0
7.5808053,8.488862,13.693898,7.5808053,2,False,False,False,True,False,1
7.6669779,8.5102034,13.662469,7.6669779,1,False,False,False,True,False,1
7.382834,9.931531,14.726471,7.382834,1,False,False,False,True,False,1
4.7699018,10.697198,17.615688,4.7699018,1,False,False,False,True,False,1
3.9336216,9.1457567,19.298319,3.9336216,1,False,False,False,False,False,0
2.2667704,10.786192,18.564615,2.2667704,1,False,False,False,False,False,0
5.5268612,10.089996,14.625679,5.5268612,1,False,False,False,True,False,1
0.27198687,10.44197,19.864756,0.27198687,2,False,True,False,True,False,1
4.5895481,8.4146309,25.731974,5.7729053,1,False,False,False,True,False,1
0.24397407,10.422402,19.892759,0.24397407,2,False,True,False,True,False,1
6.4501314,10.237966,13.321506,7.5314884,1,False,False,False,True,False,1
5.9142132,7.2141199,9.5678568,10.953156,1,False,False,False,True,False,1
7.2810817,8.4582024,12.866207,7.2810817,1,False,False,False,True,False,1
4.0868368,6.576715,9.7953281,17.089117,1,False,False,False,True,False,1
7.3383255,12.377731,27.643591,9.0281906,1,False,False,False,False,False,0
8.2963657,11.365648,23.987474,8.2963657,2,False,True,False,True,False,1
4.4376845,14.442074,18.588074,4.4376845,1,False,False,False,False,False,0
5.4595022,14.218679,16.140184,8.5938616,1,False,False,False,False,False,0
2.8967845,12.425979,14.048425,13.644847,1,False,False,False,False,False,0
7.0004168,7.0004168,20.009607,14.814759,1,False,False,False,False,False,0
5.1420574,8.9630022,28.861671,8.9692011,1,False,False,False,True,False,1
5.903779,9.1181812,32.779076,13.07135,1,False,False,False,True,False,1
4.6488032,4.6488032,33.261147,15.421878,2,False,True,False,False,False,2
4.6697264,4.6697264,33.327137,15.237189,3,False,True,False,True,False,1
3.1667504,5.9028425,30.461817,10.37376,1,False,False,False,True,False,1
4.9629922,5.410419,32.433563,12.342774,1,False,False,False,True,False,1
1.3266995,3.6683412,24.421247,6.8750353,1,False,False,False,False,False,0
2.637908,3.768065,23.972969,7.7717156,1,False,False,False,True,False,1
1.441492,5.6238322,24.306568,4.7450314,1,False,True,False,False,False,2
2.1831622,6.6262846,21.962313,4.2663941,1,False,False,False,False,False,0
2.4127958,2.4127958,29.616816,10.904703,1,False,False,False,False,False,0
1.224008,2.7376146,27.841206,8.7046146,2,False,False,False,True,False,1
1.4602356,3.7353427,25.56419,6.6400328,1,False,False,False,False,False,0
0.56467879,0.56467879,27.473026,10.419791,3,False,True,False,False,True,4
2.1610401,2.1610401,26.689783,10.870419,1,False,False,False,False,False,0
3.3837996,4.9270759,28.958603,15.06825,1,False,False,False,False,False,0
3.0176356,6.9916816,27.077312,17.099907,1,False,False,False,True,False,1
2.1521103,2.1521103,28.188078,12.031624,1,False,False,False,False,False,0
9.5226784,2.7018521,9.5226784,22.654522,1,False,False,False,False,False,0
2.3953738,2.3953738,25.811239,9.9765425,1,False,False,False,False,False,0
2.1265972,2.1265972,25.870674,9.7075911,1,False,False,False,False,False,0
1.1528177,1.1528177,28.070616,9.843174,1,False,False,False,True,False,1
1.2966135,5.2312608,27.687536,7.6413927,1,False,False,False,False,False,0
2.8297658,6.5764346,28.690172,8.5642405,1,False,False,False,True,False,1
5.0621514,5.0621514,23.577679,10.016692,1,False,False,False,False,False,0
5.0327148,5.5360403,22.732777,9.2753601,2,False,False,True,False,False,0
7.475924,8.4997606,29.077063,17.151745,2,False,False,False,True,False,1
6.9768939,6.9768939,27.886648,19.170094,1,False,False,False,True,False,1
8.70156,8.70156,25.654615,15.412477,1,False,False,False,True,False,1
5.9634919,5.9634919,24.630903,12.261062,2,False,False,False,True,False,1
3.1110291,3.1110291,27.049099,11.939919,1,False,False,False,True,False,1
5.2847633,5.2847633,24.446821,11.405676,2,False,False,True,False,False,0
5.4468951,5.4468951,24.841303,11.968776,2,False,False,True,False,False,0
12.721235,10.639224,13.147243,26.113886,1,False,False,False,False,False,0
9.7680378,9.7680378,12.890363,21.359623,2,False,True,False,False,False,2
10.222636,10.222636,12.157181,19.702082,1,False,False,False,False,False,0
11.320685,11.320685,11.077052,20.117102,1,False,False,False,True,False,1
8.2292137,8.2292137,14.788947,17.096395,1,False,False,False,False,False,0
4.1083302,4.1083302,17.289822,18.50136,1,False,False,False,True,False,1
7.5083551,7.5083551,14.151539,15.884009,1,False,False,False,False,False,0
6.5658574,6.5658574,8.8302727,13.125506,2,False,False,False,True,False,1
8.7009621,8.7009621,10.040236,13.81964,1,False,False,True,False,False,0
5.035646,5.035646,6.3764319,10.952057,1,False,False,True,False,False,0
3.785902,7.0176649,3.785902,7.7762938,1,False,False,False,True,False,1
10.327518,10.327518,8.2548704,17.456825,1,False,False,False,False,False,0
10.959707,10.959707,11.739896,15.113356,1,False,False,True,False,False,0
6.8604679,6.345202,8.37749,11.972264,1,False,False,False,False,False,0
3.2882376,3.2882376,10.223742,16.097788,1,False,False,False,False,False,0
0.44007725,0.44007725,7.4868407,12.523883,2,False,True,False,True,False,1
5.6092596,7.8531957,5.6092596,7.8531957,1,False,False,False,True,False,1
5.2282472,7.195682,5.2282472,8.3882999,1,False,False,False,False,False,0
2.1234236,5.0697236,2.1234236,5.0697236,2,False,True,False,False,False,2
4.5392866,6.9839606,4.5392866,6.9839606,1,False,False,False,False,False,0
2.5115347,8.378459,8.378459,8.378459,1,False,False,False,True,False,1
7.7512069,11.744729,11.744729,11.744729,1,False,False,False,False,False,0
4.8618569,9.5656958,9.5656958,9.5656958,1,False,False,False,False,True,4
5.3540058,11.733329,11.733329,11.733329,1,False,False,False,True,False,1
0.32228079,6.8986177,6.8986177,6.8986177,3,False,True,False,True,False,1
2.5003269,9.3388882,9.3388882,9.3388882,1,False,False,False,False,False,0
3.3847258,3.8408656,3.8408656,3.8408656,1,False,False,False,False,False,0
3.9340794,5.8064952,5.8064952,5.8064952,2,False,False,False,True,False,1
1.4217397,5.7537851,5.7537851,5.7537851,1,False,False,False,False,True,4
4.8850117,7.7373347,7.7373347,7.7373347,2,False,False,False,False,False,0
5.420382,7.9958553,7.9958553,7.9958553,1,False,False,False,False,False,0
0.82266867,7.0936685,7.0936685,7.0936685,1,False,False,False,False,False,0
2.893574,5.8182282,5.8182282,5.8182282,1,False,False,False,False,False,0
1.7877104,6.9606586,6.9606586,6.9606586,1,False,False,False,False,False,0
2.8012104,7.6783113,7.6783113,7.6783113,1,False,False,False,False,False,0
1.8351542,5.3400459,5.3400459,5.3400459,1,False,False,False,False,False,0
0.76817876,0.76817876,29.454062,17.254408,1,False,False,False,True,False,1
1.6591219,1.6591219,29.498861,16.040241,1,False,False,False,True,False,1
2.546283,2.546283,26.289562,19.268366,1,False,False,False,True,False,1
2.4215643,4.8480043,24.825939,19.600746,1,False,False,False,True,False,1
1.2733294,6.1122541,23.666071,20.535404,2,False,False,False,True,False,1
1.0001042,6.4608884,24.140116,19.840523,2,False,False,False,True,False,1
0.60418975,0.60418975,28.33905,18.100018,3,False,True,True,False,False,2
4.1725225,4.1725225,25.366707,21.644968,1,False,False,False,False,False,0
3.4701869,3.4701869,32.10997,15.892224,1,False,False,False,False,False,0
3.5422802,3.5422802,32.220417,15.719919,1,False,False,False,False,False,0
3.7949617,9.8475304,32.012978,15.339821,1,False,False,False,False,True,4
5.8418088,7.6467595,31.719213,23.105318,1,False,False,False,False,True,4
8.5930729,8.5930729,33.622959,20.999428,1,False,False,False,False,True,4
8.6270103,10.142718,34.496387,22.579617,1,False,False,False,False,True,4
6.875659,6.875659,33.628201,18.697741,1,False,False,False,False,True,4
9.7424641,9.7424641,32.523643,23.380814,2,False,True,False,True,False,1
6.6331472,6.6331472,30.314369,21.766174,1,False,False,False,True,False,1
7.5612154,7.5612154,28.477737,23.72958,1,False,False,False,False,True,4
5.107604,5.107604,28.259485,21.667404,1,False,False,False,True,False,1
11.81439,9.9021378,33.425392,22.361145,1,False,False,False,True,False,1
12.721169,7.5311422,26.297138,17.638515,1,False,False,False,True,False,1
7.6923389,11.336617,17.636999,17.636999,1,False,False,False,True,False,1
7.5404229,8.3968124,35.114044,18.803917,1,False,False,False,True,False,1
3.478296,11.066913,34.432415,19.392666,1,False,False,False,True,False,1
9.0060253,12.921675,12.921675,12.921675,1,False,False,False,False,False,0
10.225692,14.939148,14.939148,14.939148,1,False,False,False,False,False,0
8.4014893,13.572893,13.572893,13.572893,2,False,True,False,True,False,1
7.6469517,13.065028,13.065028,13.065028,1,False,False,False,False,False,0
13.124973,9.9693022,21.244522,15.448359,1,False,False,False,True,False,1
9.2603273,7.0191989,16.648315,16.455624,1,False,False,False,False,False,0
0.27300897,13.120809,17.852283,3.7658989,1,False,False,False,True,False,1
6.6177773,8.9852571,15.663974,4.0082965,1,False,False,False,True,False,1
13.126134,2.988265,21.308483,11.834013,2,False,True,False,True,False,1
14.027309,2.1425991,21.627775,10.948445,2,False,True,False,False,True,4
12.669621,4.3984351,17.701797,13.665983,1,False,False,False,True,False,1
14.586078,14.586078,21.623066,20.470201,1,False,False,False,True,False,1
5.9410849,8.8238897,23.116249,4.0827656,1,False,False,False,True,False,1
4.235713,12.003319,15.368912,16.527569,1,False,False,False,False,False,0
6.3834424,9.9753046,13.671509,18.662567,1,False,False,False,False,False,0
7.8320279,10.01849,17.63793,17.63793,1,False,False,False,False,False,0
4.6606483,12.729282,12.729282,12.729282,1,False,False,False,False,False,0
4.9033213,10.604131,10.604131,10.604131,1,False,False,False,False,False,0
2.6647243,13.282171,14.520217,14.662347,1,False,False,False,False,False,0
2.1281993,13.845389,14.399823,14.399823,1,False,False,False,False,False,0
0.6366967,11.815836,11.815836,11.815836,2,False,True,False,True,False,1
0.69738644,12.181,12.181,12.181,3,False,True,False,True,False,1
0.61398405,12.771476,12.771476,12.771476,1,False,False,False,False,False,0
5.1477537,12.544688,12.544688,12.544688,1,False,False,False,False,False,0
5.2094803,12.203997,12.203997,14.262501,1,False,False,False,False,False,0
3.3475542,12.275655,12.275655,12.275655,1,False,False,False,False,False,0
