pc 1,pc 2,cluster
-1.05,2.13,2.0
-1.102,2.758,2.0
-1.05,2.13,2.0
-0.794,1.768,2.0
-0.737,0.598,2.0
-1.117,2.757,2.0
-1.085,2.759,2.0
-0.865,1.135,2.0
-0.879,0.591,2.0
-1.071,2.76,2.0
-1.119,2.215,2.0
-1.123,2.757,2.0
-1.094,2.759,2.0
-0.392,0.613,2.0
-0.673,-0.66,2.0
-0.862,0.875,2.0
-0.633,-1.287,2.0
-0.45,-1.111,2.0
-0.864,0.592,2.0
-0.804,-0.665,2.0
-1.129,2.757,2.0
-1.061,2.13,2.0
-1.063,2.129,2.0
-1.068,2.129,2.0
-0.867,0.592,2.0
-0.792,-0.035,2.0
-0.712,-0.031,2.0
-1.029,2.131,2.0
-0.826,0.594,2.0
-1.02,2.132,2.0
-0.984,2.136,2.0
-0.861,0.592,2.0
-1.122,2.757,2.0
-1.117,2.758,2.0
-1.06,2.13,2.0
-1.055,2.13,2.0
-1.037,2.131,2.0
-1.129,2.757,2.0
-1.115,2.758,2.0
-1.047,2.131,2.0
-1.048,2.13,2.0
-1.12,2.757,2.0
-1.128,2.757,2.0
-0.918,1.22,2.0
-1.049,2.131,2.0
-1.115,2.758,2.0
-1.12,2.757,2.0
-1.119,2.757,2.0
-1.069,2.129,2.0
-0.87,1.135,2.0
-1.109,2.758,2.0
-1.041,2.131,2.0
-1.109,2.758,2.0
-1.109,2.758,2.0
-1.048,2.131,2.0
-1.063,2.129,2.0
-1.117,2.758,2.0
-0.981,1.503,2.0
-1.049,2.13,2.0
-1.125,2.757,2.0
-0.861,0.592,2.0
-1.055,2.13,2.0
-1.123,2.757,2.0
-1.131,2.757,2.0
-1.12,2.757,2.0
-0.924,2.767,2.0
-0.578,-1.284,2.0
-0.511,-0.022,2.0
-1.059,2.13,2.0
-0.97,0.958,2.0
-1.069,2.129,2.0
-1.065,2.129,2.0
-0.54,2.147,2.0
-0.335,1.152,2.0
-0.214,0.616,2.0
-0.386,-0.02,2.0
-0.326,0.619,2.0
-0.736,0.6,2.0
-0.399,1.779,2.0
-0.494,-0.02,2.0
-0.74,0.51,2.0
-0.795,0.507,2.0
-0.787,0.508,2.0
-0.783,0.508,2.0
-1.051,2.13,2.0
-1.053,2.13,2.0
-1.057,2.13,2.0
-0.737,0.511,2.0
-0.852,1.135,2.0
-0.8,0.507,2.0
-1.116,2.758,2.0
-0.146,0.536,2.0
-0.262,1.16,2.0
-0.486,2.785,2.0
-0.215,0.626,2.0
0.15,0.636,2.0
0.115,1.177,2.0
-0.86,0.592,2.0
-0.508,1.148,2.0
-0.376,-0.647,2.0
-0.492,2.779,2.0
-0.843,0.593,2.0
-0.869,0.592,2.0
-0.922,1.762,2.0
-0.764,1.14,2.0
-0.773,0.508,2.0
-0.845,1.135,2.0
-0.905,1.221,2.0
-0.917,1.762,2.0
-0.828,1.136,2.0
-0.854,1.135,2.0
-0.849,1.136,2.0
-0.85,1.136,2.0
-0.848,1.136,2.0
-0.847,1.136,2.0
-0.837,1.136,2.0
-0.835,1.136,2.0
-0.917,1.763,2.0
-0.831,0.594,2.0
-1.057,2.13,2.0
-1.056,2.13,2.0
-0.878,1.223,2.0
-0.879,1.223,2.0
-0.732,-0.032,2.0
-0.881,1.223,2.0
-1.096,2.758,2.0
5.439,1.889,2.0
3.068,0.715,2.0
2.376,1.278,2.0
2.444,0.651,2.0
1.011,1.762,2.0
0.246,1.784,2.0
0.045,1.055,2.0
0.071,1.056,2.0
-0.083,1.683,2.0
-0.047,2.053,2.0
-0.204,3.307,2.0
0.334,1.704,2.0
0.057,1.685,2.0
0.105,1.694,2.0
-0.18,3.314,2.0
0.154,1.064,2.0
0.299,1.074,2.0
-0.031,2.692,2.0
0.267,1.703,2.0
1.287,2.764,2.0
1.512,1.771,2.0
0.814,2.119,2.0
0.964,1.12,2.0
0.598,2.104,2.0
0.944,1.118,2.0
0.927,1.118,2.0
0.882,1.747,2.0
0.879,1.113,2.0
0.679,0.56,2.0
0.672,1.102,2.0
0.308,2.714,2.0
0.384,1.718,2.0
0.388,1.079,2.0
0.633,1.099,2.0
0.53,1.087,2.0
0.465,1.084,2.0
0.243,2.708,2.0
0.462,1.716,2.0
0.322,1.076,2.0
0.619,1.099,2.0
0.52,1.092,2.0
0.202,3.342,2.0
0.265,2.715,2.0
0.468,1.719,2.0
0.286,2.717,2.0
0.458,1.719,2.0
0.284,2.715,2.0
0.472,1.177,2.0
0.592,1.095,2.0
0.928,1.118,2.0
1.407,1.787,2.0
0.994,1.761,2.0
0.885,1.757,2.0
0.768,3.384,2.0
2.348,1.834,2.0
4.186,1.283,2.0
3.361,1.869,2.0
1.86,1.156,2.0
1.969,1.162,2.0
1.796,2.414,2.0
0.341,1.073,2.0
0.839,2.737,2.0
-0.165,3.313,2.0
1.145,1.117,2.0
0.121,1.061,2.0
0.132,1.061,2.0
0.045,1.688,2.0
2.199,3.463,2.0
0.133,1.69,2.0
0.273,1.068,2.0
-0.262,2.672,2.0
-0.058,3.312,2.0
1.592,0.626,2.0
1.046,1.598,2.0
0.982,2.38,2.0
0.796,2.361,2.0
2.837,1.854,2.0
2.181,1.821,2.0
2.228,0.643,2.0
0.982,2.352,2.0
1.229,2.387,2.0
-0.178,1.671,2.0
-0.364,2.666,2.0
0.5,1.081,2.0
-0.084,3.316,2.0
-0.362,2.667,2.0
-0.172,1.671,2.0
-0.18,1.128,2.0
-0.169,1.671,2.0
0.121,1.691,2.0
0.094,1.689,2.0
-0.418,3.294,2.0
-0.249,2.298,2.0
-0.43,3.294,2.0
-0.199,1.67,2.0
0.084,1.686,2.0
0.216,1.063,2.0
-0.159,2.679,2.0
-0.073,1.046,2.0
-0.158,1.672,2.0
-0.227,2.299,2.0
-0.176,1.671,2.0
-0.165,1.672,2.0
-0.184,1.671,2.0
-0.17,1.672,2.0
-0.089,0.502,2.0
-0.184,1.671,2.0
0.113,1.146,2.0
-0.45,1.155,2.0
-0.584,0.512,2.0
-0.756,2.143,2.0
-0.778,2.141,2.0
-0.77,2.142,2.0
-0.647,-0.662,2.0
-0.648,-0.662,2.0
-0.652,-0.662,2.0
-0.652,-0.662,2.0
-0.355,1.162,2.0
-1.051,2.761,2.0
0.625,-2.226,2.0
0.663,-2.222,2.0
-1.006,1.59,2.0
-1.047,1.588,2.0
-0.859,0.501,2.0
-0.86,1.223,2.0
-1.115,2.758,2.0
-1.038,2.131,2.0
-1.122,2.757,2.0
-1.037,2.131,2.0
-1.141,2.756,2.0
-1.028,2.131,2.0
-1.029,2.131,2.0
-0.988,2.134,2.0
-0.52,2.153,2.0
-0.528,2.152,2.0
-0.53,2.152,2.0
-0.683,2.774,2.0
-0.355,1.786,2.0
0.267,2.823,2.0
-0.612,-0.491,2.0
-1.108,2.758,2.0
0.168,-0.438,2.0
-0.126,0.387,2.0
-0.41,0.527,2.0
0.046,-1.716,2.0
-0.664,2.147,2.0
-0.73,2.774,2.0
-0.215,-1.726,2.0
-0.827,1.771,2.0
-0.682,1.778,2.0
-1.134,2.757,2.0
-0.921,2.766,2.0
-0.42,-0.017,2.0
-0.565,2.153,2.0
-0.665,2.777,2.0
-0.374,0.537,2.0
-0.681,1.141,2.0
-1.06,2.762,2.0
0.199,1.819,2.0
-0.116,-1.093,2.0
-0.785,1.769,2.0
-0.644,0.513,2.0
-0.737,-0.119,2.0
-1.049,2.13,2.0
-0.852,0.593,2.0
-0.904,2.136,2.0
-0.714,0.507,2.0
-0.799,1.136,2.0
-0.89,2.137,2.0
-0.891,2.765,2.0
-0.986,2.133,2.0
-0.904,1.221,2.0
-0.696,1.142,2.0
-0.667,2.773,2.0
-0.352,-0.65,2.0
-0.431,0.607,2.0
0.129,-1.09,2.0
-0.266,2.156,2.0
-0.147,1.788,2.0
-0.303,1.16,2.0
-0.566,2.154,2.0
-0.693,1.143,2.0
-0.295,2.673,2.0
-0.287,2.673,2.0
-0.166,2.305,2.0
-0.009,1.052,2.0
-0.084,1.679,2.0
-0.096,1.678,2.0
-0.095,1.678,2.0
-0.086,1.679,2.0
-0.167,2.305,2.0
-0.088,1.678,2.0
-0.278,2.674,2.0
-0.346,3.301,2.0
-0.274,2.675,2.0
-0.275,2.674,2.0
-0.056,1.68,2.0
-0.074,1.68,2.0
-0.028,1.683,2.0
-0.004,1.684,2.0
-0.078,1.68,2.0
0.132,1.693,2.0
-0.128,1.675,2.0
-0.144,1.674,2.0
-0.16,1.673,2.0
-0.164,1.673,2.0
-0.148,1.673,2.0
-0.157,1.673,2.0
-0.445,3.293,2.0
-0.198,1.67,2.0
-0.2,1.67,2.0
-0.193,1.67,2.0
-0.144,1.674,2.0
-0.143,1.674,2.0
-0.165,1.672,2.0
-0.142,1.674,2.0
-0.104,1.677,2.0
-0.425,3.295,2.0
-0.162,1.672,2.0
-0.566,1.783,2.0
-0.384,2.168,2.0
-0.278,1.163,2.0
-0.345,1.79,2.0
-0.6,2.786,2.0
-0.709,1.771,2.0
-0.64,1.144,2.0
-0.461,-0.017,2.0
-0.528,1.153,2.0
-1.06,2.13,2.0
-0.853,2.143,2.0
-1.047,2.218,2.0
-0.633,0.518,2.0
-0.682,1.143,2.0
-0.7,1.143,2.0
-0.89,2.14,2.0
-0.889,2.14,2.0
-0.83,0.594,2.0
-1.053,2.13,2.0
-1.12,2.758,2.0
-1.12,2.758,2.0
-1.008,2.133,2.0
-0.887,1.223,2.0
-0.317,0.523,2.0
-0.162,-1.106,2.0
-0.576,2.146,2.0
-0.385,1.15,2.0
-0.643,2.773,2.0
-0.455,2.154,2.0
-0.607,2.151,2.0
-0.674,2.778,2.0
-0.411,-0.645,2.0
-0.514,0.979,2.0
-0.81,2.14,2.0
-0.617,0.603,2.0
-1.034,2.131,2.0
-0.444,0.606,2.0
-0.654,2.143,2.0
-0.456,0.613,2.0
-0.464,-0.648,2.0
-0.225,0.527,2.0
-0.153,-1.097,2.0
-0.073,-1.094,2.0
-0.785,2.77,2.0
-0.699,1.517,2.0
-0.486,1.525,2.0
-0.634,1.773,2.0
-0.762,2.141,2.0
-0.728,2.142,2.0
-0.764,2.141,2.0
-0.764,2.141,2.0
-0.773,-0.665,2.0
-0.88,2.136,2.0
-0.758,2.141,2.0
-0.765,2.14,2.0
-0.83,2.768,2.0
-0.741,2.145,2.0
-0.74,2.145,2.0
-0.543,0.516,2.0
-0.609,1.143,2.0
-0.504,-0.025,2.0
-0.531,-0.026,2.0
-0.572,0.601,2.0
-0.586,0.604,2.0
-0.623,0.599,2.0
-0.844,2.135,2.0
-0.856,2.765,2.0
-0.626,1.142,2.0
-0.602,1.143,2.0
-0.734,2.14,2.0
-0.902,2.763,2.0
-0.91,2.763,2.0
-0.843,2.135,2.0
-0.688,1.77,2.0
-0.837,2.136,2.0
-0.77,2.139,2.0
-0.368,0.527,2.0
-0.589,1.146,2.0
-0.66,1.14,2.0
-0.797,2.138,2.0
-0.739,2.775,2.0
-0.592,2.778,2.0
-0.462,2.153,2.0
-0.471,2.152,2.0
-0.748,2.14,2.0
-0.753,2.139,2.0
-0.778,2.772,2.0
-0.712,2.144,2.0
-0.421,0.523,2.0
-0.505,0.608,2.0
-0.038,-1.721,2.0
-0.491,1.782,2.0
-0.319,0.528,2.0
-0.672,2.147,2.0
-0.694,2.145,2.0
-0.709,2.145,2.0
-0.712,2.144,2.0
-0.708,1.146,2.0
-0.598,1.151,2.0
-0.435,1.161,2.0
-0.435,1.161,2.0
-0.37,-0.009,2.0
-0.417,0.617,2.0
-0.21,0.628,2.0
-0.273,1.626,2.0
-0.144,0.628,2.0
-0.086,-0.365,3.0
-0.024,-0.993,3.0
-0.101,-0.997,3.0
-0.367,-0.382,3.0
-0.064,-0.996,3.0
-0.036,-0.99,3.0
-0.469,-1.016,3.0
-0.306,-1.01,3.0
-0.336,-1.011,3.0
-0.029,-0.992,3.0
-0.238,-1.0,3.0
-0.18,-1.001,3.0
-0.101,-0.992,3.0
0.19,-0.978,3.0
-0.162,-0.999,3.0
-0.164,-1.002,3.0
-0.595,-0.396,3.0
-0.486,-1.022,3.0
-0.566,-0.395,3.0
-0.098,-0.369,3.0
-0.514,-0.391,3.0
-0.478,-0.392,3.0
-0.439,-1.019,3.0
-0.586,-0.395,3.0
-0.54,-0.391,3.0
-0.471,-0.388,3.0
-0.342,-1.012,3.0
-0.496,-0.389,3.0
-0.467,-0.386,3.0
-0.601,-0.395,3.0
-0.612,-0.396,3.0
-0.601,-0.394,3.0
-0.466,-1.019,3.0
-0.359,-1.012,3.0
-0.279,-1.007,3.0
-0.357,-0.38,3.0
-0.399,-0.383,3.0
-0.456,-0.388,3.0
-0.521,-1.022,3.0
-0.452,-1.018,3.0
-0.649,-0.398,3.0
-0.574,-1.025,3.0
-0.525,-1.017,3.0
-0.535,-0.388,3.0
-0.468,-1.015,3.0
-0.392,-1.01,3.0
-0.517,-1.018,3.0
-0.44,-0.384,3.0
-0.373,-1.011,3.0
-0.385,-1.011,3.0
-0.401,-1.015,3.0
-0.52,-0.39,3.0
-0.412,-1.013,3.0
-0.367,-1.013,3.0
-0.412,-0.384,3.0
-0.386,-1.012,3.0
-0.558,-0.391,3.0
-0.337,-1.012,3.0
-0.479,-0.384,3.0
-0.443,-1.013,3.0
-0.458,-1.012,3.0
-0.127,-0.997,3.0
-0.343,-1.01,3.0
-0.457,-1.015,3.0
-0.116,-0.996,3.0
-0.254,-1.004,3.0
-0.43,-1.012,3.0
-0.383,-1.009,3.0
-0.489,-1.019,3.0
-0.444,-1.017,3.0
-0.465,-1.018,3.0
-0.415,-1.015,3.0
-0.354,-1.011,3.0
-0.627,-1.026,3.0
-0.558,-1.022,3.0
-0.54,-0.39,3.0
-0.421,-0.384,3.0
-0.365,-1.012,3.0
-0.461,-1.016,3.0
-0.49,-1.018,3.0
-0.574,-1.024,3.0
-0.352,-1.01,3.0
-0.469,-0.387,3.0
-0.285,-1.007,3.0
-0.455,-1.017,3.0
-0.503,-0.388,3.0
-0.558,-0.391,3.0
-0.374,-1.012,3.0
-0.351,-1.011,3.0
-0.493,-1.019,3.0
-0.476,-1.019,3.0
-0.392,-1.014,3.0
-0.723,-0.403,3.0
-0.421,-1.018,3.0
-0.57,-0.392,3.0
-0.521,-1.021,3.0
-0.276,-1.012,3.0
-0.284,-1.011,3.0
-0.325,-1.013,3.0
-0.404,-0.386,3.0
-0.553,-1.023,3.0
-0.629,-0.396,3.0
-0.486,-1.021,3.0
-0.337,-1.015,3.0
-0.379,-1.014,3.0
-0.317,-1.011,3.0
-0.51,-0.391,3.0
-0.634,-0.396,3.0
-0.324,-1.011,3.0
-0.776,-0.404,3.0
-0.075,-0.997,3.0
-0.446,-1.017,3.0
0.586,-0.963,3.0
-0.408,-1.015,3.0
-0.05,-0.996,3.0
0.916,-0.942,3.0
0.463,-0.967,3.0
0.401,-0.975,3.0
-0.288,-1.005,3.0
-0.301,-1.006,3.0
-0.407,-1.016,3.0
0.81,-0.944,3.0
0.54,-0.96,3.0
-0.193,-1.004,3.0
-0.258,-1.005,3.0
-0.271,-1.005,3.0
-0.167,-1.0,3.0
0.406,-0.971,3.0
0.398,-0.968,3.0
0.441,-0.966,3.0
-0.003,-0.993,3.0
-0.324,-1.012,3.0
-0.512,-1.022,3.0
-0.38,-1.013,3.0
-0.333,-1.009,3.0
0.052,-0.99,3.0
0.487,-0.966,3.0
0.374,-0.964,3.0
0.147,-0.968,3.0
0.244,-0.962,3.0
0.259,-0.96,3.0
0.384,-0.95,3.0
0.512,-0.965,3.0
0.239,-0.98,3.0
0.219,-0.979,3.0
0.316,-0.975,3.0
0.579,-0.959,3.0
-0.17,-1.001,3.0
-0.286,-1.008,3.0
0.013,-0.993,3.0
0.195,-0.982,3.0
-0.399,-0.387,3.0
-0.588,-0.397,3.0
-0.228,-1.009,3.0
-0.042,-0.998,3.0
-0.446,-0.393,3.0
-0.2,-0.384,3.0
-0.104,-0.378,3.0
-0.255,-0.375,3.0
-0.669,-1.031,3.0
-0.098,-1.0,3.0
-0.582,-1.026,3.0
-0.538,-1.021,3.0
-0.549,-1.02,3.0
-0.77,0.229,3.0
-0.553,-1.019,3.0
-0.683,-1.029,3.0
-0.812,0.225,3.0
-0.063,-0.997,3.0
-0.6,-0.395,3.0
-0.192,-0.371,3.0
-0.187,-1.002,3.0
-0.62,-0.396,3.0
-0.432,-1.017,3.0
-0.629,-0.396,3.0
-0.35,-1.012,3.0
-0.268,-1.007,3.0
-0.604,-1.026,3.0
-0.532,-1.022,3.0
-0.467,-1.019,3.0
-0.619,-1.025,3.0
-0.433,-1.015,3.0
-0.538,-1.022,3.0
-0.495,-1.021,3.0
-0.411,-1.015,3.0
-0.485,-0.386,3.0
-0.473,-1.019,3.0
-0.409,-1.016,3.0
-0.577,-1.025,3.0
-0.674,-0.4,3.0
-0.525,-0.391,3.0
-0.395,-1.016,3.0
-0.34,-1.014,3.0
-0.471,-0.387,3.0
-0.528,-0.388,3.0
-0.465,-1.015,3.0
-0.548,-0.388,3.0
-0.495,-1.014,3.0
-0.42,-0.38,3.0
-0.643,-1.026,3.0
-0.677,-1.03,3.0
-0.657,-1.029,3.0
-0.424,-1.013,3.0
-0.516,-1.016,3.0
-0.463,-1.014,3.0
-0.428,-1.015,3.0
-0.62,-0.397,3.0
-0.618,-1.026,3.0
-0.679,-1.028,3.0
-0.596,-1.025,3.0
-0.504,-1.02,3.0
-0.547,-0.391,3.0
0.141,-0.35,3.0
-0.312,-1.007,3.0
-0.677,-0.397,3.0
-0.38,-1.012,3.0
-0.543,-1.02,3.0
-0.617,-1.023,3.0
-0.623,-1.026,3.0
-0.664,-1.03,3.0
-0.508,-1.021,3.0
-0.388,-1.015,3.0
-0.237,-1.01,3.0
-0.393,-1.015,3.0
-0.212,-0.377,3.0
-0.246,-1.011,3.0
-0.322,-0.384,3.0
-0.389,-0.384,3.0
-0.447,-1.019,3.0
-0.546,-1.025,3.0
-0.52,-1.018,3.0
-0.522,-0.387,3.0
-0.486,-0.388,3.0
-0.633,-1.029,3.0
-0.477,-1.018,3.0
-0.478,-1.019,3.0
-0.449,-1.017,3.0
-0.333,-1.009,3.0
-0.473,-1.019,3.0
-0.552,-1.023,3.0
-0.465,-0.388,3.0
-0.731,-1.033,3.0
-0.759,-0.405,3.0
-0.461,-1.018,3.0
-0.495,-1.018,3.0
-0.545,-1.02,3.0
-0.587,-1.023,3.0
-0.429,-1.017,3.0
-0.413,-1.017,3.0
-0.446,-0.388,3.0
-0.335,-1.013,3.0
-0.448,-1.019,3.0
-0.415,-1.018,3.0
-0.435,-0.388,3.0
-0.505,-1.021,3.0
-0.429,-1.016,3.0
-0.606,-0.395,3.0
-0.385,-1.014,3.0
-0.397,-1.015,3.0
-0.522,-1.021,3.0
-0.462,-0.388,3.0
-0.439,-1.019,3.0
-0.505,-0.392,3.0
-0.456,-1.02,3.0
-0.352,-1.012,3.0
-0.046,-0.998,3.0
0.123,-0.988,3.0
-0.647,-1.028,3.0
-0.529,-1.02,3.0
-0.036,-0.372,3.0
-0.399,-1.015,3.0
-0.471,-1.019,3.0
-0.466,-1.018,3.0
-0.483,-1.019,3.0
0.038,-0.992,3.0
0.054,-0.99,3.0
0.025,-1.0,3.0
-0.147,-1.014,3.0
-0.113,-1.005,3.0
-0.49,-0.396,3.0
-0.582,-1.023,3.0
-0.559,-1.023,3.0
0.093,-0.992,3.0
0.158,-0.986,3.0
-0.574,-1.024,3.0
-0.286,-1.011,3.0
-0.413,-1.014,3.0
-0.431,-1.017,3.0
-0.449,-1.018,3.0
-0.533,-1.023,3.0
-0.506,-1.02,3.0
-0.672,-0.399,3.0
-0.57,-1.025,3.0
-0.699,-1.031,3.0
-0.602,-1.025,3.0
-0.514,-1.022,3.0
-0.485,-1.021,3.0
-0.562,-1.025,3.0
-0.565,-1.024,3.0
-0.509,-1.019,3.0
-0.494,-1.019,3.0
-0.54,-1.023,3.0
-0.526,-1.022,3.0
-0.598,-1.026,3.0
-0.617,-1.025,3.0
-0.675,-1.029,3.0
-0.675,-1.03,3.0
-0.687,-1.03,3.0
-0.697,-1.03,3.0
-0.649,-1.028,3.0
-0.663,-1.029,3.0
-0.78,-0.405,3.0
-0.72,-1.032,3.0
-0.554,-1.024,3.0
-0.609,-1.026,3.0
-0.663,-1.03,3.0
-0.586,-1.026,3.0
-0.691,-1.031,3.0
-0.711,-1.032,3.0
-0.685,-1.03,3.0
-0.65,-1.027,3.0
-0.667,-1.029,3.0
-0.663,-1.029,3.0
-0.698,-1.031,3.0
-0.667,-1.028,3.0
-0.646,-1.027,3.0
-0.713,-0.4,3.0
-0.658,-1.029,3.0
-0.603,-0.395,3.0
-0.769,-0.404,3.0
-0.69,-1.031,3.0
-0.697,-1.03,3.0
-0.674,-1.029,3.0
-0.74,-0.402,3.0
-0.653,-1.028,3.0
-0.63,-1.027,3.0
-0.686,-1.031,3.0
-0.732,-0.402,3.0
-0.499,-1.02,3.0
-0.692,-0.4,3.0
-0.368,-1.01,3.0
-0.647,-0.397,3.0
-0.593,-1.025,3.0
-0.626,-0.392,3.0
-0.591,-1.025,3.0
-0.523,-1.019,3.0
-0.487,-1.02,3.0
-0.395,-1.013,3.0
-0.535,-0.389,3.0
-0.377,-0.38,3.0
-0.496,-1.02,3.0
-0.677,-1.03,3.0
-0.557,-1.023,3.0
-0.649,-0.396,3.0
-0.604,-1.025,3.0
-0.523,-1.021,3.0
-0.758,-0.403,3.0
-0.626,-1.027,3.0
-0.701,-0.4,3.0
-0.66,-1.029,3.0
-0.629,-1.027,3.0
-0.627,-1.027,3.0
-0.778,-0.404,3.0
-0.602,-1.026,3.0
-0.541,-1.023,3.0
-0.609,-0.395,3.0
-0.707,-0.4,3.0
-0.496,-1.02,3.0
-0.472,-1.019,3.0
-0.467,-1.019,3.0
-0.464,-1.018,3.0
-0.434,-1.019,3.0
-0.576,-0.396,3.0
0.14,-0.988,3.0
0.287,-0.988,3.0
-0.487,-0.391,3.0
-0.418,-1.018,3.0
-0.495,-1.02,3.0
-0.37,-1.015,3.0
-0.41,-1.018,3.0
-0.485,-1.023,3.0
-0.5,-1.023,3.0
-0.492,-1.022,3.0
-0.532,-1.022,3.0
-0.634,-0.396,3.0
-0.566,-1.023,3.0
-0.505,-1.021,3.0
-0.499,-1.023,3.0
-0.114,-1.005,3.0
0.006,-1.0,3.0
-0.076,-1.005,3.0
-0.222,-1.009,3.0
-0.167,-1.007,3.0
-0.264,-1.01,3.0
-0.387,-0.386,3.0
-0.339,-1.015,3.0
-0.364,-1.016,3.0
-0.12,-1.006,3.0
-0.289,-1.011,3.0
-0.273,-1.01,3.0
-0.292,-1.011,3.0
-0.218,-1.01,3.0
-0.321,-1.019,3.0
-0.342,-1.018,3.0
-0.217,-1.015,3.0
-0.306,-1.018,3.0
-0.26,-1.017,3.0
-0.152,-1.011,3.0
-0.229,-1.016,3.0
-0.297,-1.013,3.0
-0.275,-1.017,3.0
-0.282,-1.018,3.0
-0.256,-1.016,3.0
-0.254,-1.014,3.0
-0.213,-1.006,3.0
-0.241,-1.009,3.0
-0.274,-1.011,3.0
-0.283,-1.008,3.0
-0.404,-1.016,3.0
-0.402,-1.019,3.0
-0.486,-1.019,3.0
-0.516,-1.021,3.0
-0.303,-1.01,3.0
-0.428,-1.018,3.0
-0.596,-1.026,3.0
-0.525,-0.391,3.0
-0.444,-1.018,3.0
-0.515,-1.022,3.0
-0.537,-1.023,3.0
-0.511,-1.022,3.0
-0.478,-1.02,3.0
-0.136,-1.01,3.0
-0.117,-1.011,3.0
-0.116,-1.011,3.0
-0.253,-1.008,3.0
-0.177,-1.004,3.0
-0.261,-1.008,3.0
-0.225,-1.009,3.0
-0.239,-1.009,3.0
-0.24,-1.009,3.0
-0.185,-1.007,3.0
-0.299,-1.011,3.0
-0.365,-1.014,3.0
-0.27,-1.01,3.0
-0.274,-1.01,3.0
-0.335,-1.014,3.0
-0.301,-1.011,3.0
-0.291,-1.01,3.0
-0.326,-1.012,3.0
-0.459,-1.018,3.0
-0.407,-1.017,3.0
-0.472,-1.019,3.0
-0.415,-1.017,3.0
-0.372,-1.014,3.0
-0.296,-1.01,3.0
-0.236,-1.008,3.0
-0.323,-1.011,3.0
-0.644,-1.028,3.0
-0.21,-1.006,3.0
-0.481,-1.019,3.0
-0.537,-1.022,3.0
-0.569,-0.396,3.0
-0.432,-1.02,3.0
-0.515,-1.023,3.0
-0.396,-1.018,3.0
0.127,-0.982,3.0
0.009,-0.989,3.0
0.047,-0.985,3.0
-0.03,-0.992,3.0
-0.132,-1.007,3.0
-0.095,-1.007,3.0
-0.115,-1.009,3.0
-0.152,-1.002,3.0
0.386,-0.976,3.0
-0.07,-0.996,3.0
0.425,-0.975,3.0
0.293,-0.979,3.0
0.172,-0.988,3.0
0.148,-0.987,3.0
0.098,-0.986,3.0
0.095,-0.985,3.0
0.092,-0.983,3.0
0.089,-0.984,3.0
0.12,-0.986,3.0
-0.261,-1.007,3.0
-0.134,-1.0,3.0
-0.046,-0.995,3.0
0.072,-0.989,3.0
0.292,-0.979,3.0
0.186,-0.983,3.0
0.033,-0.989,3.0
0.06,-0.987,3.0
0.095,-0.986,3.0
0.161,-0.992,3.0
0.311,-0.987,3.0
0.055,-0.998,3.0
0.04,-0.997,3.0
0.194,-0.991,3.0
-0.027,-0.368,3.0
0.147,-0.99,3.0
-0.373,-1.013,3.0
-0.211,-1.004,3.0
-0.267,-1.008,3.0
-0.309,-1.009,3.0
-0.13,-1.001,3.0
-0.075,-1.002,3.0
-0.03,-0.998,3.0
-0.328,-1.011,3.0
-0.33,-1.01,3.0
-0.123,-0.999,3.0
-0.081,-1.003,3.0
-0.118,-1.004,3.0
-0.056,-1.0,3.0
0.019,-0.996,3.0
0.07,-0.995,3.0
-0.089,-1.003,3.0
-0.02,-0.999,3.0
-0.097,-1.003,3.0
-0.123,-1.006,3.0
-0.1,-1.002,3.0
-0.032,-1.002,3.0
-0.063,-1.0,3.0
-0.06,-0.999,3.0
-0.068,-1.0,3.0
-0.113,-1.005,3.0
-0.089,-1.002,3.0
-0.119,-1.001,3.0
-0.181,-1.004,3.0
-0.105,-0.999,3.0
-0.153,-1.002,3.0
-0.222,-1.006,3.0
-0.169,-1.001,3.0
-0.129,-0.369,3.0
-0.013,-0.995,3.0
-0.028,-0.996,3.0
-0.003,-0.993,3.0
-0.036,-0.999,3.0
-0.112,-1.003,3.0
-0.118,-1.004,3.0
-0.043,-0.999,3.0
-0.034,-0.998,3.0
-0.07,-1.0,3.0
-0.138,-1.002,3.0
-0.099,-1.0,3.0
0.013,-0.995,3.0
-0.094,-1.002,3.0
0.051,-1.0,3.0
0.021,-0.995,3.0
-0.079,-1.001,3.0
0.033,-0.996,3.0
-0.149,-1.006,3.0
-0.169,-1.005,3.0
0.335,-0.985,3.0
0.444,-0.978,3.0
0.307,-0.985,3.0
-0.249,-1.013,3.0
0.182,-0.992,3.0
-0.005,-0.999,3.0
-0.228,-1.013,3.0
-0.454,-1.021,3.0
-0.102,-1.007,3.0
-0.09,-0.375,3.0
-0.358,-1.014,3.0
-0.458,-1.021,3.0
-0.547,-1.025,3.0
-0.638,-1.028,3.0
-0.401,-1.019,3.0
-0.346,-1.013,3.0
-0.409,-1.015,3.0
-0.56,-1.026,3.0
-0.003,-0.999,3.0
0.067,-0.994,3.0
0.084,-0.996,3.0
0.065,-0.996,3.0
-0.086,-0.372,3.0
0.075,-0.992,3.0
0.075,-0.992,3.0
-0.288,-1.014,3.0
0.039,-0.994,3.0
-0.035,-0.997,3.0
0.275,-0.983,3.0
0.121,-0.99,3.0
0.237,-0.985,3.0
0.12,-0.99,3.0
-0.365,-1.016,3.0
-0.018,-0.998,3.0
-0.058,-0.999,3.0
-0.379,-0.383,3.0
0.298,-0.98,3.0
