pc 1,pc 2,cluster
0.032,-0.998,3.0
0.244,-0.986,3.0
-0.205,-1.01,3.0
-0.346,-1.008,3.0
-0.397,-1.014,3.0
-0.099,-1.011,3.0
-0.157,-1.008,3.0
-0.09,-1.006,3.0
-0.062,-1.004,3.0
-0.082,-1.006,3.0
-0.104,-1.008,3.0
0.048,-1.0,3.0
-0.008,-1.005,3.0
-0.096,-1.007,3.0
-0.138,-1.008,3.0
-0.39,-1.017,3.0
-0.575,-1.024,3.0
-0.564,-1.027,3.0
-0.116,-1.006,3.0
-0.116,-1.008,3.0
-0.011,-0.994,3.0
0.224,-0.984,3.0
-0.11,-1.002,3.0
-0.259,-1.008,3.0
-0.249,-1.008,3.0
0.044,-0.992,3.0
0.181,-0.989,3.0
0.322,-0.98,3.0
0.292,-0.983,3.0
0.057,-0.997,3.0
0.043,0.263,3.0
-0.065,-1.005,3.0
0.363,-0.977,3.0
-0.099,-1.008,3.0
-0.07,-1.004,3.0
-0.513,-0.396,3.0
0.06,-1.0,3.0
-0.122,-1.008,3.0
0.166,-0.987,3.0
-0.285,-0.378,3.0
-0.319,-1.011,3.0
-0.359,-0.384,3.0
-0.248,-1.008,3.0
-0.296,-1.011,3.0
-0.303,-1.011,3.0
-0.391,-1.018,3.0
-0.335,-1.014,3.0
-0.301,-1.011,3.0
-0.407,-1.017,3.0
-0.387,-1.016,3.0
-0.365,-1.015,3.0
-0.147,-1.005,3.0
-0.218,-1.009,3.0
-0.288,-1.012,3.0
-0.242,-1.009,3.0
-0.273,-1.011,3.0
-0.125,-1.002,3.0
-0.148,-1.001,3.0
-0.577,-1.024,3.0
-0.484,-1.019,3.0
-0.141,-1.003,3.0
-0.225,-1.007,3.0
-0.196,-1.005,3.0
-0.306,-1.011,3.0
0.032,-0.986,3.0
0.138,-0.985,3.0
0.111,-0.99,3.0
0.02,-0.995,3.0
0.223,-0.984,3.0
0.269,-0.981,3.0
0.324,-0.978,3.0
0.321,-0.975,3.0
0.242,-0.976,3.0
0.101,-0.353,3.0
0.125,-0.982,3.0
0.029,-0.984,3.0
0.331,-0.971,3.0
0.463,-0.97,3.0
0.037,-0.995,3.0
0.454,-0.968,3.0
0.243,-0.98,3.0
0.254,-0.975,3.0
0.296,-0.978,3.0
0.445,-0.972,3.0
0.6,-0.959,3.0
0.601,-0.961,3.0
0.593,-0.961,3.0
0.586,-0.962,3.0
0.45,-0.971,3.0
0.321,-0.349,3.0
0.501,-0.97,3.0
0.49,-0.338,3.0
0.364,-0.974,3.0
0.24,-0.352,3.0
0.594,-0.963,3.0
-0.384,-1.013,3.0
-0.36,-0.384,3.0
-0.489,-1.019,3.0
-0.573,-0.391,3.0
-0.39,-0.383,3.0
-0.038,-0.998,3.0
-0.08,-1.001,3.0
-0.112,-1.003,3.0
-0.342,-1.014,3.0
-0.142,-1.005,3.0
-0.091,-1.001,3.0
-0.098,-1.001,3.0
-0.331,-1.013,3.0
-0.28,-1.011,3.0
-0.134,-1.005,3.0
-0.093,-1.003,3.0
-0.184,-1.008,3.0
-0.086,-1.003,3.0
2.454,-0.844,3.0
2.69,-0.841,3.0
2.705,-0.848,3.0
1.409,-0.922,3.0
2.525,-0.86,3.0
2.056,-0.884,3.0
2.219,-0.875,3.0
1.732,-0.902,3.0
1.38,-0.919,3.0
1.137,-0.937,3.0
2.131,-0.885,3.0
1.946,-0.895,3.0
2.319,-0.874,3.0
2.424,-0.87,3.0
2.373,-0.876,3.0
2.174,-0.892,3.0
-0.687,-1.031,3.0
-0.462,-1.018,3.0
-0.238,-1.004,3.0
-0.338,-1.016,3.0
-0.502,-1.024,3.0
-0.54,-1.026,3.0
-0.392,-1.014,3.0
0.007,-0.983,3.0
-0.09,-0.989,3.0
-0.197,-0.995,3.0
-0.272,-1.002,3.0
-0.123,-0.992,3.0
0.294,-0.972,3.0
0.351,-0.962,3.0
0.628,-0.96,3.0
0.759,-0.321,3.0
0.825,-0.948,3.0
0.855,-0.947,3.0
0.998,-0.939,3.0
-0.261,-1.007,3.0
-0.163,-1.002,3.0
-0.421,-1.012,3.0
0.001,-0.996,3.0
-0.051,-1.0,3.0
0.105,-0.989,3.0
0.761,-0.951,3.0
0.506,-0.967,3.0
-0.293,-1.003,3.0
0.37,-0.975,3.0
-0.307,-1.017,3.0
-0.319,-1.013,3.0
-0.411,-1.018,3.0
-0.525,-1.022,3.0
-0.677,-1.031,3.0
-0.586,-1.025,3.0
-0.582,-0.394,3.0
-0.671,-1.03,3.0
-0.54,-1.024,3.0
-0.565,-1.024,3.0
-0.457,-1.02,3.0
-0.692,-1.031,3.0
-0.548,-1.026,3.0
-0.571,-1.026,3.0
-0.616,-1.029,3.0
-0.689,-1.031,3.0
-0.589,-1.026,3.0
-0.727,-1.033,3.0
-0.673,-1.031,3.0
-0.805,-0.406,3.0
-0.601,-1.028,3.0
-0.681,-1.031,3.0
-0.713,-1.032,3.0
-0.6,-1.027,3.0
-0.746,-1.034,3.0
-0.52,-1.023,3.0
-0.711,-1.032,3.0
-0.674,-1.03,3.0
-0.643,-1.029,3.0
-0.723,-1.032,3.0
-0.671,-1.03,3.0
-0.664,-1.031,3.0
-0.643,-1.029,3.0
-0.596,-1.026,3.0
-0.573,-1.026,3.0
-0.555,-1.024,3.0
-0.675,-0.4,3.0
-0.606,-1.028,3.0
-0.59,-1.027,3.0
-0.566,-1.024,3.0
-0.286,-1.012,3.0
-0.222,-1.01,3.0
-0.499,-1.023,3.0
-0.399,-1.022,3.0
-0.437,-1.02,3.0
-0.588,-1.027,3.0
-0.634,-0.399,3.0
-0.615,-1.027,3.0
-0.541,-1.025,3.0
-0.575,-1.027,3.0
-0.095,-1.002,3.0
-0.303,-1.014,3.0
-0.103,-1.006,3.0
-0.149,-1.01,3.0
-0.126,-1.008,3.0
-0.394,-0.387,3.0
-0.383,-0.385,3.0
-0.46,-0.389,3.0
-0.332,-0.383,3.0
-0.546,-1.025,3.0
-0.585,-1.026,3.0
-0.71,-1.032,3.0
-0.806,-0.406,3.0
-0.372,-1.016,3.0
-0.316,-1.013,3.0
-0.331,-1.014,3.0
-0.152,-1.008,3.0
-0.19,-1.011,3.0
-0.558,-1.025,3.0
-0.379,-1.014,3.0
-0.247,-1.008,3.0
-0.448,-0.387,3.0
-0.614,-0.395,3.0
-0.44,-1.017,3.0
-0.422,-1.015,3.0
-0.508,-1.021,3.0
-0.432,-1.019,3.0
-0.284,-1.006,3.0
-0.482,-1.022,3.0
-0.536,-1.021,3.0
-0.268,-1.007,3.0
-0.611,-1.025,3.0
-0.559,-1.027,3.0
-0.578,-1.027,3.0
-0.698,-0.4,3.0
-0.384,-1.015,3.0
-0.582,-1.029,3.0
-0.645,-1.029,3.0
-0.565,-1.025,3.0
-0.501,-1.022,3.0
-0.71,-1.031,3.0
-0.577,-1.026,3.0
-0.598,-0.394,3.0
-0.594,-1.027,3.0
-0.597,-1.026,3.0
-0.512,-1.022,3.0
-0.726,-0.404,3.0
-0.545,-1.025,3.0
-0.511,-0.393,3.0
-0.485,-1.022,3.0
-0.375,-1.017,3.0
-0.542,-1.024,3.0
-0.609,-0.396,3.0
-0.246,-1.009,3.0
-0.381,-0.386,3.0
-0.427,-1.02,3.0
-0.201,-1.012,3.0
-0.633,0.233,3.0
-0.407,-1.017,3.0
-0.541,-1.025,3.0
-0.457,-0.39,3.0
-0.394,-1.018,3.0
-0.383,-0.384,3.0
-0.43,-1.019,3.0
-0.085,-1.0,3.0
-0.171,-1.01,3.0
-0.231,-1.012,3.0
-0.356,-0.385,3.0
0.009,-0.365,3.0
-0.099,-1.004,3.0
-0.322,-0.385,3.0
-0.285,-1.013,3.0
-0.065,-0.376,3.0
-0.118,-0.378,3.0
-0.118,-0.378,3.0
-0.006,-0.372,3.0
-0.032,-0.373,3.0
-0.06,-1.003,3.0
-0.218,-1.011,3.0
-0.118,-0.376,3.0
0.176,-0.991,3.0
0.012,-1.001,3.0
-0.149,-1.01,3.0
-0.111,-1.008,3.0
-0.326,-1.015,3.0
-0.114,-1.008,3.0
-0.358,-0.387,3.0
-0.372,-0.387,3.0
-0.111,-0.377,3.0
0.035,-0.999,3.0
0.121,-0.99,3.0
0.175,-0.359,3.0
-0.375,-1.019,3.0
-0.395,-1.018,3.0
0.031,-0.37,3.0
0.164,-0.988,3.0
-0.128,-0.373,3.0
0.141,-0.989,3.0
0.187,-0.997,3.0
-0.041,0.251,3.0
0.147,-0.998,3.0
0.221,-0.99,3.0
0.198,-0.995,3.0
-0.431,-1.017,3.0
-0.462,-1.02,3.0
-0.689,-0.402,3.0
-0.409,-1.018,3.0
-0.383,-1.018,3.0
-0.405,-1.02,3.0
-0.422,-1.017,3.0
-0.436,-1.019,3.0
-0.472,-1.018,3.0
-0.512,-1.022,3.0
-0.719,-0.401,3.0
-0.648,-1.028,3.0
-0.454,-1.018,3.0
-0.661,-0.397,3.0
-0.564,-0.395,3.0
-0.496,-1.023,3.0
-0.42,-1.017,3.0
-0.484,-1.021,3.0
-0.076,-1.0,3.0
-0.245,-0.377,3.0
-0.236,-0.375,3.0
-0.11,-0.997,3.0
-0.077,-0.368,3.0
-0.041,-0.366,3.0
-0.313,-1.014,3.0
-0.232,-0.377,3.0
-0.034,-0.997,3.0
-0.169,-1.006,3.0
-0.386,-1.019,3.0
-0.392,-1.015,3.0
-0.098,-1.001,3.0
-0.44,-0.385,3.0
-0.368,-1.012,3.0
-0.492,-1.022,3.0
-0.376,-1.016,3.0
-0.209,-1.006,3.0
-0.42,-1.017,3.0
-0.416,-1.016,3.0
-0.46,-1.018,3.0
0.153,-0.987,3.0
-0.021,-0.994,3.0
0.213,-0.984,3.0
0.153,-0.357,3.0
0.237,-0.984,3.0
0.29,-0.978,3.0
0.197,-0.982,3.0
-0.14,-1.003,3.0
0.199,-0.983,3.0
-0.059,-0.998,3.0
-0.019,-0.996,3.0
0.143,-0.988,3.0
-0.071,-0.999,3.0
0.285,-0.98,3.0
-0.059,-0.995,3.0
-0.237,-1.005,3.0
0.186,-0.983,3.0
0.114,-0.988,3.0
-0.185,-1.005,3.0
-0.122,-1.0,3.0
-0.163,-1.002,3.0
-0.112,-0.998,3.0
-0.318,-1.01,3.0
-0.153,-1.0,3.0
-0.203,-1.002,3.0
-0.194,-1.003,3.0
-0.242,-1.011,3.0
-0.224,-1.01,3.0
-0.324,-1.01,3.0
-0.556,-1.023,3.0
-0.489,-1.017,3.0
-0.539,-0.39,3.0
-0.544,-1.021,3.0
-0.5,-1.02,3.0
-0.277,-1.008,3.0
-0.198,-1.004,3.0
-0.029,-0.995,3.0
-0.266,-1.008,3.0
-0.138,-1.002,3.0
-0.504,-1.018,3.0
-0.48,-1.02,3.0
-0.141,-1.001,3.0
-0.566,-1.025,3.0
-0.373,-1.014,3.0
-0.378,-1.008,3.0
-0.459,-1.018,3.0
-0.502,-1.021,3.0
-0.145,-1.001,3.0
-0.678,-1.029,3.0
-0.602,-1.025,3.0
-0.236,-1.003,3.0
-0.171,-1.004,3.0
-0.322,-1.009,3.0
0.072,-0.981,3.0
0.129,-0.988,3.0
0.056,-0.99,3.0
-0.362,-1.009,3.0
-0.203,-1.008,3.0
-0.559,-0.391,3.0
-0.614,-1.026,3.0
-0.697,-1.03,3.0
-0.81,0.225,3.0
-0.599,-1.027,3.0
-0.136,-1.004,3.0
-0.16,-1.005,3.0
-0.011,-1.005,3.0
0.056,-1.0,3.0
-0.066,-1.005,3.0
-0.078,-1.005,3.0
-0.005,-1.002,3.0
-0.109,-1.005,3.0
-0.088,-1.003,3.0
-0.091,-1.003,3.0
-0.112,-1.009,3.0
-0.155,-1.01,3.0
-0.142,-1.008,3.0
0.02,-1.001,3.0
-0.135,-1.01,3.0
0.044,-0.995,3.0
-0.133,-1.004,3.0
-0.294,-1.01,3.0
-0.073,-1.001,3.0
-0.447,-1.02,3.0
-0.252,-1.01,3.0
-0.233,-1.003,3.0
-0.234,-1.004,3.0
-0.392,-0.382,3.0
-0.352,-1.012,3.0
-0.36,-1.013,3.0
-0.287,-1.011,3.0
-0.275,-1.011,3.0
-0.22,-1.006,3.0
-0.318,-0.382,3.0
-0.239,-1.003,3.0
-0.232,-1.005,3.0
-0.289,-1.008,3.0
-0.235,-1.008,3.0
-0.206,-1.006,3.0
-0.237,-1.009,3.0
-0.285,-1.012,3.0
-0.209,-1.007,3.0
-0.261,-1.008,3.0
-0.161,-1.002,3.0
-0.226,-1.004,3.0
-0.142,-1.001,3.0
-0.162,-1.002,3.0
-0.078,-0.997,3.0
-0.049,-0.996,3.0
-0.103,-0.998,3.0
-0.1,-0.999,3.0
0.003,-0.995,3.0
-0.035,-0.997,3.0
-0.225,-1.002,3.0
-0.01,-0.998,3.0
-0.181,-1.007,3.0
-0.21,-1.007,3.0
-0.217,-1.006,3.0
-0.219,-1.007,3.0
-0.227,-1.006,3.0
-0.227,-1.005,3.0
-0.194,-1.007,3.0
-0.048,-1.001,3.0
0.009,-0.997,3.0
-0.111,-1.004,3.0
0.009,-0.997,3.0
-0.009,-0.997,3.0
-0.099,-1.001,3.0
-0.138,-1.005,3.0
0.131,-0.994,3.0
0.164,-0.994,3.0
0.093,-0.995,3.0
0.154,-0.994,3.0
0.11,-0.997,3.0
0.073,-0.994,3.0
0.066,-0.995,3.0
0.096,-0.994,3.0
0.083,-0.994,3.0
0.089,-0.994,3.0
0.061,-0.995,3.0
0.11,-0.992,3.0
-0.118,-1.002,3.0
0.121,-0.992,3.0
0.214,-0.985,3.0
0.254,-0.986,3.0
-0.061,-1.001,3.0
0.152,-0.989,3.0
0.055,-0.999,3.0
0.002,-1.0,3.0
-0.412,-1.018,3.0
-0.028,-0.367,3.0
-0.204,-1.007,3.0
-0.309,-1.012,3.0
-0.135,-1.004,3.0
-0.353,-1.015,3.0
-0.23,-1.008,3.0
-0.347,-1.014,3.0
-0.295,-1.01,3.0
-0.334,-1.012,3.0
-0.325,-1.013,3.0
0.064,-0.994,3.0
-0.032,-0.999,3.0
-0.475,-1.019,3.0
-0.295,-1.01,3.0
-0.651,-1.029,3.0
-0.452,-1.021,3.0
-0.143,-1.004,3.0
-0.274,-1.015,3.0
-0.275,-1.014,3.0
-0.349,-1.017,3.0
-0.427,-1.021,3.0
-0.354,-1.015,3.0
-0.406,-1.014,3.0
-0.674,-1.03,3.0
-0.174,-1.006,3.0
-0.223,-1.009,3.0
-0.339,-1.016,3.0
-0.472,-1.023,3.0
-0.412,-1.015,3.0
-0.545,-1.024,3.0
-0.61,-0.397,3.0
-0.299,-1.01,3.0
-0.608,-0.396,3.0
-0.252,-1.009,3.0
-0.44,-1.017,3.0
-0.127,-1.001,3.0
-0.19,-1.007,3.0
-0.053,-1.0,3.0
0.044,-0.997,3.0
-0.078,-1.002,3.0
-0.319,-1.012,3.0
-0.259,-1.007,3.0
-0.111,-1.003,3.0
-0.22,-1.01,3.0
-0.198,-1.007,3.0
-0.264,-0.38,3.0
-0.256,-1.009,3.0
-0.238,-1.009,3.0
-0.269,-1.012,3.0
-0.253,-1.011,3.0
-0.249,-1.012,3.0
-0.239,-1.011,3.0
-0.22,-1.009,3.0
-0.215,-1.01,3.0
-0.223,-1.009,3.0
-0.14,-1.005,3.0
-0.153,-1.006,3.0
0.092,-0.996,3.0
0.0,-0.999,3.0
-0.033,-0.998,3.0
-0.137,-1.004,3.0
0.032,-0.998,3.0
0.037,-0.998,3.0
0.09,-0.996,3.0
0.067,-0.995,3.0
-0.051,-1.001,3.0
-0.018,-0.999,3.0
-0.187,-0.373,3.0
-0.1,-1.004,3.0
-0.128,-0.999,3.0
-0.105,-1.005,3.0
-0.1,-1.004,3.0
-0.337,-1.014,3.0
-0.582,-1.026,3.0
-0.61,-0.399,3.0
-0.32,-1.015,3.0
-0.394,-1.017,3.0
-0.38,-1.016,3.0
-0.226,-1.01,3.0
-0.284,-1.016,3.0
-0.383,-1.02,3.0
-0.249,-1.011,3.0
-0.319,-1.013,3.0
-0.189,-1.006,3.0
-0.316,-1.013,3.0
-0.371,-1.018,3.0
-0.293,-1.014,3.0
-0.004,-0.999,3.0
-0.123,-1.001,3.0
-0.155,-1.003,3.0
-0.041,-0.999,3.0
0.039,-0.996,3.0
-0.033,-1.0,3.0
0.037,-0.997,3.0
-0.094,-1.002,3.0
-0.137,-1.002,3.0
-0.145,-1.003,3.0
-0.171,-1.004,3.0
-0.133,-1.003,3.0
-0.145,-1.003,3.0
-0.03,-0.999,3.0
-0.059,-1.001,3.0
-0.328,-1.01,3.0
-0.25,-1.005,3.0
-0.418,-1.018,3.0
-0.37,-1.015,3.0
-0.342,-1.012,3.0
-0.218,-1.004,3.0
-0.262,-1.006,3.0
-0.316,-1.013,3.0
-0.33,-1.014,3.0
-0.142,-1.006,3.0
-0.149,-1.008,3.0
-0.24,-1.014,3.0
-0.271,-0.386,3.0
-0.199,-1.008,3.0
-0.16,-1.007,3.0
-0.143,-1.006,3.0
-0.196,-1.007,3.0
-0.151,-1.006,3.0
-0.129,-1.003,3.0
-0.225,-1.011,3.0
-0.35,-0.385,3.0
-0.349,-1.016,3.0
-0.188,-1.008,3.0
-0.224,-1.01,3.0
-0.175,-1.01,3.0
-0.242,-1.013,3.0
-0.272,-1.013,3.0
-0.12,-1.004,3.0
-0.167,-1.01,3.0
-0.178,-1.008,3.0
-0.24,-1.011,3.0
-0.225,-1.01,3.0
-0.361,-0.378,3.0
-0.321,-1.007,3.0
0.126,-0.982,3.0
-0.185,-0.995,3.0
-0.351,-1.009,3.0
-0.394,-1.009,3.0
-0.394,-1.007,3.0
-0.36,-0.379,3.0
-0.2,-1.0,3.0
-0.312,-0.38,3.0
-0.471,-0.389,3.0
-0.336,-1.012,3.0
-0.487,-1.02,3.0
-0.534,-0.392,3.0
-0.587,-1.023,3.0
-0.442,-1.017,3.0
-0.407,-0.385,3.0
-0.677,-1.029,3.0
-0.561,-1.023,3.0
-0.302,-1.009,3.0
-0.501,-0.388,3.0
-0.546,-1.022,3.0
-0.565,-1.023,3.0
-0.399,-1.014,3.0
-0.567,-1.024,3.0
-0.451,-1.017,3.0
-0.583,-1.024,3.0
-0.744,-0.403,3.0
-0.568,-0.393,3.0
-0.704,-1.031,3.0
-0.398,-1.015,3.0
-0.579,-1.024,3.0
-0.528,-1.022,3.0
-0.597,-1.026,3.0
-0.253,-1.007,3.0
-0.452,-1.016,3.0
-0.523,-1.019,3.0
0.021,-0.988,3.0
-0.017,-0.991,3.0
0.081,-0.985,3.0
-0.068,-0.993,3.0
-0.107,-0.995,3.0
-0.416,-1.013,3.0
-0.684,-0.397,3.0
-0.611,-1.026,3.0
-0.274,-1.01,3.0
-0.293,-1.008,3.0
-0.387,-1.011,3.0
-0.378,-1.014,3.0
-0.56,-1.023,3.0
-0.549,-1.02,3.0
-0.273,-1.008,3.0
-0.375,-1.01,3.0
-0.433,-1.015,3.0
-0.341,-1.013,3.0
-0.246,-1.011,3.0
-0.186,-1.01,3.0
-0.153,-1.009,3.0
-0.222,-1.008,3.0
-0.132,-1.0,3.0
-0.328,-1.013,3.0
-0.266,-1.009,3.0
-0.35,-1.012,3.0
-0.15,-1.004,3.0
-0.127,-1.002,3.0
-0.566,-0.392,3.0
-0.418,-1.015,3.0
-0.476,-1.018,3.0
-0.245,-1.006,3.0
-0.233,-1.006,3.0
-0.359,-1.014,3.0
-0.167,-1.006,3.0
-0.252,-0.377,3.0
-0.477,-1.018,3.0
-0.255,-1.006,3.0
0.193,-0.985,3.0
0.04,-0.994,3.0
-0.07,-0.366,3.0
-0.087,-0.368,3.0
-0.004,-0.995,3.0
-0.053,-0.366,3.0
-0.02,-0.995,3.0
0.082,-0.989,3.0
0.0,-0.364,3.0
-0.004,-0.995,3.0
0.161,-0.986,3.0
0.041,-0.991,3.0
0.014,-0.992,3.0
0.025,-0.995,3.0
0.023,-0.993,3.0
-0.077,-0.369,3.0
-0.012,-0.996,3.0
-0.01,-0.996,3.0
-0.084,-0.368,3.0
-0.066,-0.369,3.0
-0.333,-0.383,3.0
-0.202,-1.006,3.0
0.004,-0.999,3.0
-0.176,-1.008,3.0
0.11,-0.99,3.0
0.042,-0.993,3.0
0.126,-0.358,3.0
0.042,-0.993,3.0
0.15,-0.988,3.0
0.013,-0.366,3.0
0.053,-0.994,3.0
0.004,-0.364,3.0
0.046,-0.364,3.0
0.132,-0.99,3.0
0.127,-0.358,3.0
-0.049,-0.367,3.0
0.057,-0.991,3.0
0.032,-0.992,3.0
-0.044,-0.368,3.0
0.026,-0.995,3.0
0.029,-0.996,3.0
0.105,-0.991,3.0
0.146,-0.356,3.0
0.456,-0.973,3.0
0.506,-0.97,3.0
0.199,-0.984,3.0
0.221,-0.983,3.0
0.215,-0.984,3.0
0.152,-0.356,3.0
0.186,-0.984,3.0
0.237,-0.984,3.0
0.205,-0.985,3.0
0.299,-0.981,3.0
-0.007,-0.995,3.0
-0.009,-0.997,3.0
-0.001,-0.997,3.0
-0.002,-0.998,3.0
0.035,-0.996,3.0
0.044,-0.995,3.0
-0.042,-0.37,3.0
0.033,-0.997,3.0
-0.063,-0.367,3.0
0.016,-0.993,3.0
-0.002,-0.995,3.0
-0.011,-0.998,3.0
-0.131,-1.003,3.0
-0.213,-1.006,3.0
0.023,-0.366,3.0
-0.072,-1.001,3.0
6.861,-0.05,4.0
8.101,0.019,4.0
8.079,3.839,4.0
8.146,3.211,4.0
9.788,0.115,4.0
6.338,-0.071,4.0
7.215,-0.053,4.0
7.187,-0.06,4.0
7.228,-0.035,4.0
5.261,0.341,4.0
5.33,0.975,4.0
3.825,3.531,4.0
14.852,2.596,4.0
13.432,-1.757,4.0
12.776,-2.422,4.0
14.18,0.393,4.0
11.609,0.764,4.0
12.498,1.462,4.0
10.484,0.173,4.0
12.067,0.254,4.0
13.056,3.144,4.0
11.815,0.812,4.0
12.488,0.849,4.0
13.37,0.898,4.0
9.017,1.749,4.0
8.21,1.02,4.0
8.342,1.788,4.0
8.984,1.1,4.0
9.174,1.668,4.0
9.166,1.669,4.0
10.131,1.722,4.0
10.772,1.386,4.0
8.814,3.918,4.0
9.066,2.295,4.0
9.146,1.104,4.0
10.955,0.175,4.0
8.333,0.017,4.0
6.659,3.059,4.0
6.838,-0.116,4.0
6.754,-0.121,4.0
6.982,0.439,4.0
7.345,1.682,4.0
7.122,1.544,4.0
7.366,-0.07,4.0
7.128,-0.09,4.0
7.163,0.454,4.0
6.852,3.709,4.0
8.012,0.996,4.0
7.867,2.792,4.0
7.708,-0.022,4.0
9.104,0.633,4.0
9.194,0.637,4.0
8.94,2.251,4.0
8.69,0.053,4.0
8.652,0.05,4.0
-0.79,0.704,5.0
-0.507,1.351,5.0
-0.819,1.334,5.0
-0.624,1.343,5.0
-0.624,0.713,5.0
-0.648,0.709,5.0
-1.08,2.317,5.0
-1.076,2.317,5.0
-1.095,2.947,5.0
-0.852,0.697,5.0
-1.125,2.946,5.0
-0.866,1.329,5.0
-0.915,2.327,5.0
-0.851,1.963,5.0
-0.778,0.704,5.0
-0.966,1.326,5.0
-0.948,1.325,5.0
-0.967,1.325,5.0
-1.009,1.322,5.0
-0.853,1.331,5.0
-0.661,0.711,5.0
-0.998,1.326,5.0
-1.18,2.946,5.0
-0.835,0.702,5.0
-0.91,1.327,5.0
-0.703,0.709,5.0
-0.838,1.33,5.0
-0.821,0.703,5.0
-0.894,1.329,5.0
-1.003,1.322,5.0
-1.126,2.948,5.0
-0.982,1.325,5.0
-1.094,1.316,5.0
-0.989,1.322,5.0
-1.035,1.32,5.0
-1.095,1.314,5.0
-1.029,1.318,5.0
-0.957,1.323,5.0
-1.207,2.942,5.0
-1.17,2.945,5.0
-1.102,2.318,5.0
-1.19,2.944,5.0
-0.95,1.325,5.0
-0.814,1.331,5.0
-0.777,0.705,5.0
-0.881,1.328,5.0
-0.826,1.332,5.0
-0.791,0.702,5.0
-1.021,1.32,5.0
-0.928,1.326,5.0
-0.874,1.328,5.0
-1.017,0.689,5.0
-0.836,1.331,5.0
-1.297,2.938,5.0
-0.255,0.737,5.0
-0.49,1.353,5.0
-0.312,0.732,5.0
-0.608,2.347,5.0
-0.544,2.846,5.0
-0.552,2.846,5.0
-0.539,2.847,5.0
-0.52,2.848,5.0
-0.553,2.846,5.0
-0.549,2.846,5.0
-0.561,2.846,5.0
-0.482,2.85,5.0
-0.516,2.848,5.0
-0.516,2.848,5.0
-0.518,2.848,5.0
-0.516,2.848,5.0
-0.521,2.848,5.0
-0.541,2.847,5.0
-0.566,3.476,5.0
-0.534,2.847,5.0
-0.526,2.847,5.0
-0.563,2.846,5.0
-0.56,2.846,5.0
-0.513,2.848,5.0
-0.531,2.847,5.0
-0.509,2.848,5.0
-0.513,2.848,5.0
-0.399,2.854,5.0
-0.275,1.228,5.0
-0.215,1.231,5.0
-0.259,1.229,5.0
-0.489,2.849,5.0
-0.444,2.85,5.0
-0.47,2.849,5.0
-0.333,1.226,5.0
-1.119,2.315,5.0
-1.106,2.316,5.0
-0.824,1.331,5.0
-0.958,2.953,5.0
-0.889,1.326,5.0
-1.148,2.945,5.0
-0.599,0.708,5.0
-0.668,1.337,5.0
-0.707,1.335,5.0
-0.826,0.698,5.0
-0.901,1.329,5.0
-0.989,1.324,5.0
-1.283,2.938,5.0
-0.772,0.701,5.0
-0.966,1.321,5.0
-0.918,0.695,5.0
-0.865,0.696,5.0
-0.764,0.701,5.0
-0.715,0.705,5.0
-0.616,0.711,5.0
-0.769,1.334,5.0
-1.148,1.314,5.0
-0.601,0.713,5.0
-1.08,0.686,5.0
-0.724,0.706,5.0
-1.006,1.322,5.0
-0.704,0.706,5.0
-0.918,1.329,5.0
-0.8,1.964,5.0
-1.103,1.948,5.0
-0.92,1.327,5.0
-0.944,1.327,5.0
-0.892,1.328,5.0
-0.891,1.328,5.0
-1.061,1.32,5.0
-0.852,0.701,5.0
-0.498,0.717,5.0
-0.975,0.692,5.0
-0.987,1.322,5.0
-0.486,1.347,5.0
-0.801,1.962,5.0
-0.991,1.321,5.0
-0.976,1.322,5.0
-0.923,0.699,5.0
-0.992,1.324,5.0
-0.909,0.699,5.0
-0.834,0.7,5.0
-0.708,0.706,5.0
-0.725,0.704,5.0
-1.241,1.939,5.0
-0.973,0.69,5.0
-1.155,2.314,5.0
-0.928,0.694,5.0
-0.984,1.323,5.0
-1.024,1.32,5.0
-1.14,1.314,5.0
-1.191,1.943,5.0
-1.071,1.319,5.0
-1.306,2.937,5.0
-1.239,2.31,5.0
-1.288,2.938,5.0
-0.97,1.323,5.0
-0.712,0.706,5.0
-0.905,1.331,5.0
-1.164,2.316,5.0
-0.876,1.962,5.0
-0.759,0.71,5.0
-0.599,0.712,5.0
-0.72,1.337,5.0
-0.753,1.336,5.0
-0.758,0.707,5.0
-0.951,1.326,5.0
-0.782,0.704,5.0
-0.962,1.324,5.0
-0.991,1.324,5.0
-0.989,1.322,5.0
-0.947,1.327,5.0
-0.928,0.696,5.0
-0.929,1.331,5.0
-0.782,1.335,5.0
-0.812,1.333,5.0
-0.964,1.325,5.0
-0.793,1.334,5.0
-0.896,0.696,5.0
-0.779,0.707,5.0
-1.207,2.945,5.0
-1.005,1.322,5.0
-1.027,0.69,5.0
-1.086,1.317,5.0
-1.073,1.317,5.0
-1.068,1.318,5.0
-1.281,2.939,5.0
-1.061,1.318,5.0
-1.026,1.32,5.0
-1.177,1.943,5.0
-1.075,1.319,5.0
-0.993,0.693,5.0
-1.079,1.317,5.0
-1.094,1.317,5.0
-1.298,2.937,5.0
-1.292,2.938,5.0
-1.288,2.938,5.0
-1.3,2.938,5.0
-1.299,2.938,5.0
-1.087,2.949,5.0
-0.831,0.697,5.0
-0.874,1.328,5.0
-0.767,1.333,5.0
-0.887,1.326,5.0
-0.969,1.953,5.0
-0.874,1.328,5.0
-0.904,1.327,5.0
